n,label_prime,parent_empirical,buchstab_parent,ara_compact,raw_compact,ara_full,raw_full,ara_order_scrambled
4000802419,1,0.83652125558747836,0.83286783276999121,0.83785371837775824,0.83843790303311427,0.8366371481246565,0.83594023477604895,0.83643221364229892
4000802471,1,0.83652125558747836,0.83286783276999121,0.83788902051781977,0.83848308497890134,0.83667257247153159,0.83598692044598732,0.83725608712044863
4000802473,1,0.83652125558747836,0.83286783276999121,0.83789038460505849,0.83848482254229695,0.83667394780843862,0.83598871583540135,0.83642033111472291
4000802497,0,0.83652125558747836,0.83286783276999121,0.83790679011504043,0.83850567212587779,0.83669052614550277,0.83601025927616424,0.83623502039304387
4000802513,1,0.83652125558747836,0.83286783276999121,0.83791776451432598,0.83851957064094373,0.8367016545583702,0.83602462030623614,0.83580484893945473
4000802521,1,0.83652125558747836,0.83286783276999121,0.83792326292988983,0.83852651953629054,0.83670724161746346,0.83603180044215164,0.83747933741858327
4000802527,1,0.83652125558747836,0.83286783276999121,0.83792739164801644,0.83853173104934708,0.83671144190878155,0.8360371853782258,0.83640901979555349
4000802537,1,0.83652125558747836,0.83286783276999121,0.83793428218973809,0.83854041660262935,0.83671846143462192,0.83604615995575904,0.83671253758115438
4000802569,1,0.83652125558747836,0.83286783276999121,0.83795641040677737,0.83856820783798292,0.83674108382905998,0.83607487595017771,0.83632739266308775
4000802581,0,0.83652125558747836,0.83286783276999121,0.83796473931515092,0.83857862855532073,0.83674963003751734,0.83608564340559721,0.8363982797802062
4000802633,1,0.83652125558747836,0.83286783276999121,0.83800102548920952,0.83862377872016403,0.83678705936938158,0.8361322958086147,0.83739655073548802
