metric,value
residual_cosine,0.9990059870409774
p23_residual_l2,0.05004186532773666
p29_residual_l2,0.0460901755425546
deformation_l2,0.004494564649803256
deformation_cosine,0.9952250626457678
deformation_turn_degrees,5.6013721988057235
leading_mode_energy,0.9765880384751034
residual_cosine_24,0.9988961587097112
deformation_cosine_24,0.9949978757427803
leading_mode_energy_24,0.986553904588198
ordered_plane_jsd_bits,0.0011986782965752738
