scale,sector,theta_center,center_number,q,r,population,n,mean,sd,p05,median,p95,mean_theta,mean_wrong_theta
8,0,0.03125,463468992,19979,19973,raw,39959,0.27263941990037366,0.35099468135499307,-0.0006224585181085136,0.21872805979648688,0.8429401740500233,0.03124999819880468,0.13066627367071684
8,0,0.03125,463468992,19979,19973,prime,1987,0.2750178651535421,0.3447650317616551,-0.000545161113907496,0.22023230785956655,0.8402824813548341,0.031247002464386452,0.13064526537988772
8,0,0.03125,463468992,19979,19973,composite,37972,0.2725149605430039,0.3513171818558352,-0.0006274790602931356,0.21861547976399098,0.843132566018031,0.03125015495968724,0.1306673729927011
8,1,0.09375,459312319,19979,19973,raw,39959,0.16332181515028535,0.39246426097374093,-0.8186645459532941,0.15628436343916885,0.7242389794419072,0.09375000462045757,0.5689563071671159
8,1,0.09375,459312319,19979,19973,prime,2051,0.16915488143254287,0.3852367402202997,-0.818214808220238,0.16122744983970513,0.7259544341014331,0.09374951568072873,0.5689528784009193
8,1,0.09375,459312319,19979,19973,composite,37908,0.16300621899789247,0.3928490421444396,-0.8186975245551914,0.15609358083134436,0.7241041204715409,0.09375003107438239,0.568956492679382
8,2,0.15625,455155647,19979,19973,raw,39959,0.06961609016200057,0.3856943347014217,-0.7093416740258391,0.09365289669909682,0.6055377848337911,0.15624999600604517,0.007246235221005229
8,2,0.15625,455155647,19979,19973,prime,1981,0.07094299065854648,0.3856772632556176,-0.7091905545533168,0.09141806627394851,0.6039494751419597,0.156250407650316,0.007249122162222492
8,2,0.15625,455155647,19979,19973,composite,37978,0.06954687667304232,0.385695099890433,-0.7093451654001884,0.09381571723759105,0.6055377848337911,0.15624997453394793,0.007246084632937399
8,3,0.21875,450998974,19979,19973,raw,39959,-0.008477785970714784,0.34930890616250715,-0.6078249658260936,0.031190475428529513,0.4868365902256749,0.21875000242769801,0.44553626871740426
8,3,0.21875,450998974,19979,19973,prime,2055,-0.0013481803775782625,0.3500313265747022,-0.6077562299574419,0.03874371249076533,0.49490667498976354,0.2187476043901315,0.4455194518036406
8,3,0.21875,450998974,19979,19973,composite,37904,-0.008864324053605668,0.34926553768096597,-0.6078339373450218,0.03087186120603124,0.4863649188830466,0.21875013243949637,0.4455371804617934
8,4,0.28125,446842302,19979,19973,raw,39959,-0.07095979027627208,0.29323374271509833,-0.5141134831035864,-0.03126555050228767,0.3681353956175588,0.28124999381328564,0.8838261967712936
8,4,0.28125,446842302,19979,19973,prime,2019,-0.06881779272513687,0.29318566360271936,-0.5145347004280896,-0.0286963681063534,0.36220953194465555,0.2812467710671664,0.8838035963942877
8,4,0.28125,446842302,19979,19973,composite,37940,-0.0710737779688325,0.2932358625761746,-0.5140831839285153,-0.031480992257110554,0.3684413715260181,0.28125016531366653,0.8838273994643243
8,5,0.34375,442685629,19979,19973,raw,39959,-0.11782993779161452,0.2245451107939584,-0.4282070815120911,-0.09379063206874401,0.24943420100944266,0.3437500002349385,0.32211623026769276
8,5,0.34375,442685629,19979,19973,prime,2023,-0.11869385723992562,0.223767651707215,-0.42840987893844884,-0.09577568337807614,0.24755902424326695,0.3437536155660302,0.32214158361898976
8,5,0.34375,442685629,19979,19973,composite,37936,-0.11778386785688409,0.2245864011653773,-0.4281914399946209,-0.09369680702162794,0.24948265723569907,0.34374980744142175,0.3221148782577875
8,6,0.40625,438528956,19979,19973,raw,39959,-0.14908821901373118,0.1504558729708732,-0.35010684364830513,-0.15629044302154876,0.13073300640132662,0.4062500066565914,0.7604062637640918
8,6,0.40625,438528956,19979,19973,prime,2006,-0.15108042606195698,0.14979896265048234,-0.34983615337535345,-0.1580866363394076,0.13091597276123557,0.4062493505116897,0.760401662524699
8,6,0.40625,438528956,19979,19973,composite,37953,-0.14898292121543483,0.15048978026831764,-0.35011381737536473,-0.15619681845530256,0.1307172425905259,0.4062500413370298,0.7604065069619523
8,7,0.46875,434372284,19979,19973,raw,39959,-0.16477795263887637,0.08661277817397187,-0.27981276951222855,-0.18462888511282613,0.011743501256602843,0.468749998042179,0.1986961918179811
8,7,0.46875,434372284,19979,19973,prime,2039,-0.16524189764445704,0.08769652088794369,-0.28009276209754386,-0.18655803233158494,0.015543665263486845,0.4687490225557156,0.1986893509037621
8,7,0.46875,434372284,19979,19973,composite,37920,-0.16475300580695706,0.08655404924426384,-0.2798000670443113,-0.18451593419072101,0.011550156503260888,0.46875005049515633,0.19869655966145897
8,8,0.53125,430215611,19979,19973,raw,39959,-0.1647426854426767,0.08664951131825409,-0.27976239969606903,-0.18462896530517403,0.011936698656505314,0.5312500044638319,0.6369862253143801
8,8,0.53125,430215611,19979,19973,prime,2055,-0.16458357020924763,0.08752118366747504,-0.279956969387526,-0.1856906117517621,0.015351082337450668,0.5312508923307739,0.6369924516371961
8,8,0.53125,430215611,19979,19973,composite,37904,-0.1647513120204705,0.08660199372183723,-0.27974413689122496,-0.18454404662070356,0.011647675410405156,0.5312499563273144,0.636985887748686
8,9,0.59375,426058939,19979,19973,raw,39959,-0.1490955612472973,0.15039776134651536,-0.35004817793374887,-0.15624687351649635,0.13063789326462133,0.5937499958494195,0.07527615336826947
8,9,0.59375,426058939,19979,19973,prime,1988,-0.1512726590851038,0.14769609063369574,-0.3501462957774918,-0.15464070097915633,0.12488464963513339,0.5937547422102964,0.0753094383921068
8,9,0.59375,426058939,19979,19973,composite,37971,-0.14898157766768233,0.15053700623635408,-0.35004487400901263,-0.15630307832837453,0.1308687670344053,0.5937497473501566,0.0752744107052745
8,10,0.65625,421902266,19979,19973,raw,39959,-0.1178365654337247,0.22448771320047067,-0.42814011989913797,-0.09379017597476498,0.2493390878727375,0.6562500022710723,0.5135661868646686
8,10,0.65625,421902266,19979,19973,prime,1951,-0.11552263421177787,0.22565175348425426,-0.4288198522933634,-0.0913527997267506,0.2526052520369439,0.6562482651540689,0.5135540048802842
8,10,0.65625,421902266,19979,19973,composite,38008,-0.11795534252838948,0.22442715484053039,-0.42809766506772234,-0.0939030968247396,0.24897500458894448,0.6562500914395442,0.5135668121817694
8,11,0.71875,417745594,19979,19973,raw,39959,-0.0709657205556178,0.2931845377762191,-0.5140382255922366,-0.03117799549437786,0.3680402824808535,0.7187499936566599,0.9518561149185578
8,11,0.71875,417745594,19979,19973,prime,2031,-0.0641716089644826,0.2906686229316143,-0.5138006858335283,-0.030260845634774804,0.3727891931348424,0.718754903610461,0.9518905470273583
8,11,0.71875,417745594,19979,19973,composite,37928,-0.07132953727787038,0.2933142141498142,-0.5140431047954079,-0.031224958138153423,0.36766145433028125,0.7187497307343841,0.9518542711202619
8,12,0.78125,413588921,19979,19973,raw,39959,-0.008482996124672293,0.34927709137970075,-0.6077440727974908,0.03129063065911294,0.4867414770889697,0.7812500000783128,0.39014614841495693
8,12,0.78125,413588921,19979,19973,prime,2048,-0.02236407892182659,0.352677062060378,-0.6075312798961615,0.023125225260618675,0.47430999916356853,0.7812486323535472,0.3901365567810018
8,12,0.78125,413588921,19979,19973,composite,37911,-0.007733122537360639,0.34907676345372224,-0.6077527526167534,0.03179809786106281,0.48731971905001825,0.781250073964528,0.3901466665669414
8,13,0.84375,409432248,19979,19973,raw,39959,0.06961159459949902,0.38569254161201666,-0.7092565668893509,0.09376564212831026,0.6054426716970859,0.8437500064999657,0.8284361819113559
8,13,0.84375,409432248,19979,19973,prime,1944,0.06467589397053601,0.38794807348224297,-0.7084998373110271,0.09324076316280899,0.6064781604021726,0.8437525720669597,0.8284541732035322
8,13,0.84375,409432248,19979,19973,composite,38015,0.06986399502098276,0.38557514618312716,-0.7092936157541097,0.09379063206874404,0.605357342026832,0.8437498753027469,0.8284352618775794
8,14,0.90625,405275576,19979,19973,raw,39959,0.16331802248448052,0.3925128629510399,-0.8185752247089204,0.15623432842606205,0.7241438663052019,0.9062499978855533,0.2667261099652453
8,14,0.90625,405275576,19979,19973,prime,1997,0.16360688930735073,0.3863326911720323,-0.8184869219073658,0.16073808104828602,0.7252071827574362,0.9062512992770675,0.26673523619393724
8,14,0.90625,405275576,19979,19973,composite,37962,0.16330282657685521,0.3928352746028591,-0.8185887576688412,0.15596226586155593,0.7240259254142449,0.9062499294255442,0.2667256298777307
8,15,0.96875,401118903,19979,19973,raw,39959,0.2726363418260248,0.3511384064082165,-0.0006274775566866114,0.21867802478338,0.8428450609133181,0.9687500043072061,0.7050161434616444
8,15,0.96875,401118903,19979,19973,prime,2016,0.26844911870499244,0.3546366377318503,-0.0007047529079919308,0.21530322003577146,0.8365110282133295,0.9687494989433963,0.7050125995722261
8,15,0.96875,401118903,19979,19973,composite,37943,0.27285881874698514,0.3509501639388897,-0.0006270465228163142,0.21895965028538064,0.8434138632326071,0.9687500311583628,0.7050163317567033
9,0,0.03125,4207609411,63197,63179,raw,126395,0.2729176959433466,0.3508032387994346,-0.0006261805878630957,0.21887955649181692,0.8432420282667606,0.03124999925645987,0.3865965904664876
9,0,0.03125,4207609411,63197,63179,prime,5717,0.27671831436430844,0.34900651270433125,-0.000553573602378662,0.2269243985417679,0.8459650719850053,0.031247902695620926,0.3865867962417178
9,0,0.03125,4207609411,63197,63179,composite,120678,0.27273764543279255,0.3508871073621668,-0.0006297814384738125,0.21858282668562695,0.8430860667941061,0.03125009857894042,0.38659705445812
9,1,0.09375,4193745788,63197,63179,raw,126395,0.1633159387104173,0.3924950619069162,-0.8186051472408294,0.15624307018244757,0.7241639545104626,0.09375000177666959,0.6785682773832908
9,1,0.09375,4193745788,63197,63179,prime,5707,0.1588900047774485,0.3937132986554466,-0.8188946170397284,0.15228345791818024,0.7190295482795147,0.09374999864606193,0.6785682627520966
9,1,0.09375,4193745788,63197,63179,composite,120688,0.16352522882174111,0.39243612523171106,-0.8185921612168593,0.15639837821637678,0.724364709871454,0.09375000192470732,0.6785682780751592
9,2,0.15625,4179882166,63197,63179,raw,126395,0.0696686112545052,0.3857245530651762,-0.7094373102311349,0.09371340820622259,0.6056382311813626,0.15624999978867804,0.9705399432398211
9,2,0.15625,4179882166,63197,63179,prime,5684,0.07038742666614531,0.3843482468234591,-0.7095546268516832,0.09225891872186087,0.6083331029997306,0.15624853353635984,0.9705330935431274
9,2,0.15625,4179882166,63197,63179,composite,120711,0.06963476391002324,0.3857892060616276,-0.7094316130669436,0.0937805814066508,0.605518153337641,0.1562500688310869,0.9705402657761254
9,3,0.21875,4166018544,63197,63179,raw,126395,-0.008579805411806559,0.3494188060334148,-0.6080524555002198,0.03119562183390917,0.48683589955079704,0.21874999780068655,0.26251160909635124
9,3,0.21875,4166018544,63197,63179,prime,5745,-0.00809723452849408,0.3474996450818855,-0.6077904967489856,0.031213383145006605,0.48633362672398167,0.21875099334545586,0.2625162598057194
9,3,0.21875,4166018544,63197,63179,composite,120650,-0.008602784025355099,0.34950991139987464,-0.6080607116697133,0.031195599292902946,0.4868661685657124,0.21874995039575731,0.2625113876431705
9,4,0.28125,4152154921,63197,63179,raw,126395,-0.07096599942742524,0.293188399126013,-0.5140419664992946,-0.031175856376901147,0.3680359857186523,0.28125000032089625,0.5544832960131545
9,4,0.28125,4152154921,63197,63179,prime,5748,-0.07469955189991635,0.2930124722538583,-0.5143654431629463,-0.03454598626411243,0.3652551112957011,0.2812477412771069,0.5544727427398786
9,4,0.28125,4152154921,63197,63179,composite,120647,-0.07078812132343691,0.2931955916917414,-0.5140303494657701,-0.031009654024198766,0.36815304296735574,0.28125010794879995,0.5544837988040601
9,5,0.34375,4138291299,63197,63179,raw,126395,-0.1177992438540882,0.22460061212130938,-0.4282608470378229,-0.09374701484288668,0.2495039060261559,0.34374999833290476,0.8464549618696847
9,5,0.34375,4138291299,63197,63179,prime,5746,-0.11435162725392285,0.22630438574885461,-0.42832192374761136,-0.09086000584158194,0.2512514371572664,0.34374828849378103,0.8464469742151246
9,5,0.34375,4138291299,63197,63179,composite,120649,-0.11796343920576578,0.2245178253694047,-0.42825782013132224,-0.09389346626500718,0.24937575269162846,0.3437500797652881,0.8464553422877943
9,6,0.40625,4124427676,63197,63179,raw,126395,-0.14902367684950718,0.15038171118840396,-0.34992439459734226,-0.1562150026223844,0.13070365337764184,0.40625000085311447,0.1384266487864881
9,6,0.40625,4124427676,63197,63179,prime,5755,-0.150210125192072,0.14954395389443909,-0.34987497168796394,-0.15733718608085764,0.1295576673178514,0.40624890155001675,0.13842151334437983
9,6,0.40625,4124427676,63197,63179,composite,120640,-0.14896707862162703,0.15042132503459218,-0.34992665731364014,-0.15616154888017844,0.13075548957723998,0.40625005329417335,0.13842689376718428
