scale,sector,theta_center,center_number,q,r,population,n,mean,sd,p05,median,p95,mean_theta,mean_wrong_theta
9,7,0.46875,4110564054,63197,63179,raw,126395,-0.16473592854249122,0.08663732375851843,-0.27974620514038867,-0.18458348912622854,0.011903959946447018,0.4687499988651229,0.4303983146430183
9,7,0.46875,4110564054,63197,63179,prime,5675,-0.16411281647328613,0.08611439098385744,-0.2793493632118025,-0.18413306622397885,0.012612331104100401,0.4687529054751191,0.43041189307226413
9,7,0.46875,4110564054,63197,63179,composite,120720,-0.1647652207972356,0.08666171871001935,-0.27976213361722285,-0.18460732949625416,0.011885197564216831,0.4687498622265237,0.4303976763263895
9,8,0.53125,4096700431,63197,63179,raw,126395,-0.1647263294515851,0.08661993168839595,-0.2797292991853415,-0.18458700402046865,0.01187388423318312,0.5312500013853326,0.7223700015598216
9,8,0.53125,4096700431,63197,63179,prime,5718,-0.1654818995469528,0.08599087027006666,-0.27949436134011374,-0.18554463537835236,0.010902770899100913,0.5312511240770877,0.7223752462517095
9,8,0.53125,4096700431,63197,63179,composite,120677,-0.16469052851349986,0.08664946149885525,-0.27973842368448665,-0.1845395256485623,0.01192283558471099,0.5312499481891856,0.7223697530522653
9,9,0.59375,4082836809,63197,63179,raw,126395,-0.1490581392239833,0.1503852934987793,-0.34990597749323654,-0.1562308018641161,0.13067358167166793,0.5937499993973412,0.014341667416351801
9,9,0.59375,4082836809,63197,63179,prime,5744,-0.14831815848591842,0.15064681838616278,-0.35019872811054875,-0.15570447537926446,0.1315067695940137,0.5937507472331737,0.014345160993434027
9,9,0.59375,4082836809,63197,63179,composite,120651,-0.14909336851640065,0.15037274056914782,-0.3498959930296576,-0.15625476245284176,0.13059725922707907,0.5937499637940802,0.014341501092756235
9,10,0.65625,4068973186,63197,63179,raw,126395,-0.11781450804675205,0.22457636518418952,-0.428239526652113,-0.0937628331192459,0.24947384313622,0.6562500019175509,0.3063133543331551
9,10,0.65625,4068973186,63197,63179,prime,5752,-0.12021535771281058,0.22484720449369874,-0.42815137904537515,-0.09408698982001049,0.2451859210158337,0.6562509783853078,0.3063179159620509
9,10,0.65625,4068973186,63197,63179,composite,120643,-0.1177000406737659,0.22456280291654226,-0.42824427969878065,-0.09374306916497158,0.24964576008482542,0.6562499553616583,0.3063131368444459
9,11,0.71875,4055109564,63197,63179,raw,126395,-0.07096027225613545,0.29317873250076854,-0.5140194829976625,-0.0311916696441478,0.36800591200903343,0.7187499999295593,0.5982850201896852
9,11,0.71875,4055109564,63197,63179,prime,5702,-0.06974818120291745,0.2925949794535623,-0.5141973004303354,-0.0304379094154114,0.37066886751574984,0.7187509017832564,0.5982892332390921
9,11,0.71875,4055109564,63197,63179,composite,120693,-0.07101753608407452,0.2932061585279641,-0.5140070152164713,-0.031233172144843398,0.3679085940697714,0.7187499573225334,0.5982848211490821
9,12,0.78125,4041245942,63197,63179,raw,126395,-0.008618133322745341,0.3494411786372127,-0.6080278062587079,0.031179806563017512,0.4868058286462812,0.7812499979415678,0.8902566860462156
9,12,0.78125,4041245942,63197,63179,prime,5627,-0.0031651844615313185,0.34910842471895076,-0.6077955437303746,0.03797871803568575,0.4864484326771635,0.7812486302322952,0.890250296711832
9,12,0.78125,4041245942,63197,63179,composite,120768,-0.00887220512357048,0.3494546004255857,-0.6080373567327799,0.030895131686966608,0.48681705186338114,0.7812500616678869,0.8902569837474904
9,13,0.84375,4027382319,63197,63179,raw,126395,0.06964947514222498,0.38571795532082903,-0.7094102391839122,0.09369758492075086,0.6056081582732019,0.8437500004617775,0.18222837296301883
9,13,0.84375,4027382319,63197,63179,prime,5713,0.06818063846340076,0.38618384756329993,-0.7093329667110465,0.09347798743245886,0.602046250406511,0.8437507912319666,0.18223206711052692
9,13,0.84375,4027382319,63197,63179,composite,120682,0.06971900882534363,0.3856957476930341,-0.7094124487034353,0.0937193414999771,0.6057393191790563,0.8437499630272793,0.18222819808468912
9,14,0.90625,4013518697,63197,63179,raw,126395,0.16331779396209076,0.3925244942427336,-0.8185770861926126,0.1562272408860408,0.7241338820030306,0.906249998473786,0.47420003881954903
9,14,0.90625,4013518697,63197,63179,prime,5662,0.16056161384273798,0.40434174472504614,-0.8189062340732529,0.15969270820961473,0.7235071180038353,0.9062481963554008,0.4741916201033781
9,14,0.90625,4013518697,63197,63179,composite,120733,0.16344705018728,0.3919610805456704,-0.8185564655799186,0.15599587098155465,0.7241711320677623,0.9062500829875,0.4742004336309393
9,15,0.96875,4221473033,63197,63179,raw,126395,0.27283341149885426,0.3508495947998671,-0.0006293613742996841,0.2187173634327584,0.843181898479599,0.9687500012444513,0.09462492460995738
9,15,0.96875,4221473033,63197,63179,prime,5674,0.267006091783877,0.3517304186451879,-0.000687652216080969,0.2147946187373918,0.8338305782050386,0.9687503453488719,0.09462653212049359
9,15,0.96875,4221473033,63197,63179,composite,120721,0.2731073009800778,0.3508057591049112,-0.0006258242395999514,0.21891312455831471,0.8436809473414285,0.9687499850712216,0.09462484905546116
10,0,0.03125,59334631862,199933,199931,raw,399867,0.2727833885139533,0.35091836469164417,-0.000624699868711034,0.2187446857298793,0.8431201358737844,0.03125000001329028,0.8525424389719674
10,0,0.03125,59334631862,199933,199931,prime,16262,0.27146554628922714,0.3513006031738485,-0.0007043331701523994,0.2155310952597703,0.8447007077449823,0.03125004825359029,0.8525437900656871
10,0,0.03125,59334631862,199933,199931,composite,383605,0.27283925522647917,0.3509020420688396,-0.0006213289668873863,0.21889538568843392,0.8430609418486885,0.031249997968260213,0.8525423816956383
10,1,0.09375,58085481718,199933,199931,raw,399867,0.16340852531687547,0.3924879641466363,-0.8187856290716196,0.15624406052825193,0.7243680101530713,0.09374999998983684,0.6030152290814147
10,1,0.09375,58085481718,199933,199931,prime,16118,0.16169109639346638,0.3946289552855926,-0.8188670564628348,0.1569315593479917,0.7249469821571193,0.0937499807696903,0.6030146907715768
10,1,0.09375,58085481718,199933,199931,composite,383749,0.1634806597573235,0.3923976193811152,-0.8187808970043609,0.15621155162595562,0.7243337490594873,0.09375000079711016,0.6030152516911883
10,2,0.15625,56836331573,199933,199931,raw,399867,0.06966036184861046,0.3857426747818825,-0.7094086051766206,0.09375031260237729,0.6056158844323581,0.15625000001641742,0.35348802059219314
10,2,0.15625,56836331573,199933,199931,prime,16189,0.07070521440454677,0.3871301903328239,-0.7093104406260715,0.09393231804504297,0.6081242872563698,0.15625000181342025,0.3534880709215903
10,2,0.15625,56836331573,199933,199931,composite,383678,0.06961627509349799,0.38568395763348845,-0.7094145260121043,0.0937396842763439,0.6054893173663811,0.15624999994059427,0.3534880184685827
10,3,0.21875,55587181429,199933,199931,raw,399867,-0.008466259834757395,0.34935053406813377,-0.6078446435009359,0.031248436950588272,0.4868753126169648,0.218749999992964,0.10396081070164054
10,3,0.21875,55587181429,199933,199931,prime,16155,-0.00833559380583811,0.3478660348238662,-0.6075961981768295,0.03199858816671652,0.4860594123891079,0.2187500050147874,0.10396095135071813
10,3,0.21875,55587181429,199933,199931,composite,383712,-0.00847176112139214,0.34941289486097565,-0.6078541851181328,0.0312190554745804,0.4869076491520718,0.21874999978153573,0.10396080478004868
10,4,0.28125,54338031284,199933,199931,raw,399867,-0.07096821357811611,0.29324852073417723,-0.514107773202772,-0.03125218815097106,0.3681226867161871,0.28125000001954453,0.8544336022124188
10,4,0.28125,54338031284,199933,199931,prime,16028,-0.07078794740691956,0.2941915330642515,-0.514167138294173,-0.0321804408054933,0.3686382299810236,0.28125002377551367,0.8544342675593297
10,4,0.28125,54338031284,199933,199931,composite,383839,-0.07097574096900641,0.2932090749054832,-0.5141040002876257,-0.03122592689635306,0.36808543729088317,0.28124999902756437,0.8544335744294674
10,5,0.34375,53088881140,199933,199931,raw,399867,-0.11783580869370053,0.2245259000868987,-0.42816798612004664,-0.09374906190204557,0.2493837655630542,0.3437499999960911,0.6049063923218663
10,5,0.34375,53088881140,199933,199931,prime,16104,-0.1181902443734005,0.22444089155825594,-0.42802467924793625,-0.09384056741521878,0.2503330910946973,0.34374998878302787,0.6049060782712697
10,5,0.34375,53088881140,199933,199931,composite,383763,-0.11782093536775226,0.2245294543981772,-0.42817402997917237,-0.09374280865055727,0.24936638464603947,0.34375000046662935,0.6049064055004968
10,6,0.40625,51839730995,199933,199931,raw,399867,-0.14908842675404982,0.15039684608693907,-0.35004126173696226,-0.15625156237864313,0.13062638797167597,0.40625000002267164,0.35537918383264466
10,6,0.40625,51839730995,199933,199931,prime,16235,-0.1499363436304071,0.1499109295266551,-0.35012466785348184,-0.15633885923041302,0.1325495957306773,0.40625002870787796,0.35537998723554004
10,6,0.40625,51839730995,199933,199931,composite,383632,-0.14905254358870476,0.15041726964884258,-0.3500385188621244,-0.15624843590300108,0.13054872973805248,0.40624999880873663,0.3553791498332755
10,7,0.46875,50590580851,199933,199931,raw,399867,-0.1647143450355527,0.08661647758369838,-0.2797270988327468,-0.18457207005071746,0.01187426225096276,0.4687499999992182,0.10585197394209206
10,7,0.46875,50590580851,199933,199931,prime,16261,-0.16417686668260018,0.08723927650879784,-0.27975014198943016,-0.18432213337266282,0.01273223667441043,0.46874996840231625,0.10585108898968262
10,7,0.46875,50590580851,199933,199931,composite,383606,-0.164737128661193,0.08658990455677812,-0.2797261176806768,-0.1845805107394103,0.011823592151151103,0.4687500013386061,0.10585201145509
10,8,0.53125,49341430707,199933,199931,raw,399867,-0.16471356347879354,0.08661566166829701,-0.2797218349038835,-0.1845711328635385,0.01187431226496652,0.5312499999757647,0.8563247640515395
10,8,0.53125,49341430707,199933,199931,prime,16259,-0.1646722639874995,0.0869331908449468,-0.2797588042587721,-0.18444511223407534,0.011939613812471588,0.531250041119526,0.8563259163883705
10,8,0.53125,49341430707,199933,199931,composite,383608,-0.16471531393349975,0.08660217722706426,-0.2797210208404145,-0.18457660365804654,0.011870854854326613,0.5312499982319105,0.8563247152104191
10,9,0.59375,48092280562,199933,199931,raw,399867,-0.14908608219947633,0.15039455139259414,-0.3500351717864998,-0.1562484365034093,0.13062693816574414,0.5937500000023452,0.6067975555623177
10,9,0.59375,48092280562,199933,199931,prime,16276,-0.1490282481352868,0.14975883966254816,-0.3498921289338922,-0.1565017315147424,0.12842010805632434,0.5937500009768528,0.6067975828557949
10,9,0.59375,48092280562,199933,199931,composite,383591,-0.1490885361340805,0.15042146512063517,-0.350040089279827,-0.15623905362413573,0.13070116756315553,0.5937499999609963,0.6067975544042389
10,10,0.65625,46843130418,199933,199931,raw,399867,-0.11783737184083361,0.22451936589199709,-0.428161570968485,-0.09374718637690521,0.2493690104813039,0.6562499999788918,0.3572703456717652
10,10,0.65625,46843130418,199933,199931,prime,16269,-0.1176047648152357,0.22446453650514384,-0.42829982717672765,-0.09527625246512339,0.24987998472473344,0.6562500130206526,0.35727071093992363
10,10,0.65625,46843130418,199933,199931,composite,383598,-0.11784723707396687,0.22452168567035444,-0.42815485211544146,-0.09368431132913954,0.249345540479415,0.65624999942577,0.35727033018016296
10,11,0.71875,45593980273,199933,199931,raw,399867,-0.07096368083661016,0.2932448027558776,-0.5141005337307677,-0.03125281342608582,0.3681211362020171,0.7187500000054724,0.10774313718254357
10,11,0.71875,45593980273,199933,199931,prime,16399,-0.07041800362265836,0.29092631872759434,-0.5141515747227432,-0.0307714298408838,0.3641130697000277,0.7187500178670705,0.10774363744246801
10,11,0.71875,45593980273,199933,199931,composite,383468,-0.07098701670982929,0.29334352145891707,-0.51409805151815,-0.03127031732671523,0.36826832277187344,0.7187499992416216,0.10774311578893969
10,12,0.78125,44344830129,199933,199931,raw,399867,-0.008463290084811156,0.3493485447315561,-0.6078524081099727,0.03124781177554153,0.4868732619227303,0.781249999982019,0.8582159272919909
10,12,0.78125,44344830129,199933,199931,prime,16358,-0.00780122194898364,0.34724917948840645,-0.6079645442395808,0.03092616899562507,0.4849519535851158,0.7812500446292342,0.8582171777520534
10,12,0.78125,44344830129,199933,199931,composite,383509,-0.008491529606089312,0.34943778164766465,-0.6078461295913057,0.03125906582699584,0.4869464141577955,0.781249998077659,0.8582158739554961
10,13,0.84375,43095679984,199933,199931,raw,399867,0.06966380046459704,0.3857437128670337,-0.7094171961474878,0.09375218822758562,0.6056253876434433,0.8437500000085996,0.6086887188027693
10,13,0.84375,43095679984,199933,199931,prime,16487,0.07023095831188654,0.38596429405014565,-0.7093224900082589,0.09499337609188307,0.6048791821099232,0.8437499875747896,0.608688370561967
10,13,0.84375,43095679984,199933,199931,composite,383380,0.06963941022142248,0.3857342053901683,-0.7094214648797323,0.0937056138624001,0.6056571488373844,0.8437500005433072,0.6086887337786316
10,14,0.90625,41846529840,199933,199931,raw,399867,0.1634175908491399,0.3924875474748151,-0.8187945452435861,0.15625531432953615,0.7243775133641565,0.9062499999851461,0.3591615089122167
10,14,0.90625,41846529840,199933,199931,prime,16509,0.16017307390539692,0.3916322979333818,-0.8188843793303825,0.15234483965871304,0.7206420356310257,0.9062500129691116,0.35916187256165694
10,14,0.90625,41846529840,199933,199931,composite,383358,0.16355731332845228,0.3925237339223357,-0.8187914785736049,0.15642291672979763,0.7245491131621864,0.9062499994260023,0.35916149325194974
10,15,0.96875,40597379695,199933,199931,raw,399867,0.2727980809437328,0.3509140712108024,-0.0006248248736999806,0.21875844043148673,0.8431296390848696,0.9687500000117267,0.10963430042299509
10,15,0.96875,40597379695,199933,199931,prime,16401,0.27289105362443034,0.3496475569207358,-0.0006233606381890637,0.21686871683784775,0.8437179430635819,0.9687499803292515,0.10963374916459458
10,15,0.96875,40597379695,199933,199931,composite,383466,0.27279410446358565,0.35096813808463995,-0.0006250500117678448,0.21884347914798555,0.8431247311230229,0.9687500008535543,0.10963432400054572
11,0,0.03125,438639660244,632381,632371,raw,1264763,0.2727781802385273,0.35092749758123765,-0.0006251459933544421,0.21874772679949234,0.8431115507337846,0.031250000009455506,0.7048345588266093
11,0,0.03125,438639660244,632381,632371,prime,47407,0.27137166072624974,0.3501213345605349,-0.0005937983878510043,0.21572304794322264,0.8424986613052924,0.031249973974356846,0.7048344703039138
11,0,0.03125,438639660244,632381,632371,composite,1217356,0.27283295375631383,0.3509587401687327,-0.0006263712114804031,0.21887128549785212,0.8431310307027364,0.03125000102332977,0.7048345622739126
11,1,0.09375,436140288961,632381,632371,raw,1264763,0.1634084515792617,0.3924878441847414,-0.8187868012396914,0.15624495952965484,0.7243719599051299,0.09374999999835895,0.9173426239809339
11,1,0.09375,436140288961,632381,632371,prime,47027,0.16118942299114605,0.39255740513019594,-0.8188968981775985,0.156388890526375,0.7227423326746819,0.09375001822913193,0.9173426859679156
11,1,0.09375,436140288961,632381,632371,composite,1217736,0.16349414688383784,0.3924849059989233,-0.8187823587624676,0.1562396224524512,0.7244426156591072,0.09374999929431592,0.9173426215870967
11,2,0.15625,433640917677,632381,632371,raw,1264763,0.06966789167618224,0.3857447908908533,-0.7094212524772152,0.09375484287127675,0.6056327525029023,0.15625000001226869,0.1298506892202833
11,2,0.15625,433640917677,632381,632371,prime,47545,0.06898562058168252,0.38542343229155873,-0.7094699749262593,0.09320752502816089,0.6052151014622525,0.15625003207403781,0.1298507982344364
11,2,0.15625,433640917677,632381,632371,composite,1217218,0.06969454144572886,0.38575731336017455,-0.7094190635892392,0.09377579705597386,0.6056528437005697,0.1562499987599238,0.12985068496214885
