control,seed,events,conditional_memory_gain_bits
observed_r11,,39475587,0.12189966000234875
exact_inventory_shuffle,2026071901,39475587,0.101195299768019
exact_inventory_shuffle,2026071902,39475587,0.10123788963783475
exact_inventory_shuffle,2026071903,39475587,0.10143231296050104
exact_inventory_shuffle,2026071904,39475587,0.10131465107539928
exact_inventory_shuffle,2026071905,39475587,0.10124935408238933
raw_gap_markov_world,2026071917,10000000,0.1188485328282276
