first_missing_prime,n,event_x_mean,event_x_median,phi_mae,nine_fifths_mae,phi_cross_count,phi_cross_fraction
2,76034,1.9177743299552819,1.917776444240502,0.29974034120538706,0.11777432995528189,0,0.0
3,31936,1.8727359537315849,1.8727392106548502,0.2547019649816899,0.07273595373158473,0,0.0
5,10857,1.8189209420027037,1.8189269221686835,0.2008869532528089,0.018920942002703754,0,0.0
7,2460,1.7851244466537703,1.785126542721996,0.16709045790387542,0.01487555334622973,0,0.0
11,476,1.741665307130804,1.741667091210208,0.12363131838090909,0.05833469286919606,0,0.0
13,34,1.7261193790091813,1.726173960386924,0.10808539025928632,0.07388062099081882,0,0.0
17,5,1.7017355653509503,1.7017393476729055,0.08370157660105529,0.09826443464904985,0,0.0
