anchor,rung,gates,lower,candidate,candidate_delta,true_next_prime,true_delta,location_error,candidate_is_prime,exact_next_prime,survivor_candidates_through_prime
4000036010,through_5,2|3|5|7,4000036009,4000036013,3,4000036013,3,0,True,True,1
4000036099,through_5,2|3|5|7,4000036099,4000036109,10,4000036129,30,20,False,False,6
4000036453,through_5,2|3|5|7,4000036451,4000036457,4,4000036457,4,0,True,True,1
4000036513,through_5,2|3|5|7,4000036513,4000036517,4,4000036519,6,2,False,False,2
4000036560,through_5,2|3|5|7,4000036559,4000036561,1,4000036561,1,0,True,True,1
4000036641,through_5,2|3|5|7,4000036639,4000036643,2,4000036669,28,26,False,False,6
4000036958,through_5,2|3|5|7,4000036951,4000036961,3,4000036969,11,8,False,False,4
4000037148,through_5,2|3|5|7,4000037147,4000037149,1,4000037189,41,40,False,False,9
4000038047,through_5,2|3|5|7,4000038047,4000038053,6,4000038059,12,6,False,False,2
4000038076,through_5,2|3|5|7,4000038073,4000038079,3,4000038109,33,30,False,False,8
4000039025,through_5,2|3|5|7,4000039021,4000039027,2,4000039079,54,52,False,False,13
4000039274,through_5,2|3|5|7,4000039273,4000039277,3,4000039297,23,20,False,False,6
4000039303,through_5,2|3|5|7,4000039303,4000039307,4,4000039313,10,6,False,False,2
4000039410,through_5,2|3|5|7,4000039409,4000039411,1,4000039423,13,12,False,False,3
4000040004,through_5,2|3|5|7,4000040003,4000040011,7,4000040027,23,16,False,False,4
4000040214,through_5,2|3|5|7,4000040213,4000040221,7,4000040243,29,22,False,False,6
4000040253,through_5,2|3|5|7,4000040251,4000040257,4,4000040273,20,16,False,False,5
4000040377,through_5,2|3|5|7,4000040377,4000040381,4,4000040389,12,8,False,False,3
4000041261,through_5,2|3|5|7,4000041259,4000041263,2,4000041289,28,26,False,False,6
4000042511,through_5,2|3|5|7,4000042511,4000042513,2,4000042513,2,0,True,True,1
4000043089,through_5,2|3|5|7,4000043087,4000043093,4,4000043093,4,0,True,True,1
4000043101,through_5,2|3|5|7,4000043101,4000043107,6,4000043129,28,22,False,False,6
4000044220,through_5,2|3|5|7,4000044217,4000044221,1,4000044227,7,6,False,False,2
4000044798,through_5,2|3|5|7,4000044793,4000044799,1,4000044799,1,0,True,True,1
4000045165,through_5,2|3|5|7,4000045163,4000045169,4,4000045177,12,8,False,False,3
4000045810,through_5,2|3|5|7,4000045807,4000045811,1,4000045817,7,6,False,False,3
4000045910,through_5,2|3|5|7,4000045909,4000045913,3,4000045937,27,24,False,False,6
4000046515,through_5,2|3|5|7,4000046513,4000046521,6,4000046537,22,16,False,False,4
4000047965,through_5,2|3|5|7,4000047959,4000047967,2,4000047991,26,24,False,False,7
4000048393,through_5,2|3|5|7,4000048393,4000048397,4,4000048421,28,24,False,False,6
4000048738,through_5,2|3|5|7,4000048733,4000048739,1,4000048751,13,12,False,False,4
4000049975,through_5,2|3|5|7,4000049971,4000049981,6,4000050007,32,26,False,False,8
4000051112,through_5,2|3|5|7,4000051109,4000051117,5,4000051213,101,96,False,False,24
4000051442,through_5,2|3|5|7,4000051441,4000051451,9,4000051469,27,18,False,False,6
4000052208,through_5,2|3|5|7,4000052207,4000052209,1,4000052227,19,18,False,False,5
4000053493,through_5,2|3|5|7,4000053493,4000053497,4,4000053511,18,14,False,False,5
4000053990,through_5,2|3|5|7,4000053989,4000053991,1,4000053991,1,0,True,True,1
4000054158,through_5,2|3|5|7,4000054157,4000054159,1,4000054169,11,10,False,False,2
4000054392,through_5,2|3|5|7,4000054391,4000054393,1,4000054397,5,4,False,False,2
4000054484,through_5,2|3|5|7,4000054483,4000054487,3,4000054493,9,6,False,False,3
4000054728,through_5,2|3|5|7,4000054727,4000054729,1,4000054733,5,4,False,False,2
4000055040,through_5,2|3|5|7,4000055039,4000055041,1,4000055107,67,66,False,False,15
4000057529,through_5,2|3|5|7,4000057529,4000057531,2,4000057541,12,10,False,False,2
4000057542,through_5,2|3|5|7,4000057541,4000057543,1,4000057547,5,4,False,False,2
4000058057,through_5,2|3|5|7,4000058057,4000058059,2,4000058071,14,12,False,False,3
4000058674,through_5,2|3|5|7,4000058669,4000058677,3,4000058677,3,0,True,True,1
4000059067,through_5,2|3|5|7,4000059067,4000059071,4,4000059071,4,0,True,True,1
4000061101,through_5,2|3|5|7,4000061101,4000061111,10,4000061113,12,2,False,False,2
4000061488,through_5,2|3|5|7,4000061483,4000061489,1,4000061509,21,20,False,False,7
4000062566,through_5,2|3|5|7,4000062559,4000062569,3,4000062593,27,24,False,False,7
4000062604,through_5,2|3|5|7,4000062601,4000062607,3,4000062607,3,0,True,True,1
4000063220,through_5,2|3|5|7,4000063219,4000063223,3,4000063231,11,8,False,False,3
4000063683,through_5,2|3|5|7,4000063681,4000063687,4,4000063729,46,42,False,False,11
4000063914,through_5,2|3|5|7,4000063913,4000063919,5,4000063933,19,14,False,False,4
4000064301,through_5,2|3|5|7,4000064297,4000064303,2,4000064347,46,44,False,False,10
4000064711,through_5,2|3|5|7,4000064711,4000064713,2,4000064777,66,64,False,False,15
4000064770,through_5,2|3|5|7,4000064767,4000064771,1,4000064777,7,6,False,False,3
4000064847,through_5,2|3|5|7,4000064843,4000064849,2,4000064867,20,18,False,False,6
4000064920,through_5,2|3|5|7,4000064917,4000064921,1,4000064921,1,0,True,True,1
4000065069,through_5,2|3|5|7,4000065067,4000065071,2,4000065071,2,0,True,True,1
4000065865,through_5,2|3|5|7,4000065863,4000065869,4,4000065917,52,48,False,False,13
4000066763,through_5,2|3|5|7,4000066759,4000066769,6,4000066813,50,44,False,False,12
4000066856,through_5,2|3|5|7,4000066853,4000066859,3,4000066879,23,20,False,False,6
4000066925,through_5,2|3|5|7,4000066921,4000066927,2,4000066951,26,24,False,False,7
4000067751,through_5,2|3|5|7,4000067749,4000067753,2,4000067779,28,26,False,False,7
4000068511,through_5,2|3|5|7,4000068511,4000068517,6,4000068517,6,0,True,True,1
4000068598,through_5,2|3|5|7,4000068593,4000068599,1,4000068617,19,18,False,False,5
4000068773,through_5,2|3|5|7,4000068773,4000068781,8,4000068817,44,36,False,False,9
4000070327,through_5,2|3|5|7,4000070327,4000070329,2,4000070341,14,12,False,False,3
4000070597,through_5,2|3|5|7,4000070597,4000070603,6,4000070609,12,6,False,False,2
4000070794,through_5,2|3|5|7,4000070791,4000070797,3,4000070797,3,0,True,True,1
4000070828,through_5,2|3|5|7,4000070827,4000070831,3,4000070857,29,26,False,False,6
4000071499,through_5,2|3|5|7,4000071499,4000071503,4,4000071511,12,8,False,False,2
4000071700,through_5,2|3|5|7,4000071697,4000071701,1,4000071709,9,8,False,False,4
4000071771,through_5,2|3|5|7,4000071769,4000071773,2,4000071821,50,48,False,False,11
4000072738,through_5,2|3|5|7,4000072733,4000072739,1,4000072751,13,12,False,False,3
4000073250,through_5,2|3|5|7,4000073249,4000073251,1,4000073263,13,12,False,False,4
4000074494,through_5,2|3|5|7,4000074493,4000074497,3,4000074497,3,0,True,True,1
4000075365,through_5,2|3|5|7,4000075363,4000075367,2,4000075393,28,26,False,False,6
4000075424,through_5,2|3|5|7,4000075423,4000075427,3,4000075433,9,6,False,False,2
4000075481,through_5,2|3|5|7,4000075481,4000075483,2,4000075517,36,34,False,False,8
4000075762,through_5,2|3|5|7,4000075759,4000075763,1,4000075789,27,26,False,False,8
4000075812,through_5,2|3|5|7,4000075811,4000075813,1,4000075819,7,6,False,False,3
4000075879,through_5,2|3|5|7,4000075879,4000075883,4,4000075901,22,18,False,False,4
4000076099,through_5,2|3|5|7,4000076099,4000076107,8,4000076107,8,0,True,True,1
4000076240,through_5,2|3|5|7,4000076239,4000076243,3,4000076273,33,30,False,False,8
4000077170,through_5,2|3|5|7,4000077169,4000077173,3,4000077181,11,8,False,False,2
4000077182,through_5,2|3|5|7,4000077181,4000077187,5,4000077187,5,0,True,True,1
4000077915,through_5,2|3|5|7,4000077913,4000077917,2,4000077919,4,2,False,False,2
4000078604,through_5,2|3|5|7,4000078603,4000078609,5,4000078651,47,42,False,False,10
4000079468,through_5,2|3|5|7,4000079467,4000079471,3,4000079483,15,12,False,False,5
4000079999,through_5,2|3|5|7,4000079999,4000080001,2,4000080043,44,42,False,False,11
4000080011,through_5,2|3|5|7,4000080011,4000080013,2,4000080043,32,30,False,False,9
4000080267,through_5,2|3|5|7,4000080263,4000080269,2,4000080269,2,0,True,True,1
4000080730,through_5,2|3|5|7,4000080727,4000080731,1,4000080743,13,12,False,False,5
4000081902,through_5,2|3|5|7,4000081901,4000081903,1,4000081907,5,4,False,False,2
4000082340,through_5,2|3|5|7,4000082339,4000082341,1,4000082389,49,48,False,False,12
4000083291,through_5,2|3|5|7,4000083289,4000083293,2,4000083317,26,24,False,False,6
4000083328,through_5,2|3|5|7,4000083323,4000083329,1,4000083331,3,2,False,False,2
4000083529,through_5,2|3|5|7,4000083529,4000083533,4,4000083583,54,50,False,False,12
4000083558,through_5,2|3|5|7,4000083557,4000083559,1,4000083583,25,24,False,False,5
4000084013,through_5,2|3|5|7,4000084013,4000084019,6,4000084027,14,8,False,False,3
4000084066,through_5,2|3|5|7,4000084063,4000084069,3,4000084087,21,18,False,False,4
4000084089,through_5,2|3|5|7,4000084087,4000084091,2,4000084103,14,12,False,False,5
4000084989,through_5,2|3|5|7,4000084987,4000084993,4,4000084993,4,0,True,True,1
4000085008,through_5,2|3|5|7,4000085003,4000085009,1,4000085027,19,18,False,False,6
4000085771,through_5,2|3|5|7,4000085771,4000085773,2,4000085783,12,10,False,False,4
4000086020,through_5,2|3|5|7,4000086019,4000086023,3,4000086049,29,26,False,False,7
4000086283,through_5,2|3|5|7,4000086283,4000086287,4,4000086323,40,36,False,False,9
4000086442,through_5,2|3|5|7,4000086439,4000086443,1,4000086443,1,0,True,True,1
4000086807,through_5,2|3|5|7,4000086803,4000086809,2,4000086889,82,80,False,False,19
4000087127,through_5,2|3|5|7,4000087127,4000087129,2,4000087129,2,0,True,True,1
4000087266,through_5,2|3|5|7,4000087261,4000087267,1,4000087283,17,16,False,False,5
4000087859,through_5,2|3|5|7,4000087859,4000087867,8,4000087867,8,0,True,True,1
4000088022,through_5,2|3|5|7,4000088021,4000088023,1,4000088047,25,24,False,False,6
4000088329,through_5,2|3|5|7,4000088329,4000088333,4,4000088333,4,0,True,True,1
4000088450,through_5,2|3|5|7,4000088447,4000088453,3,4000088461,11,8,False,False,3
4000088493,through_5,2|3|5|7,4000088489,4000088497,4,4000088507,14,10,False,False,4
4000088716,through_5,2|3|5|7,4000088713,4000088717,1,4000088761,45,44,False,False,11
4000088722,through_5,2|3|5|7,4000088719,4000088723,1,4000088761,39,38,False,False,9
4000089509,through_5,2|3|5|7,4000089509,4000089511,2,4000089517,8,6,False,False,2
4000091021,through_5,2|3|5|7,4000091021,4000091023,2,4000091089,68,66,False,False,16
4000091224,through_5,2|3|5|7,4000091219,4000091227,3,4000091257,33,30,False,False,8
4000091411,through_5,2|3|5|7,4000091411,4000091413,2,4000091453,42,40,False,False,10
4000091624,through_5,2|3|5|7,4000091623,4000091629,5,4000091647,23,18,False,False,4
4000091668,through_5,2|3|5|7,4000091663,4000091671,3,4000091707,39,36,False,False,9
4000091880,through_5,2|3|5|7,4000091873,4000091881,1,4000091881,1,0,True,True,1
4000092232,through_5,2|3|5|7,4000092227,4000092233,1,4000092233,1,0,True,True,1
4000093203,through_5,2|3|5|7,4000093201,4000093207,4,4000093213,10,6,False,False,3
4000093235,through_5,2|3|5|7,4000093231,4000093241,6,4000093241,6,0,True,True,1
4000093242,through_5,2|3|5|7,4000093241,4000093243,1,4000093267,25,24,False,False,7
4000093478,through_5,2|3|5|7,4000093477,4000093481,3,4000093501,23,20,False,False,6
4000095104,through_5,2|3|5|7,4000095103,4000095107,3,4000095107,3,0,True,True,1
4000095116,through_5,2|3|5|7,4000095109,4000095119,3,4000095149,33,30,False,False,8
4000095418,through_5,2|3|5|7,4000095413,4000095419,1,4000095431,13,12,False,False,3
4000096348,through_5,2|3|5|7,4000096343,4000096349,1,4000096357,9,8,False,False,3
4000096998,through_5,2|3|5|7,4000096997,4000096999,1,4000097027,29,28,False,False,6
4000097215,through_5,2|3|5|7,4000097209,4000097219,4,4000097221,6,2,False,False,2
4000097718,through_5,2|3|5|7,4000097713,4000097719,1,4000097729,11,10,False,False,3
4000098550,through_5,2|3|5|7,4000098547,4000098551,1,4000098563,13,12,False,False,4
4000099067,through_5,2|3|5|7,4000099067,4000099069,2,4000099069,2,0,True,True,1
4000099375,through_5,2|3|5|7,4000099373,4000099379,4,4000099379,4,0,True,True,1
4000100678,through_5,2|3|5|7,4000100677,4000100681,3,4000100701,23,20,False,False,6
4000100966,through_5,2|3|5|7,4000100963,4000100969,3,4000100981,15,12,False,False,4
4000101312,through_5,2|3|5|7,4000101311,4000101313,1,4000101319,7,6,False,False,3
4000102115,through_5,2|3|5|7,4000102111,4000102117,2,4000102121,6,4,False,False,2
4000103624,through_5,2|3|5|7,4000103623,4000103627,3,4000103629,5,2,False,False,2
4000103695,through_5,2|3|5|7,4000103693,4000103699,4,4000103711,16,12,False,False,4
4000104037,through_5,2|3|5|7,4000104037,4000104041,4,4000104049,12,8,False,False,4
4000104642,through_5,2|3|5|7,4000104641,4000104643,1,4000104653,11,10,False,False,3
4000104955,through_5,2|3|5|7,4000104953,4000104959,4,4000104991,36,32,False,False,9
4000105178,through_5,2|3|5|7,4000105177,4000105181,3,4000105183,5,2,False,False,2
4000105747,through_5,2|3|5|7,4000105747,4000105751,4,4000105793,46,42,False,False,11
4000106331,through_5,2|3|5|7,4000106329,4000106333,2,4000106339,8,6,False,False,2
4000106563,through_5,2|3|5|7,4000106563,4000106567,4,4000106567,4,0,True,True,1
4000106753,through_5,2|3|5|7,4000106753,4000106759,6,4000106797,44,38,False,False,9
4000107886,through_5,2|3|5|7,4000107883,4000107887,1,4000107889,3,2,False,False,2
4000107955,through_5,2|3|5|7,4000107953,4000107959,4,4000107959,4,0,True,True,1
4000108478,through_5,2|3|5|7,4000108477,4000108481,3,4000108481,3,0,True,True,1
4000108819,through_5,2|3|5|7,4000108817,4000108823,4,4000108829,10,6,False,False,2
4000109354,through_5,2|3|5|7,4000109353,4000109357,3,4000109369,15,12,False,False,4
4000110803,through_5,2|3|5|7,4000110803,4000110809,6,4000110887,84,78,False,False,19
4000111693,through_5,2|3|5|7,4000111693,4000111697,4,4000111727,34,30,False,False,7
4000111994,through_5,2|3|5|7,4000111993,4000111999,5,4000112003,9,4,False,False,2
4000112303,through_5,2|3|5|7,4000112303,4000112309,6,4000112309,6,0,True,True,1
4000112706,through_5,2|3|5|7,4000112701,4000112707,1,4000112729,23,22,False,False,6
4000113400,through_5,2|3|5|7,4000113391,4000113401,1,4000113419,19,18,False,False,6
4000113498,through_5,2|3|5|7,4000113497,4000113499,1,4000113499,1,0,True,True,1
4000114821,through_5,2|3|5|7,4000114819,4000114823,2,4000114829,8,6,False,False,2
4000115693,through_5,2|3|5|7,4000115689,4000115699,6,4000115711,18,12,False,False,3
4000115750,through_5,2|3|5|7,4000115747,4000115753,3,4000115761,11,8,False,False,3
4000115786,through_5,2|3|5|7,4000115783,4000115789,3,4000115803,17,14,False,False,4
4000115889,through_5,2|3|5|7,4000115887,4000115891,2,4000115921,32,30,False,False,7
4000117033,through_5,2|3|5|7,4000117033,4000117039,6,4000117039,6,0,True,True,1
4000117100,through_5,2|3|5|7,4000117099,4000117103,3,4000117157,57,54,False,False,14
4000117641,through_5,2|3|5|7,4000117637,4000117643,2,4000117691,50,48,False,False,11
4000118450,through_5,2|3|5|7,4000118449,4000118453,3,4000118453,3,0,True,True,1
4000118754,through_5,2|3|5|7,4000118753,4000118761,7,4000118777,23,16,False,False,4
4000118759,through_5,2|3|5|7,4000118753,4000118761,2,4000118777,18,16,False,False,4
4000118786,through_5,2|3|5|7,4000118783,4000118789,3,4000118789,3,0,True,True,1
4000118836,through_5,2|3|5|7,4000118833,4000118837,1,4000118839,3,2,False,False,2
4000119172,through_5,2|3|5|7,4000119169,4000119173,1,4000119209,37,36,False,False,8
4000119637,through_5,2|3|5|7,4000119637,4000119643,6,4000119649,12,6,False,False,3
4000119670,through_5,2|3|5|7,4000119667,4000119671,1,4000119671,1,0,True,True,1
4000119920,through_5,2|3|5|7,4000119919,4000119923,3,4000119923,3,0,True,True,1
4000119925,through_5,2|3|5|7,4000119923,4000119929,4,4000120031,106,102,False,False,24
4000120091,through_5,2|3|5|7,4000120091,4000120093,2,4000120151,60,58,False,False,14
4000120446,through_5,2|3|5|7,4000120441,4000120447,1,4000120459,13,12,False,False,4
4000120694,through_5,2|3|5|7,4000120693,4000120697,3,4000120717,23,20,False,False,6
4000120955,through_5,2|3|5|7,4000120951,4000120961,6,4000121009,54,48,False,False,13
4000122362,through_5,2|3|5|7,4000122361,4000122367,5,4000122377,15,10,False,False,3
4000123199,through_5,2|3|5|7,4000123199,4000123201,2,4000123201,2,0,True,True,1
4000123304,through_5,2|3|5|7,4000123303,4000123307,3,4000123313,9,6,False,False,2
4000123697,through_5,2|3|5|7,4000123697,4000123699,2,4000123703,6,4,False,False,2
4000124269,through_5,2|3|5|7,4000124269,4000124273,4,4000124299,30,26,False,False,8
4000125242,through_5,2|3|5|7,4000125239,4000125247,5,4000125281,39,34,False,False,9
4000125525,through_5,2|3|5|7,4000125523,4000125527,2,4000125529,4,2,False,False,2
4000125824,through_5,2|3|5|7,4000125823,4000125827,3,4000125839,15,12,False,False,3
4000127065,through_5,2|3|5|7,4000127063,4000127069,4,4000127069,4,0,True,True,1
4000128028,through_5,2|3|5|7,4000128023,4000128029,1,4000128061,33,32,False,False,9
4000128048,through_5,2|3|5|7,4000128047,4000128049,1,4000128061,13,12,False,False,4
4000128149,through_5,2|3|5|7,4000128149,4000128151,2,4000128163,14,12,False,False,4
4000128601,through_5,2|3|5|7,4000128599,4000128607,6,4000128641,40,34,False,False,9
4000129004,through_5,2|3|5|7,4000129003,4000129009,5,4000129027,23,18,False,False,4
4000129516,through_5,2|3|5|7,4000129513,4000129517,1,4000129517,1,0,True,True,1
4000131065,through_5,2|3|5|7,4000131061,4000131067,2,4000131071,6,4,False,False,2
4000131711,through_5,2|3|5|7,4000131707,4000131713,2,4000131713,2,0,True,True,1
4000131793,through_5,2|3|5|7,4000131791,4000131797,4,4000131809,16,12,False,False,4
4000132386,through_5,2|3|5|7,4000132379,4000132387,1,4000132387,1,0,True,True,1
4000133030,through_5,2|3|5|7,4000133029,4000133033,3,4000133051,21,18,False,False,4
4000133323,through_5,2|3|5|7,4000133323,4000133327,4,4000133341,18,14,False,False,4
4000133668,through_5,2|3|5|7,4000133663,4000133671,3,4000133671,3,0,True,True,1
4000134363,through_5,2|3|5|7,4000134361,4000134367,4,4000134371,8,4,False,False,2
4000134684,through_5,2|3|5|7,4000134683,4000134689,5,4000134707,23,18,False,False,5
4000135470,through_5,2|3|5|7,4000135469,4000135471,1,4000135483,13,12,False,False,4
4000135939,through_5,2|3|5|7,4000135939,4000135943,4,4000135957,18,14,False,False,3
4000136202,through_5,2|3|5|7,4000136201,4000136207,5,4000136249,47,42,False,False,11
4000137446,through_5,2|3|5|7,4000137443,4000137451,5,4000137457,11,6,False,False,2
4000138389,through_5,2|3|5|7,4000138381,4000138391,2,4000138409,20,18,False,False,6
4000138407,through_5,2|3|5|7,4000138403,4000138409,2,4000138409,2,0,True,True,1
4000139530,through_5,2|3|5|7,4000139527,4000139531,1,4000139537,7,6,False,False,3
4000140305,through_5,2|3|5|7,4000140301,4000140307,2,4000140373,68,66,False,False,16
4000140712,through_5,2|3|5|7,4000140709,4000140713,1,4000140713,1,0,True,True,1
4000140728,through_5,2|3|5|7,4000140727,4000140731,3,4000140791,63,60,False,False,14
4000140734,through_5,2|3|5|7,4000140733,4000140737,3,4000140791,57,54,False,False,12
4000141040,through_5,2|3|5|7,4000141039,4000141043,3,4000141049,9,6,False,False,2
4000142257,through_5,2|3|5|7,4000142257,4000142261,4,4000142287,30,26,False,False,7
4000142393,through_5,2|3|5|7,4000142393,4000142399,6,4000142401,8,2,False,False,2
4000142728,through_5,2|3|5|7,4000142723,4000142729,1,4000142777,49,48,False,False,13
4000143177,through_5,2|3|5|7,4000143173,4000143179,2,4000143227,50,48,False,False,12
4000143609,through_5,2|3|5|7,4000143607,4000143611,2,4000143611,2,0,True,True,1
4000144867,through_5,2|3|5|7,4000144867,4000144871,4,4000144873,6,2,False,False,2
4000145901,through_5,2|3|5|7,4000145899,4000145903,2,4000145921,20,18,False,False,5
4000146673,through_5,2|3|5|7,4000146673,4000146677,4,4000146691,18,14,False,False,4
4000147904,through_5,2|3|5|7,4000147903,4000147909,5,4000147913,9,4,False,False,2
4000147981,through_5,2|3|5|7,4000147981,4000147987,6,4000147993,12,6,False,False,2
4000148397,through_5,2|3|5|7,4000148393,4000148399,2,4000148407,10,8,False,False,3
4000149363,through_5,2|3|5|7,4000149361,4000149367,4,4000149389,26,22,False,False,6
4000149754,through_5,2|3|5|7,4000149751,4000149757,3,4000149763,9,6,False,False,3
4000150042,through_5,2|3|5|7,4000150039,4000150043,1,4000150043,1,0,True,True,1
4000151113,through_5,2|3|5|7,4000151111,4000151117,4,4000151159,46,42,False,False,11
4000152962,through_5,2|3|5|7,4000152959,4000152967,5,4000152967,5,0,True,True,1
4000154154,through_5,2|3|5|7,4000154153,4000154159,5,4000154167,13,8,False,False,3
4000154156,through_5,2|3|5|7,4000154153,4000154159,3,4000154167,11,8,False,False,3
4000154783,through_5,2|3|5|7,4000154783,4000154789,6,4000154789,6,0,True,True,1
4000154940,through_5,2|3|5|7,4000154939,4000154941,1,4000154947,7,6,False,False,2
4000155545,through_5,2|3|5|7,4000155541,4000155547,2,4000155553,8,6,False,False,2
4000155755,through_5,2|3|5|7,4000155751,4000155757,2,4000155763,8,6,False,False,2
4000155895,through_5,2|3|5|7,4000155893,4000155899,4,4000155911,16,12,False,False,3
4000156920,through_5,2|3|5|7,4000156919,4000156921,1,4000156931,11,10,False,False,3
4000157400,through_5,2|3|5|7,4000157393,4000157401,1,4000157423,23,22,False,False,6
4000157410,through_5,2|3|5|7,4000157407,4000157411,1,4000157423,13,12,False,False,4
4000157639,through_5,2|3|5|7,4000157639,4000157641,2,4000157641,2,0,True,True,1
4000157662,through_5,2|3|5|7,4000157659,4000157663,1,4000157663,1,0,True,True,1
4000157680,through_5,2|3|5|7,4000157677,4000157681,1,4000157687,7,6,False,False,3
4000158285,through_5,2|3|5|7,4000158283,4000158287,2,4000158301,16,14,False,False,5
4000158854,through_5,2|3|5|7,4000158853,4000158857,3,4000158937,83,80,False,False,19
4000159851,through_5,2|3|5|7,4000159847,4000159853,2,4000159853,2,0,True,True,1
4000160373,through_5,2|3|5|7,4000160371,4000160377,4,4000160413,40,36,False,False,10
4000160428,through_5,2|3|5|7,4000160419,4000160429,1,4000160467,39,38,False,False,10
4000161050,through_5,2|3|5|7,4000161049,4000161059,9,4000161073,23,14,False,False,4
4000162396,through_5,2|3|5|7,4000162393,4000162399,3,4000162399,3,0,True,True,1
4000162469,through_5,2|3|5|7,4000162469,4000162471,2,4000162477,8,6,False,False,2
4000163300,through_5,2|3|5|7,4000163299,4000163303,3,4000163383,83,80,False,False,19
4000163616,through_5,2|3|5|7,4000163611,4000163617,1,4000163621,5,4,False,False,2
4000164068,through_5,2|3|5|7,4000164067,4000164071,3,4000164079,11,8,False,False,3
4000164124,through_5,2|3|5|7,4000164121,4000164127,3,4000164149,25,22,False,False,6
4000164345,through_5,2|3|5|7,4000164341,4000164347,2,4000164349,4,2,False,False,2
4000164539,through_5,2|3|5|7,4000164533,4000164541,2,4000164557,18,16,False,False,4
4000164602,through_5,2|3|5|7,4000164601,4000164607,5,4000164611,9,4,False,False,2
4000165303,through_5,2|3|5|7,4000165303,4000165307,4,4000165327,24,20,False,False,5
4000165448,through_5,2|3|5|7,4000165447,4000165451,3,4000165459,11,8,False,False,4
4000165570,through_5,2|3|5|7,4000165567,4000165571,1,4000165583,13,12,False,False,5
4000165937,through_5,2|3|5|7,4000165937,4000165943,6,4000165963,26,20,False,False,6
4000166054,through_5,2|3|5|7,4000166053,4000166057,3,4000166059,5,2,False,False,2
4000166085,through_5,2|3|5|7,4000166083,4000166087,2,4000166087,2,0,True,True,1
4000166385,through_5,2|3|5|7,4000166383,4000166389,4,4000166399,14,10,False,False,3
4000167102,through_5,2|3|5|7,4000167097,4000167103,1,4000167161,59,58,False,False,14
4000167789,through_5,2|3|5|7,4000167781,4000167791,2,4000167811,22,20,False,False,7
4000168233,through_5,2|3|5|7,4000168231,4000168237,4,4000168307,74,70,False,False,17
4000168260,through_5,2|3|5|7,4000168259,4000168261,1,4000168307,47,46,False,False,11
4000168270,through_5,2|3|5|7,4000168267,4000168271,1,4000168307,37,36,False,False,9
4000170675,through_5,2|3|5|7,4000170673,4000170677,2,4000170679,4,2,False,False,2
4000170812,through_5,2|3|5|7,4000170809,4000170817,5,4000170821,9,4,False,False,2
4000170901,through_5,2|3|5|7,4000170901,4000170907,6,4000170917,16,10,False,False,4
4000171003,through_5,2|3|5|7,4000171003,4000171009,6,4000171033,30,24,False,False,6
4000171529,through_5,2|3|5|7,4000171529,4000171531,2,4000171531,2,0,True,True,1
4000171667,through_5,2|3|5|7,4000171667,4000171669,2,4000171699,32,30,False,False,7
4000172368,through_5,2|3|5|7,4000172363,4000172369,1,4000172411,43,42,False,False,10
4000172787,through_5,2|3|5|7,4000172783,4000172789,2,4000172807,20,18,False,False,6
4000173298,through_5,2|3|5|7,4000173293,4000173299,1,4000173301,3,2,False,False,2
4000173882,through_5,2|3|5|7,4000173881,4000173883,1,4000173883,1,0,True,True,1
4000174072,through_5,2|3|5|7,4000174069,4000174079,7,4000174093,21,14,False,False,4
4000174829,through_5,2|3|5|7,4000174823,4000174831,2,4000174873,44,42,False,False,10
4000175557,through_5,2|3|5|7,4000175551,4000175561,4,4000175563,6,2,False,False,2
4000177492,through_5,2|3|5|7,4000177487,4000177493,1,4000177499,7,6,False,False,2
4000178070,through_5,2|3|5|7,4000178069,4000178071,1,4000178089,19,18,False,False,5
4000178336,through_5,2|3|5|7,4000178333,4000178339,3,4000178363,27,24,False,False,7
4000178854,through_5,2|3|5|7,4000178851,4000178857,3,4000178857,3,0,True,True,1
4000179294,through_5,2|3|5|7,4000179293,4000179299,5,4000179301,7,2,False,False,2
4000179949,through_5,2|3|5|7,4000179949,4000179959,10,4000179977,28,18,False,False,5
4000180280,through_5,2|3|5|7,4000180279,4000180283,3,4000180313,33,30,False,False,7
4000180835,through_5,2|3|5|7,4000180831,4000180837,2,4000180837,2,0,True,True,1
4000182101,through_5,2|3|5|7,4000182101,4000182103,2,4000182133,32,30,False,False,8
4000182706,through_5,2|3|5|7,4000182703,4000182707,1,4000182707,1,0,True,True,1
4000182961,through_5,2|3|5|7,4000182961,4000182967,6,4000182997,36,30,False,False,7
4000183161,through_5,2|3|5|7,4000183157,4000183163,2,4000183169,8,6,False,False,2
4000183432,through_5,2|3|5|7,4000183429,4000183433,1,4000183433,1,0,True,True,1
4000183892,through_5,2|3|5|7,4000183891,4000183897,5,4000183907,15,10,False,False,3
4000184484,through_5,2|3|5|7,4000184483,4000184491,7,4000184491,7,0,True,True,1
4000184643,through_5,2|3|5|7,4000184641,4000184647,4,4000184653,10,6,False,False,3
4000184648,through_5,2|3|5|7,4000184647,4000184651,3,4000184653,5,2,False,False,2
4000185091,through_5,2|3|5|7,4000185089,4000185097,6,4000185127,36,30,False,False,8
4000185237,through_5,2|3|5|7,4000185233,4000185239,2,4000185247,10,8,False,False,3
4000186162,through_5,2|3|5|7,4000186159,4000186163,1,4000186171,9,8,False,False,2
4000187152,through_5,2|3|5|7,4000187147,4000187153,1,4000187153,1,0,True,True,1
