anchor,rung,gates,lower,candidate,candidate_delta,true_next_prime,true_delta,location_error,candidate_is_prime,exact_next_prime,survivor_candidates_through_prime
4000631356,mod14,2|7,4000631353,4000631357,1,4000631407,51,50,False,False,23
4000631514,mod14,2|7,4000631513,4000631515,1,4000631527,13,12,False,False,6
4000631870,mod14,2|7,4000631869,4000631871,1,4000631909,39,38,False,False,17
4000632101,mod14,2|7,4000632101,4000632103,2,4000632143,42,40,False,False,18
4000632306,mod14,2|7,4000632305,4000632309,3,4000632347,41,38,False,False,18
4000634017,mod14,2|7,4000634017,4000634019,2,4000634047,30,28,False,False,13
4000634090,mod14,2|7,4000634089,4000634091,1,4000634107,17,16,False,False,8
4000634440,mod14,2|7,4000634439,4000634441,1,4000634441,1,0,True,True,1
4000634726,mod14,2|7,4000634725,4000634727,1,4000634753,27,26,False,False,12
4000635330,mod14,2|7,4000635329,4000635333,3,4000635337,7,4,False,False,3
4000635492,mod14,2|7,4000635491,4000635493,1,4000635533,41,40,False,False,18
4000635662,mod14,2|7,4000635661,4000635663,1,4000635697,35,34,False,False,15
4000635992,mod14,2|7,4000635991,4000635993,1,4000636007,15,14,False,False,7
4000636091,mod14,2|7,4000636091,4000636093,2,4000636097,6,4,False,False,3
4000636421,mod14,2|7,4000636421,4000636425,4,4000636457,36,32,False,False,15
4000637118,mod14,2|7,4000637117,4000637119,1,4000637129,11,10,False,False,5
4000637151,mod14,2|7,4000637149,4000637153,2,4000637153,2,0,True,True,1
4000637674,mod14,2|7,4000637673,4000637675,1,4000637713,39,38,False,False,17
4000637714,mod14,2|7,4000637713,4000637715,1,4000637747,33,32,False,False,15
4000637770,mod14,2|7,4000637769,4000637771,1,4000637801,31,30,False,False,14
4000637850,mod14,2|7,4000637849,4000637853,3,4000637869,19,16,False,False,8
4000637996,mod14,2|7,4000637995,4000637997,1,4000638001,5,4,False,False,3
4000638800,mod14,2|7,4000638799,4000638801,1,4000638821,21,20,False,False,9
4000640138,mod14,2|7,4000640137,4000640139,1,4000640159,21,20,False,False,10
4000640505,mod14,2|7,4000640505,4000640507,2,4000640507,2,0,True,True,1
4000640742,mod14,2|7,4000640741,4000640743,1,4000640747,5,4,False,False,3
4000640836,mod14,2|7,4000640835,4000640837,1,4000640863,27,26,False,False,12
4000641089,mod14,2|7,4000641089,4000641091,2,4000641107,18,16,False,False,8
4000641438,mod14,2|7,4000641437,4000641439,1,4000641487,49,48,False,False,22
4000642302,mod14,2|7,4000642301,4000642305,3,4000642319,17,14,False,False,7
4000642559,mod14,2|7,4000642559,4000642561,2,4000642577,18,16,False,False,8
4000642615,mod14,2|7,4000642615,4000642617,2,4000642637,22,20,False,False,10
4000642681,mod14,2|7,4000642679,4000642683,2,4000642697,16,14,False,False,7
4000643231,mod14,2|7,4000643231,4000643233,2,4000643237,6,4,False,False,3
4000643599,mod14,2|7,4000643599,4000643601,2,4000643627,28,26,False,False,12
4000644774,mod14,2|7,4000644773,4000644775,1,4000644803,29,28,False,False,13
4000645055,mod14,2|7,4000645055,4000645057,2,4000645063,8,6,False,False,3
4000645393,mod14,2|7,4000645393,4000645395,2,4000645409,16,14,False,False,7
4000645588,mod14,2|7,4000645587,4000645589,1,4000645589,1,0,True,True,1
4000646399,mod14,2|7,4000646399,4000646401,2,4000646401,2,0,True,True,1
4000646540,mod14,2|7,4000646539,4000646541,1,4000646561,21,20,False,False,9
4000646842,mod14,2|7,4000646841,4000646843,1,4000646863,21,20,False,False,10
4000646907,mod14,2|7,4000646907,4000646911,4,4000646911,4,0,True,True,1
4000647341,mod14,2|7,4000647341,4000647345,4,4000647359,18,14,False,False,7
4000648325,mod14,2|7,4000648325,4000648327,2,4000648391,66,64,False,False,29
4000648374,mod14,2|7,4000648373,4000648375,1,4000648391,17,16,False,False,8
4000649779,mod14,2|7,4000649777,4000649781,2,4000649791,12,10,False,False,6
4000649855,mod14,2|7,4000649855,4000649857,2,4000649881,26,24,False,False,11
4000650030,mod14,2|7,4000650029,4000650033,3,4000650053,23,20,False,False,10
4000650297,mod14,2|7,4000650295,4000650299,2,4000650331,34,32,False,False,15
4000650450,mod14,2|7,4000650449,4000650453,3,4000650509,59,56,False,False,25
4000650716,mod14,2|7,4000650715,4000650719,3,4000650721,5,2,False,False,2
4000650987,mod14,2|7,4000650987,4000650989,2,4000650989,2,0,True,True,1
4000651018,mod14,2|7,4000651017,4000651019,1,4000651033,15,14,False,False,7
4000651050,mod14,2|7,4000651049,4000651051,1,4000651093,43,42,False,False,19
4000651696,mod14,2|7,4000651695,4000651699,3,4000651729,33,30,False,False,14
4000652057,mod14,2|7,4000652057,4000652059,2,4000652077,20,18,False,False,8
4000652296,mod14,2|7,4000652295,4000652297,1,4000652303,7,6,False,False,3
4000652595,mod14,2|7,4000652595,4000652597,2,4000652633,38,36,False,False,17
4000652781,mod14,2|7,4000652781,4000652783,2,4000652783,2,0,True,True,1
4000653581,mod14,2|7,4000653581,4000653583,2,4000653589,8,6,False,False,3
4000655895,mod14,2|7,4000655895,4000655899,4,4000655909,14,10,False,False,6
4000657534,mod14,2|7,4000657533,4000657537,3,4000657543,9,6,False,False,4
4000658114,mod14,2|7,4000658113,4000658115,1,4000658117,3,2,False,False,2
4000658386,mod14,2|7,4000658385,4000658387,1,4000658393,7,6,False,False,3
4000658454,mod14,2|7,4000658453,4000658455,1,4000658483,29,28,False,False,13
4000659693,mod14,2|7,4000659693,4000659695,2,4000659727,34,32,False,False,15
4000659699,mod14,2|7,4000659699,4000659701,2,4000659727,28,26,False,False,12
4000660480,mod14,2|7,4000660479,4000660481,1,4000660487,7,6,False,False,4
4000660501,mod14,2|7,4000660501,4000660505,4,4000660513,12,8,False,False,5
4000660658,mod14,2|7,4000660655,4000660659,1,4000660663,5,4,False,False,3
4000661099,mod14,2|7,4000661099,4000661101,2,4000661123,24,22,False,False,10
4000661338,mod14,2|7,4000661337,4000661339,1,4000661341,3,2,False,False,2
4000664158,mod14,2|7,4000664155,4000664159,1,4000664167,9,8,False,False,5
4000664613,mod14,2|7,4000664613,4000664615,2,4000664639,26,24,False,False,11
4000664655,mod14,2|7,4000664655,4000664657,2,4000664693,38,36,False,False,16
4000664699,mod14,2|7,4000664699,4000664701,2,4000664711,12,10,False,False,5
4000665505,mod14,2|7,4000665505,4000665507,2,4000665509,4,2,False,False,2
4000666201,mod14,2|7,4000666199,4000666203,2,4000666213,12,10,False,False,6
4000666722,mod14,2|7,4000666721,4000666723,1,4000666781,59,58,False,False,26
4000667748,mod14,2|7,4000667747,4000667749,1,4000667761,13,12,False,False,6
4000668019,mod14,2|7,4000668019,4000668023,4,4000668043,24,20,False,False,10
4000668231,mod14,2|7,4000668229,4000668233,2,4000668239,8,6,False,False,4
4000668347,mod14,2|7,4000668347,4000668349,2,4000668359,12,10,False,False,5
4000668568,mod14,2|7,4000668565,4000668569,1,4000668583,15,14,False,False,7
4000668610,mod14,2|7,4000668607,4000668611,1,4000668631,21,20,False,False,10
4000668705,mod14,2|7,4000668705,4000668709,4,4000668719,14,10,False,False,6
4000669295,mod14,2|7,4000669293,4000669297,2,4000669307,12,10,False,False,6
4000669450,mod14,2|7,4000669447,4000669451,1,4000669457,7,6,False,False,4
4000671523,mod14,2|7,4000671523,4000671525,2,4000671527,4,2,False,False,2
4000672181,mod14,2|7,4000672181,4000672183,2,4000672223,42,40,False,False,18
4000672428,mod14,2|7,4000672427,4000672429,1,4000672451,23,22,False,False,10
4000672955,mod14,2|7,4000672955,4000672957,2,4000672961,6,4,False,False,3
4000674248,mod14,2|7,4000674247,4000674249,1,4000674259,11,10,False,False,5
4000675230,mod14,2|7,4000675229,4000675233,3,4000675243,13,10,False,False,6
4000675259,mod14,2|7,4000675257,4000675261,2,4000675291,32,30,False,False,14
4000675398,mod14,2|7,4000675397,4000675401,3,4000675439,41,38,False,False,18
4000675930,mod14,2|7,4000675929,4000675933,3,4000675951,21,18,False,False,9
4000676259,mod14,2|7,4000676259,4000676261,2,4000676287,28,26,False,False,12
4000676864,mod14,2|7,4000676863,4000676865,1,4000676881,17,16,False,False,8
4000676988,mod14,2|7,4000676987,4000676989,1,4000677001,13,12,False,False,6
4000677311,mod14,2|7,4000677311,4000677313,2,4000677313,2,0,True,True,1
4000677365,mod14,2|7,4000677365,4000677367,2,4000677433,68,66,False,False,29
4000677829,mod14,2|7,4000677829,4000677831,2,4000677839,10,8,False,False,4
4000678863,mod14,2|7,4000678863,4000678865,2,4000678907,44,42,False,False,19
4000678874,mod14,2|7,4000678873,4000678875,1,4000678907,33,32,False,False,15
4000679382,mod14,2|7,4000679381,4000679383,1,4000679383,1,0,True,True,1
4000680080,mod14,2|7,4000680079,4000680081,1,4000680121,41,40,False,False,18
4000681122,mod14,2|7,4000681121,4000681123,1,4000681133,11,10,False,False,5
4000681139,mod14,2|7,4000681137,4000681141,2,4000681163,24,22,False,False,11
4000681716,mod14,2|7,4000681715,4000681717,1,4000681777,61,60,False,False,27
4000681722,mod14,2|7,4000681721,4000681723,1,4000681777,55,54,False,False,24
4000682664,mod14,2|7,4000682663,4000682667,3,4000682669,5,2,False,False,2
4000682963,mod14,2|7,4000682963,4000682965,2,4000682969,6,4,False,False,3
4000683005,mod14,2|7,4000683005,4000683007,2,4000683017,12,10,False,False,5
4000683976,mod14,2|7,4000683975,4000683977,1,4000684021,45,44,False,False,20
4000684258,mod14,2|7,4000684257,4000684259,1,4000684271,13,12,False,False,6
4000684620,mod14,2|7,4000684619,4000684621,1,4000684621,1,0,True,True,1
4000685091,mod14,2|7,4000685091,4000685093,2,4000685093,2,0,True,True,1
4000685345,mod14,2|7,4000685345,4000685347,2,4000685383,38,36,False,False,16
4000686496,mod14,2|7,4000686495,4000686497,1,4000686497,1,0,True,True,1
4000687624,mod14,2|7,4000687623,4000687625,1,4000687637,13,12,False,False,6
4000688123,mod14,2|7,4000688123,4000688127,4,4000688129,6,2,False,False,2
4000688902,mod14,2|7,4000688901,4000688903,1,4000688917,15,14,False,False,7
4000689992,mod14,2|7,4000689991,4000689993,1,4000690003,11,10,False,False,5
4000690388,mod14,2|7,4000690387,4000690389,1,4000690411,23,22,False,False,10
4000692205,mod14,2|7,4000692205,4000692207,2,4000692209,4,2,False,False,2
4000693073,mod14,2|7,4000693073,4000693075,2,4000693129,56,54,False,False,24
4000693946,mod14,2|7,4000693945,4000693947,1,4000693951,5,4,False,False,2
4000694070,mod14,2|7,4000694069,4000694071,1,4000694111,41,40,False,False,18
4000696160,mod14,2|7,4000696159,4000696163,3,4000696169,9,6,False,False,4
4000697645,mod14,2|7,4000697643,4000697647,2,4000697677,32,30,False,False,14
4000697649,mod14,2|7,4000697649,4000697651,2,4000697677,28,26,False,False,12
4000699037,mod14,2|7,4000699037,4000699039,2,4000699039,2,0,True,True,1
4000700883,mod14,2|7,4000700883,4000700885,2,4000700909,26,24,False,False,11
4000701189,mod14,2|7,4000701189,4000701191,2,4000701191,2,0,True,True,1
4000701522,mod14,2|7,4000701521,4000701525,3,4000701533,11,8,False,False,5
4000702263,mod14,2|7,4000702263,4000702267,4,4000702283,20,16,False,False,8
4000703341,mod14,2|7,4000703341,4000703345,4,4000703351,10,6,False,False,4
4000703406,mod14,2|7,4000703405,4000703407,1,4000703411,5,4,False,False,3
4000703587,mod14,2|7,4000703587,4000703589,2,4000703621,34,32,False,False,15
4000704096,mod14,2|7,4000704095,4000704097,1,4000704131,35,34,False,False,15
4000705148,mod14,2|7,4000705147,4000705151,3,4000705187,39,36,False,False,17
4000706174,mod14,2|7,4000706173,4000706175,1,4000706191,17,16,False,False,8
4000706371,mod14,2|7,4000706371,4000706373,2,4000706377,6,4,False,False,3
4000706671,mod14,2|7,4000706671,4000706673,2,4000706683,12,10,False,False,5
4000707087,mod14,2|7,4000707087,4000707089,2,4000707097,10,8,False,False,4
4000707375,mod14,2|7,4000707373,4000707377,2,4000707379,4,2,False,False,2
4000707876,mod14,2|7,4000707875,4000707877,1,4000707877,1,0,True,True,1
4000708078,mod14,2|7,4000708077,4000708079,1,4000708081,3,2,False,False,2
4000708554,mod14,2|7,4000708553,4000708555,1,4000708561,7,6,False,False,4
4000710034,mod14,2|7,4000710033,4000710037,3,4000710101,67,64,False,False,29
4000710074,mod14,2|7,4000710073,4000710075,1,4000710101,27,26,False,False,12
4000710386,mod14,2|7,4000710383,4000710387,1,4000710391,5,4,False,False,3
4000710983,mod14,2|7,4000710983,4000710985,2,4000711007,24,22,False,False,10
4000713104,mod14,2|7,4000713103,4000713105,1,4000713193,89,88,False,False,39
4000714657,mod14,2|7,4000714657,4000714659,2,4000714661,4,2,False,False,2
4000714731,mod14,2|7,4000714731,4000714733,2,4000714759,28,26,False,False,12
4000716560,mod14,2|7,4000716557,4000716561,1,4000716571,11,10,False,False,6
4000716572,mod14,2|7,4000716571,4000716575,3,4000716583,11,8,False,False,5
4000717848,mod14,2|7,4000717845,4000717849,1,4000717883,35,34,False,False,16
4000718420,mod14,2|7,4000718419,4000718423,3,4000718467,47,44,False,False,20
4000719058,mod14,2|7,4000719057,4000719059,1,4000719067,9,8,False,False,4
4000719437,mod14,2|7,4000719437,4000719439,2,4000719449,12,10,False,False,5
4000719492,mod14,2|7,4000719491,4000719493,1,4000719509,17,16,False,False,8
4000719715,mod14,2|7,4000719715,4000719717,2,4000719719,4,2,False,False,2
4000719797,mod14,2|7,4000719797,4000719799,2,4000719809,12,10,False,False,5
4000720008,mod14,2|7,4000720007,4000720009,1,4000720033,25,24,False,False,11
4000720415,mod14,2|7,4000720415,4000720417,2,4000720421,6,4,False,False,3
4000720531,mod14,2|7,4000720531,4000720533,2,4000720583,52,50,False,False,22
4000720565,mod14,2|7,4000720565,4000720567,2,4000720583,18,16,False,False,8
4000720775,mod14,2|7,4000720775,4000720777,2,4000720811,36,34,False,False,16
4000721314,mod14,2|7,4000721313,4000721315,1,4000721317,3,2,False,False,2
4000722049,mod14,2|7,4000722049,4000722051,2,4000722059,10,8,False,False,5
4000722559,mod14,2|7,4000722559,4000722561,2,4000722581,22,20,False,False,9
4000723986,mod14,2|7,4000723985,4000723987,1,4000724069,83,82,False,False,36
4000723999,mod14,2|7,4000723999,4000724001,2,4000724069,70,68,False,False,30
4000724711,mod14,2|7,4000724711,4000724713,2,4000724713,2,0,True,True,1
4000725238,mod14,2|7,4000725237,4000725241,3,4000725259,21,18,False,False,9
4000725603,mod14,2|7,4000725601,4000725605,2,4000725629,26,24,False,False,12
4000725979,mod14,2|7,4000725979,4000725983,4,4000726027,48,44,False,False,20
4000728189,mod14,2|7,4000728189,4000728191,2,4000728203,14,12,False,False,6
4000728707,mod14,2|7,4000728707,4000728709,2,4000728731,24,22,False,False,10
4000728993,mod14,2|7,4000728993,4000728995,2,4000729001,8,6,False,False,4
4000729289,mod14,2|7,4000729289,4000729291,2,4000729309,20,18,False,False,9
4000729483,mod14,2|7,4000729483,4000729485,2,4000729487,4,2,False,False,2
4000730895,mod14,2|7,4000730893,4000730897,2,4000730911,16,14,False,False,7
4000731108,mod14,2|7,4000731107,4000731109,1,4000731109,1,0,True,True,1
4000731165,mod14,2|7,4000731165,4000731167,2,4000731191,26,24,False,False,11
4000732371,mod14,2|7,4000732371,4000732373,2,4000732391,20,18,False,False,9
4000733772,mod14,2|7,4000733771,4000733773,1,4000733801,29,28,False,False,13
4000734082,mod14,2|7,4000734081,4000734083,1,4000734119,37,36,False,False,16
4000734245,mod14,2|7,4000734245,4000734247,2,4000734263,18,16,False,False,8
4000734302,mod14,2|7,4000734301,4000734303,1,4000734313,11,10,False,False,5
4000735032,mod14,2|7,4000735031,4000735033,1,4000735033,1,0,True,True,1
4000735692,mod14,2|7,4000735691,4000735693,1,4000735693,1,0,True,True,1
4000735841,mod14,2|7,4000735841,4000735843,2,4000735847,6,4,False,False,3
4000736401,mod14,2|7,4000736401,4000736403,2,4000736419,18,16,False,False,8
4000737331,mod14,2|7,4000737331,4000737333,2,4000737343,12,10,False,False,5
4000737540,mod14,2|7,4000737539,4000737541,1,4000737569,29,28,False,False,13
4000738572,mod14,2|7,4000738571,4000738573,1,4000738579,7,6,False,False,4
4000739036,mod14,2|7,4000739035,4000739037,1,4000739053,17,16,False,False,8
4000739164,mod14,2|7,4000739163,4000739165,1,4000739189,25,24,False,False,11
4000739309,mod14,2|7,4000739307,4000739311,2,4000739329,20,18,False,False,9
4000739387,mod14,2|7,4000739387,4000739389,2,4000739411,24,22,False,False,10
4000739820,mod14,2|7,4000739819,4000739821,1,4000739833,13,12,False,False,6
4000739993,mod14,2|7,4000739993,4000739997,4,4000740001,8,4,False,False,3
4000740840,mod14,2|7,4000740839,4000740841,1,4000740841,1,0,True,True,1
4000741211,mod14,2|7,4000741211,4000741215,4,4000741231,20,16,False,False,8
4000741542,mod14,2|7,4000741541,4000741543,1,4000741637,95,94,False,False,41
4000743476,mod14,2|7,4000743475,4000743477,1,4000743479,3,2,False,False,2
4000743528,mod14,2|7,4000743527,4000743529,1,4000743553,25,24,False,False,11
4000743901,mod14,2|7,4000743899,4000743903,2,4000743907,6,4,False,False,3
4000744892,mod14,2|7,4000744891,4000744893,1,4000744901,9,8,False,False,4
4000746812,mod14,2|7,4000746811,4000746815,3,4000746821,9,6,False,False,4
4000747138,mod14,2|7,4000747137,4000747139,1,4000747181,43,42,False,False,19
4000747755,mod14,2|7,4000747755,4000747757,2,4000747757,2,0,True,True,1
4000747954,mod14,2|7,4000747953,4000747955,1,4000747957,3,2,False,False,2
4000748023,mod14,2|7,4000748023,4000748025,2,4000748027,4,2,False,False,2
4000748395,mod14,2|7,4000748393,4000748397,2,4000748419,24,22,False,False,11
4000748404,mod14,2|7,4000748403,4000748405,1,4000748419,15,14,False,False,7
4000748518,mod14,2|7,4000748517,4000748519,1,4000748519,1,0,True,True,1
4000748864,mod14,2|7,4000748863,4000748865,1,4000748887,23,22,False,False,10
4000748922,mod14,2|7,4000748921,4000748923,1,4000748929,7,6,False,False,3
4000748929,mod14,2|7,4000748929,4000748931,2,4000748959,30,28,False,False,13
4000749181,mod14,2|7,4000749181,4000749183,2,4000749187,6,4,False,False,3
4000749183,mod14,2|7,4000749183,4000749185,2,4000749187,4,2,False,False,2
4000749204,mod14,2|7,4000749203,4000749205,1,4000749211,7,6,False,False,3
4000749718,mod14,2|7,4000749717,4000749719,1,4000749719,1,0,True,True,1
4000750042,mod14,2|7,4000750041,4000750043,1,4000750069,27,26,False,False,12
4000751149,mod14,2|7,4000751149,4000751151,2,4000751179,30,28,False,False,13
4000751307,mod14,2|7,4000751305,4000751309,2,4000751357,50,48,False,False,22
4000751611,mod14,2|7,4000751611,4000751613,2,4000751617,6,4,False,False,2
4000752476,mod14,2|7,4000752475,4000752477,1,4000752479,3,2,False,False,2
4000753218,mod14,2|7,4000753217,4000753219,1,4000753241,23,22,False,False,10
4000753596,mod14,2|7,4000753595,4000753597,1,4000753657,61,60,False,False,27
4000753901,mod14,2|7,4000753901,4000753903,2,4000753903,2,0,True,True,1
4000754237,mod14,2|7,4000754237,4000754239,2,4000754267,30,28,False,False,13
4000754692,mod14,2|7,4000754691,4000754693,1,4000754731,39,38,False,False,17
4000755002,mod14,2|7,4000755001,4000755005,3,4000755019,17,14,False,False,7
4000755574,mod14,2|7,4000755573,4000755575,1,4000755601,27,26,False,False,12
4000756901,mod14,2|7,4000756901,4000756903,2,4000756909,8,6,False,False,3
4000757336,mod14,2|7,4000757335,4000757337,1,4000757413,77,76,False,False,33
4000757678,mod14,2|7,4000757675,4000757679,1,4000757689,11,10,False,False,6
4000758117,mod14,2|7,4000758117,4000758119,2,4000758131,14,12,False,False,6
4000758199,mod14,2|7,4000758199,4000758201,2,4000758221,22,20,False,False,10
4000758734,mod14,2|7,4000758733,4000758735,1,4000758761,27,26,False,False,12
4000759186,mod14,2|7,4000759185,4000759187,1,4000759201,15,14,False,False,7
4000759840,mod14,2|7,4000759839,4000759841,1,4000759849,9,8,False,False,4
4000760779,mod14,2|7,4000760779,4000760781,2,4000760791,12,10,False,False,5
4000761028,mod14,2|7,4000761027,4000761029,1,4000761053,25,24,False,False,11
4000762023,mod14,2|7,4000762023,4000762025,2,4000762027,4,2,False,False,2
4000762198,mod14,2|7,4000762197,4000762201,3,4000762261,63,60,False,False,27
4000762882,mod14,2|7,4000762881,4000762883,1,4000762891,9,8,False,False,4
4000763037,mod14,2|7,4000763037,4000763041,4,4000763059,22,18,False,False,9
4000763899,mod14,2|7,4000763899,4000763901,2,4000763917,18,16,False,False,8
4000763928,mod14,2|7,4000763927,4000763929,1,4000763929,1,0,True,True,1
4000764268,mod14,2|7,4000764267,4000764269,1,4000764269,1,0,True,True,1
4000764538,mod14,2|7,4000764535,4000764539,1,4000764563,25,24,False,False,12
4000764727,mod14,2|7,4000764727,4000764729,2,4000764767,40,38,False,False,17
4000765296,mod14,2|7,4000765295,4000765297,1,4000765309,13,12,False,False,6
4000765492,mod14,2|7,4000765491,4000765493,1,4000765513,21,20,False,False,10
4000766501,mod14,2|7,4000766501,4000766503,2,4000766507,6,4,False,False,3
4000766625,mod14,2|7,4000766625,4000766627,2,4000766633,8,6,False,False,4
4000766648,mod14,2|7,4000766647,4000766649,1,4000766669,21,20,False,False,9
4000767313,mod14,2|7,4000767313,4000767315,2,4000767389,76,74,False,False,33
4000767695,mod14,2|7,4000767695,4000767697,2,4000767697,2,0,True,True,1
4000767824,mod14,2|7,4000767823,4000767825,1,4000767907,83,82,False,False,36
4000768289,mod14,2|7,4000768287,4000768291,2,4000768309,20,18,False,False,9
4000768472,mod14,2|7,4000768469,4000768473,1,4000768477,5,4,False,False,3
4000768569,mod14,2|7,4000768567,4000768571,2,4000768609,40,38,False,False,18
4000768899,mod14,2|7,4000768899,4000768901,2,4000768909,10,8,False,False,4
4000768918,mod14,2|7,4000768917,4000768921,3,4000768939,21,18,False,False,9
4000771279,mod14,2|7,4000771279,4000771281,2,4000771301,22,20,False,False,9
4000771647,mod14,2|7,4000771647,4000771651,4,4000771669,22,18,False,False,9
4000772225,mod14,2|7,4000772225,4000772227,2,4000772267,42,40,False,False,18
4000774997,mod14,2|7,4000774997,4000774999,2,4000775027,30,28,False,False,13
4000775024,mod14,2|7,4000775021,4000775025,1,4000775027,3,2,False,False,2
4000775238,mod14,2|7,4000775237,4000775239,1,4000775249,11,10,False,False,5
4000775818,mod14,2|7,4000775817,4000775819,1,4000775827,9,8,False,False,4
4000776472,mod14,2|7,4000776471,4000776473,1,4000776487,15,14,False,False,7
4000777438,mod14,2|7,4000777437,4000777439,1,4000777453,15,14,False,False,7
4000778263,mod14,2|7,4000778263,4000778265,2,4000778273,10,8,False,False,4
4000778541,mod14,2|7,4000778541,4000778543,2,4000778543,2,0,True,True,1
4000778545,mod14,2|7,4000778545,4000778547,2,4000778591,46,44,False,False,20
4000778698,mod14,2|7,4000778697,4000778699,1,4000778711,13,12,False,False,6
4000778982,mod14,2|7,4000778981,4000778983,1,4000778989,7,6,False,False,3
4000780400,mod14,2|7,4000780397,4000780401,1,4000780409,9,8,False,False,5
4000780574,mod14,2|7,4000780573,4000780575,1,4000780583,9,8,False,False,4
4000780649,mod14,2|7,4000780649,4000780653,4,4000780669,20,16,False,False,8
4000781164,mod14,2|7,4000781163,4000781165,1,4000781179,15,14,False,False,7
4000783997,mod14,2|7,4000783995,4000783999,2,4000784009,12,10,False,False,6
4000784219,mod14,2|7,4000784219,4000784223,4,4000784269,50,46,False,False,21
4000785123,mod14,2|7,4000785123,4000785125,2,4000785127,4,2,False,False,2
4000785683,mod14,2|7,4000785683,4000785685,2,4000785697,14,12,False,False,6
4000785846,mod14,2|7,4000785843,4000785847,1,4000785851,5,4,False,False,3
4000786200,mod14,2|7,4000786199,4000786201,1,4000786201,1,0,True,True,1
4000787157,mod14,2|7,4000787157,4000787159,2,4000787207,50,48,False,False,21
4000787210,mod14,2|7,4000787209,4000787211,1,4000787267,57,56,False,False,25
4000787237,mod14,2|7,4000787237,4000787239,2,4000787267,30,28,False,False,13
4000787257,mod14,2|7,4000787257,4000787261,4,4000787267,10,6,False,False,4
4000787315,mod14,2|7,4000787313,4000787317,2,4000787353,38,36,False,False,17
4000787648,mod14,2|7,4000787647,4000787649,1,4000787653,5,4,False,False,2
4000787789,mod14,2|7,4000787789,4000787793,4,4000787809,20,16,False,False,8
4000788673,mod14,2|7,4000788671,4000788675,2,4000788679,6,4,False,False,3
4000788773,mod14,2|7,4000788773,4000788775,2,4000788817,44,42,False,False,19
4000790487,mod14,2|7,4000790487,4000790489,2,4000790491,4,2,False,False,2
4000791143,mod14,2|7,4000791143,4000791145,2,4000791181,38,36,False,False,16
4000792648,mod14,2|7,4000792647,4000792651,3,4000792711,63,60,False,False,27
4000792806,mod14,2|7,4000792805,4000792807,1,4000792811,5,4,False,False,3
4000793136,mod14,2|7,4000793135,4000793137,1,4000793149,13,12,False,False,6
4000794844,mod14,2|7,4000794843,4000794845,1,4000794871,27,26,False,False,12
4000797213,mod14,2|7,4000797211,4000797215,2,4000797217,4,2,False,False,2
4000797595,mod14,2|7,4000797595,4000797597,2,4000797607,12,10,False,False,5
4000797610,mod14,2|7,4000797609,4000797611,1,4000797641,31,30,False,False,14
4000797639,mod14,2|7,4000797639,4000797641,2,4000797641,2,0,True,True,1
4000798064,mod14,2|7,4000798063,4000798065,1,4000798091,27,26,False,False,12
4000798207,mod14,2|7,4000798205,4000798209,2,4000798229,22,20,False,False,10
4000800150,mod14,2|7,4000800149,4000800151,1,4000800157,7,6,False,False,3
4000800955,mod14,2|7,4000800955,4000800957,2,4000800959,4,2,False,False,2
4000801448,mod14,2|7,4000801447,4000801449,1,4000801451,3,2,False,False,2
4000802718,mod14,2|7,4000802717,4000802719,1,4000802737,19,18,False,False,9
4000803906,mod14,2|7,4000803903,4000803907,1,4000803929,23,22,False,False,11
4000804767,mod14,2|7,4000804767,4000804769,2,4000804813,46,44,False,False,20
4000805206,mod14,2|7,4000805205,4000805209,3,4000805261,55,52,False,False,24
4000805471,mod14,2|7,4000805471,4000805475,4,4000805477,6,2,False,False,2
4000805569,mod14,2|7,4000805569,4000805573,4,4000805579,10,6,False,False,4
4000805890,mod14,2|7,4000805889,4000805891,1,4000805911,21,20,False,False,9
4000807065,mod14,2|7,4000807065,4000807067,2,4000807079,14,12,False,False,6
4000807210,mod14,2|7,4000807207,4000807211,1,4000807211,1,0,True,True,1
4000807313,mod14,2|7,4000807313,4000807315,2,4000807339,26,24,False,False,11
4000807421,mod14,2|7,4000807421,4000807423,2,4000807439,18,16,False,False,8
4000807730,mod14,2|7,4000807729,4000807731,1,4000807739,9,8,False,False,5
4000807875,mod14,2|7,4000807875,4000807877,2,4000807883,8,6,False,False,3
4000808021,mod14,2|7,4000808019,4000808023,2,4000808023,2,0,True,True,1
4000808153,mod14,2|7,4000808153,4000808155,2,4000808171,18,16,False,False,8
4000808233,mod14,2|7,4000808233,4000808235,2,4000808239,6,4,False,False,3
4000809131,mod14,2|7,4000809131,4000809133,2,4000809167,36,34,False,False,16
4000809745,mod14,2|7,4000809745,4000809747,2,4000809751,6,4,False,False,3
4000810468,mod14,2|7,4000810467,4000810469,1,4000810519,51,50,False,False,22
4000810943,mod14,2|7,4000810943,4000810945,2,4000810951,8,6,False,False,3
4000810983,mod14,2|7,4000810983,4000810985,2,4000810993,10,8,False,False,4
4000811548,mod14,2|7,4000811547,4000811551,3,4000811561,13,10,False,False,6
4000811679,mod14,2|7,4000811679,4000811681,2,4000811687,8,6,False,False,4
4000813145,mod14,2|7,4000813143,4000813147,2,4000813171,26,24,False,False,12
4000813281,mod14,2|7,4000813281,4000813283,2,4000813307,26,24,False,False,11
4000813326,mod14,2|7,4000813325,4000813329,3,4000813343,17,14,False,False,7
4000813568,mod14,2|7,4000813567,4000813569,1,4000813613,45,44,False,False,20
