example,center_prime,offset,n,is_prime,is_c090_survivor,least_prime_factor,parent_factor_progress,child_centroid,child_dispersion,child_coupling,child_flip_count
child_centroid_trough,4000605341,2,4000605343,0,0,7,0.1760231151896151,0.4999802493587089,0.6526039195268213,0.012120048850053057,4
child_centroid_trough,4000605341,3,4000605344,0,0,2,0.0627006987269753,0.5000759295038774,0.6525507842034685,0.012033269250879233,4
child_centroid_trough,4000605341,4,4000605345,0,0,3,0.09937825625014707,0.500171609649046,0.6524976488801156,0.011946507961749661,4
child_centroid_trough,4000605341,5,4000605346,0,0,2,0.06270069872555757,0.5002672897942144,0.6524445135567629,0.01185976498266441,4
child_centroid_trough,4000605341,6,4000605347,1,1,0,1.0,0.5003629699393829,0.6523913782334101,0.011773040313623473,4
child_centroid_trough,4000605341,7,4000605348,0,0,2,0.06270069872413984,0.5004586500845516,0.6523382429100573,0.01168633395462687,4
child_centroid_trough,4000605341,8,4000605349,0,0,13,0.23202015591138248,0.5005543302297201,0.6522851075867044,0.01159964590567452,4
child_centroid_trough,4000605341,9,4000605350,0,0,2,0.06270069872272212,0.5006500103748885,0.6522319722633516,0.011512976166766477,4
child_centroid_trough,4000605341,10,4000605351,0,0,3,0.09937825624340593,0.5007456905200571,0.6521788369399988,0.011426324737902817,4
child_centroid_trough,4000605341,11,4000605352,0,0,2,0.06270069872130439,0.5008413706652256,0.6521257016166461,0.011339691619083395,4
child_centroid_trough,4000605341,12,4000605353,0,0,37,0.3266363659772931,0.5009370508103941,0.6520725662932934,0.011253076810308293,4
child_centroid_trough,4000605341,13,4000605354,0,0,2,0.06270069871988666,0.5010327309555628,0.6520194309699405,0.0111664803115775,4
child_centroid_trough,4000605341,14,4000605355,0,0,5,0.14558651392512695,0.5011284111007313,0.6519662956465878,0.011079902122891061,4
child_centroid_trough,4000605341,15,4000605356,0,0,2,0.06270069871846892,0.5012240912458998,0.6519131603232349,0.010993342244248909,4
child_centroid_trough,4000605341,16,4000605357,0,0,3,0.09937825623666478,0.5013197713910683,0.6518600249998822,0.010906800675651036,4
child_centroid_ridge_nearest,4000903211,-16,4000903195,0,0,5,0.1455860237201075,0.998502848096645,0.4450429517941799,-0.19044664050261206,6
child_centroid_ridge_nearest,4000903211,-15,4000903196,0,0,2,0.06270048759865846,0.9985985282418136,0.4450322962281208,-0.19043792005024435,6
child_centroid_ridge_nearest,4000903211,-14,4000903197,0,0,3,0.09937792161968213,0.998694208386982,0.4450216406620616,-0.1904291812878324,6
child_centroid_ridge_nearest,4000903211,-13,4000903198,0,0,2,0.06270048759724084,0.9987898885321503,0.4450109850960026,-0.1904204242153761,6
child_centroid_ridge_nearest,4000903211,-12,4000903199,0,0,17,0.2562859131791025,0.9988855686773189,0.44500032952994345,-0.19041164883287556,6
child_centroid_ridge_nearest,4000903211,-11,4000903200,0,0,2,0.06270048759582324,0.9989812488224875,0.44498967396388445,-0.19040285514033067,6
child_centroid_ridge_nearest,4000903211,-10,4000903201,0,0,137,0.4450500725673907,0.9990769289676563,0.4449790183978253,-0.19039404313774147,6
child_centroid_ridge_nearest,4000903211,-9,4000903202,0,0,2,0.06270048759440562,0.9991726091128247,0.44496836283176616,-0.19038521282510795,6
child_centroid_ridge_nearest,4000903211,-8,4000903203,0,0,3,0.09937792161294152,0.999268289257993,0.44495770726570705,-0.19037636420243012,6
child_centroid_ridge_nearest,4000903211,-7,4000903204,0,0,2,0.06270048759298799,0.9993639694031616,0.444947051699648,-0.19036749726970797,6
child_centroid_ridge_nearest,4000903211,-6,4000903205,0,0,5,0.1455860237036495,0.9994596495483302,0.444936396133589,-0.19035861202694157,6
child_centroid_ridge_nearest,4000903211,-5,4000903206,0,0,2,0.06270048759157038,0.9995553296934988,0.4449257405675298,-0.19034970847413085,6
child_centroid_ridge_nearest,4000903211,-4,4000903207,0,0,7,0.176022522453617,0.9996510098386673,0.4449150850014707,-0.19034078661127576,6
child_centroid_ridge_nearest,4000903211,-3,4000903208,0,0,2,0.06270048759015277,0.9997466899838359,0.4449044294354116,-0.1903318464383764,6
child_centroid_ridge_nearest,4000903211,-2,4000903209,0,0,3,0.09937792160620093,0.9998423701290042,0.4448937738693525,-0.19032288795543276,6
child_centroid_ridge_nearest,4000903211,-1,4000903210,0,0,2,0.06270048758873516,0.9999380502741728,0.4448831183032934,-0.19031391116244478,6
child_centroid_ridge_nearest,4000903211,0,4000903211,1,1,0,1.0,1.0000337304193414,0.44487246273723435,-0.1903049160594125,6
child_centroid_ridge_nearest,4000903211,1,4000903212,0,0,2,0.06270048758731754,1.00012941056451,0.44486180717117524,-0.1902959026463359,6
child_centroid_ridge_nearest,4000903211,2,4000903213,0,0,757,0.5996768363733206,1.0002250907096786,0.4448511516051161,-0.190286870923215,6
child_centroid_ridge_nearest,4000903211,3,4000903214,0,0,2,0.06270048758589991,1.0003207708548472,0.44484049603905695,-0.19027782089004977,6
child_centroid_ridge_nearest,4000903211,4,4000903215,0,0,3,0.09937792159946034,1.0004164510000155,0.44482984047299784,-0.19026875254684025,6
child_centroid_ridge_nearest,4000903211,5,4000903216,0,0,2,0.06270048758448231,1.0005121311451841,0.4448191849069388,-0.19025966589358645,6
child_centroid_ridge_nearest,4000903211,6,4000903217,0,1,31249,0.9362137349950179,1.0006078112903527,0.44480852934087967,-0.1902505609302883,6
child_centroid_ridge_nearest,4000903211,7,4000903218,0,0,2,0.06270048758306469,1.0007034914355213,0.4447978737748206,-0.19024143765694584,6
child_centroid_ridge_nearest,4000903211,8,4000903219,1,1,0,1.0,1.0007991715806897,0.4447872182087615,-0.1902322960735591,6
child_centroid_ridge_nearest,4000903211,9,4000903220,0,0,2,0.06270048758164708,1.000894851725858,0.4447765626427024,-0.19022313618012804,6
child_centroid_ridge_nearest,4000903211,10,4000903221,0,0,3,0.09937792159271971,1.0009905318710266,0.4447659070766433,-0.19021395797665266,6
child_centroid_ridge_nearest,4000903211,11,4000903222,0,0,2,0.06270048758022946,1.0010862120161954,0.4447552515105842,-0.190204761463133,6
child_centroid_ridge_nearest,4000903211,12,4000903223,0,0,43,0.3402294458553896,1.001181892161364,0.44474459594452515,-0.19019554663956903,6
child_centroid_ridge_nearest,4000903211,13,4000903224,0,0,2,0.06270048757881184,1.0012775723065324,0.44473394037846603,-0.19018631350596069,6
child_centroid_ridge_nearest,4000903211,14,4000903225,0,0,5,0.1455860236707335,1.0013732524517007,0.4447232848124069,-0.1901770620623081,6
child_centroid_ridge_nearest,4000903211,15,4000903226,0,0,2,0.06270048757739423,1.0014689325968693,0.44471262924634775,-0.1901677923086112,6
child_centroid_ridge_nearest,4000903211,16,4000903227,0,0,3,0.09937792158597912,1.001564612742038,0.44470197368028874,-0.19015850424486996,6
child_centroid_crest,4000018019,-16,4000018003,0,0,97,0.41382189480649506,1.4251069854935627,0.6311691624885363,0.2575624941937884,1
child_centroid_crest,4000018019,-15,4000018004,0,0,2,0.0627011151051323,1.4252027073634634,0.6312224046011434,0.25764873324922255,1
child_centroid_crest,4000018019,-14,4000018005,0,0,3,0.09937891619391183,1.4252984292333644,0.6312756467137508,0.2577349906298185,1
child_centroid_crest,4000018019,-13,4000018006,0,0,2,0.06270111510371433,1.4253941511032655,0.6313288888263581,0.25782126633557634,1
child_centroid_crest,4000018019,-12,4000018007,0,0,181,0.4702487002208054,1.4254898729731666,0.6313821309389654,0.2579075603664959,1
child_centroid_crest,4000018019,-11,4000018008,0,0,2,0.06270111510229637,1.4255855948430676,0.6314353730515727,0.2579938727225773,1
child_centroid_crest,4000018019,-10,4000018009,0,0,13,0.23202169669365025,1.4256813167129685,0.6314886151641801,0.25808020340382043,1
child_centroid_crest,4000018019,-9,4000018010,0,0,2,0.06270111510087842,1.4257770385828694,0.6315418572767872,0.2581665524102255,1
child_centroid_crest,4000018019,-8,4000018011,0,0,3,0.09937891618716961,1.4258727604527706,0.6315950993893946,0.25825291974179226,1
child_centroid_crest,4000018019,-7,4000018012,0,0,2,0.06270111509946046,1.4259684823226713,0.631648341502002,0.25833930539852085,1
child_centroid_crest,4000018019,-6,4000018013,1,1,0,1.0,1.4260642041925724,0.6317015836146092,0.2584257093804112,1
child_centroid_crest,4000018019,-5,4000018014,0,0,2,0.0627011150980425,1.4261599260624735,0.6317548257272166,0.25851213168746345,1
child_centroid_crest,4000018019,-4,4000018015,0,0,5,0.14558748072526487,1.4262556479323745,0.6318080678398238,0.25859857231967737,1
child_centroid_crest,4000018019,-3,4000018016,0,0,2,0.06270111509662454,1.4263513698022754,0.6318613099524312,0.25868503127705317,1
child_centroid_crest,4000018019,-2,4000018017,0,0,3,0.09937891618042738,1.4264470916721763,0.6319145520650385,0.2587715085595908,1
child_centroid_crest,4000018019,-1,4000018018,0,0,2,0.0627011150952066,1.4265428135420775,0.6319677941776458,0.2588580041672902,1
child_centroid_crest,4000018019,0,4000018019,1,1,0,1.0,1.4266385354119782,0.632021036290253,0.25894451810015134,1
child_centroid_crest,4000018019,1,4000018020,0,0,2,0.06270111509378863,1.4267342572818793,0.6320742784028603,0.2590310503581743,1
child_centroid_crest,4000018019,2,4000018021,0,0,23,0.28363237883740733,1.4268299791517804,0.6321275205154676,0.2591176009413591,1
child_centroid_crest,4000018019,3,4000018022,0,0,2,0.06270111509237067,1.4269257010216814,0.6321807626280749,0.2592041698497056,1
child_centroid_crest,4000018019,4,4000018023,0,0,3,0.09937891617368516,1.427021422891582,0.6322340047406821,0.25929075708321403,1
child_centroid_crest,4000018019,5,4000018024,0,0,2,0.06270111509095272,1.4271171447614832,0.6322872468532894,0.2593773626418843,1
child_centroid_crest,4000018019,6,4000018025,0,0,5,0.1455874807088029,1.4272128666313841,0.6323404889658968,0.25946398652571623,1
child_centroid_crest,4000018019,7,4000018026,0,0,2,0.06270111508953476,1.427308588501285,0.6323937310785042,0.25955062873471,1
child_centroid_crest,4000018019,8,4000018027,0,0,13451,0.8599724923251885,1.4274043103711862,0.6324469731911113,0.25963728926886553,1
child_centroid_crest,4000018019,9,4000018028,0,0,2,0.06270111508811681,1.4275000322410873,0.6325002153037187,0.259723968128183,1
child_centroid_crest,4000018019,10,4000018029,0,0,3,0.09937891616694293,1.4275957541109883,0.632553457416326,0.2598106653126621,1
child_centroid_crest,4000018019,11,4000018030,0,0,2,0.06270111508669884,1.427691475980889,0.6326066995289332,0.2598973808223031,1
child_centroid_crest,4000018019,12,4000018031,0,0,20857,0.8996509008325148,1.205564975628568,0.6326599416415406,0.014703129652554579,2
child_centroid_crest,4000018019,13,4000018032,0,0,2,0.06270111508528088,1.205660697498469,0.6326918746279818,0.014765927421679335,2
child_centroid_crest,4000018019,14,4000018033,0,0,11,0.21691022004738406,1.2057564193683696,0.6327238076144232,0.014828743515965838,2
child_centroid_crest,4000018019,15,4000018034,0,0,2,0.06270111508386293,1.2058521412382708,0.6327557406008645,0.0148915779354142,2
child_centroid_crest,4000018019,16,4000018035,0,0,3,0.09937891616020071,1.205947863108172,0.6327876735873057,0.014954430680024333,2
maximum_child_spread,4000625201,-16,4000625185,0,0,5,0.14558648128634827,1.0651323564594104,0.665233650447526,-0.05067252285829352,3
maximum_child_spread,4000625201,-15,4000625186,0,0,2,0.06270068466171207,1.065228036604579,0.6652442958111151,-0.05065907598843519,3
maximum_child_spread,4000625201,-14,4000625187,0,0,3,0.0993782339572323,1.0653237167497476,0.6652549411747043,-0.050645610808532554,3
maximum_child_spread,4000625201,-13,4000625188,0,0,2,0.06270068466029434,1.065419396894916,0.6652655865382935,-0.05063212731858561,3
maximum_child_spread,4000625201,-12,4000625189,0,0,11,0.21690873102157657,1.0655150770400845,0.6652762319018826,-0.050618625518594355,3
maximum_child_spread,4000625201,-11,4000625190,0,0,2,0.06270068465887661,0.8433885349630308,0.6652868772654715,0.10458464565090206,3
maximum_child_spread,4000625201,-10,4000625191,0,0,229,0.4915234446885807,0.8434842151081993,0.6652762359561145,0.10455029134529263,3
maximum_child_spread,4000625201,-9,4000625192,0,0,2,0.0627006846574589,0.8435798952533677,0.6652655946467574,0.10451595534972756,3
maximum_child_spread,4000625201,-8,4000625193,0,0,3,0.09937823395049118,0.8436755753985363,0.6652549533374004,0.10448163766420679,3
maximum_child_spread,4000625201,-7,4000625194,0,0,2,0.06270068465604117,0.8437712555437048,0.6652443120280433,0.10444733828873032,3
maximum_child_spread,4000625201,-6,4000625195,0,0,5,0.14558648126988905,0.8438669356888735,0.665233670718686,0.10441305722329816,3
maximum_child_spread,4000625201,-5,4000625196,0,0,2,0.06270068465462346,0.843962615834042,0.6652230294093289,0.10437879446791029,3
maximum_child_spread,4000625201,-4,4000625197,0,0,29,0.30459873443020413,0.8440582959792104,0.6652123880999719,0.10434455002256673,3
maximum_child_spread,4000625201,-3,4000625198,0,0,2,0.06270068465320573,0.8441539761243789,0.6652017467906146,0.10431032388726749,3
maximum_child_spread,4000625201,-2,4000625199,0,0,3,0.09937823394375007,0.8442496562695475,0.6651911054812576,0.10427611606201258,3
maximum_child_spread,4000625201,-1,4000625200,0,0,2,0.062700684651788,0.8443453364147161,0.6651804641719006,0.10424192654680192,3
maximum_child_spread,4000625201,0,4000625201,1,1,0,1.0,0.8444410165598846,0.6651698228625432,0.10420775534163562,3
maximum_child_spread,4000625201,1,4000625202,0,0,2,0.06270068465037028,0.8445366967050532,0.6651591815531862,0.10417360244651361,3
maximum_child_spread,4000625201,2,4000625203,1,1,0,1.0,0.8446323768502216,0.6651485402438291,0.10413946786143592,3
maximum_child_spread,4000625201,3,4000625204,0,0,2,0.06270068464895256,0.8447280569953901,0.665137898934472,0.10410535158640255,3
maximum_child_spread,4000625201,4,4000625205,0,0,3,0.09937823393700895,0.8448237371405588,0.6651272576251147,0.10407125362141345,3
maximum_child_spread,4000625201,5,4000625206,0,0,2,0.06270068464753484,0.8449194172857273,0.6651166163157577,0.10403717396646868,3
maximum_child_spread,4000625201,6,4000625207,0,0,557,0.5719263965661908,0.8450150974308959,0.6651059750064007,0.10400311262156822,3
maximum_child_spread,4000625201,7,4000625208,0,0,2,0.06270068464611712,0.8451107775760642,0.6650953336970434,0.10396906958671205,3
maximum_child_spread,4000625201,8,4000625209,0,0,7,0.17602307565566852,0.8452064577212328,0.6650846923876864,0.1039350448619002,3
maximum_child_spread,4000625201,9,4000625210,0,0,2,0.0627006846446994,0.8453021378664014,0.6650740510783293,0.10390103844713267,3
maximum_child_spread,4000625201,10,4000625211,0,0,3,0.09937823393026786,0.8453978180115701,0.665063409768972,0.10386705034240944,3
maximum_child_spread,4000625201,11,4000625212,0,0,2,0.06270068464328167,0.8454934981567384,0.6650527684596149,0.10383308054773052,3
maximum_child_spread,4000625201,12,4000625213,0,0,13,0.23202010380601565,0.8455891783019069,0.6650421271502579,0.10379912906309591,3
maximum_child_spread,4000625201,13,4000625214,0,0,2,0.06270068464186396,0.8456848584470755,0.6650314858409009,0.1037651958885056,3
maximum_child_spread,4000625201,14,4000625215,0,0,5,0.14558648123697054,0.845780538592244,0.6650208445315435,0.10373128102395962,3
maximum_child_spread,4000625201,15,4000625216,0,0,2,0.06270068464044623,0.8458762187374127,0.6650102032221866,0.10369738446945792,3
maximum_child_spread,4000625201,16,4000625217,0,0,3,0.09937823392352674,0.8459718988825811,0.6649995619128295,0.10366350622500052,3
