number,theta_1_fraction,theta_13_fraction,orientation_1_13,phase_a_1_13,phase_b_1_13,tie_1_13,x_dynamic_1_13_fraction,x_dynamic_1_13_decimal,x_static_1_13_fraction,x_static_1_13_decimal,theta_3_fraction,theta_11_fraction,orientation_3_11,phase_a_3_11,phase_b_3_11,tie_3_11,x_dynamic_3_11_fraction,x_dynamic_3_11_decimal,x_static_3_11_fraction,x_static_3_11_decimal,theta_5_fraction,theta_9_fraction,orientation_5_9,phase_a_5_9,phase_b_5_9,tie_5_9,x_dynamic_5_9_fraction,x_dynamic_5_9_decimal,x_static_5_9_fraction,x_static_5_9_decimal,dynamic_rung_0_fraction,dynamic_rung_0_decimal,dynamic_epsilon_0_fraction,dynamic_epsilon_0_decimal,dynamic_rung_1_fraction,dynamic_rung_1_decimal,dynamic_rung_2_fraction,dynamic_rung_2_decimal,dynamic_ridge_distance_2_fraction,dynamic_ridge_distance_2_decimal,static_rung_0_fraction,static_rung_0_decimal,static_epsilon_0_fraction,static_epsilon_0_decimal,static_ridge_distance_2_fraction,static_ridge_distance_2_decimal,unresolved_by_declared_children
1241,0,6/13,1->13,1,13,0,52/1267,0.0410418310970797,52/1267,0.0410418310970797,2/3,9/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,1/5,8/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,1224/1267,0.966061562746646,-43/1267,-0.0339384372533544,2491/2534,0.983030781373323,5025/5068,0.991515390686661,43/5068,0.0084846093133386,1224/1267,0.966061562746646,-43/1267,-0.0339384372533544,43/5068,0.0084846093133386,1
1243,0,8/13,1->13,1,13,0,52/1269,0.0409771473601261,52/1269,0.0409771473601261,1/3,0,11->3,11,3,0,12/1249,0.00960768614891913,2486/1249,1.99039231385108,3/5,1/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,8486137/33284601,0.25495684926492,-24798464/33284601,-0.74504315073508,20885369/33284601,0.62747842463246,27084985/33284601,0.81373921231623,6199616/33284601,0.18626078768377,36802603/33284601,1.1056945823085,3518002/33284601,0.105694582308498,1759001/66569202,0.0264236455771244,0
1245,0,10/13,1->13,1,13,0,52/1271,0.040912667191188,52/1271,0.040912667191188,0,2/11,3->11,3,11,0,44/1267,0.0347277032359905,44/1267,0.0347277032359905,0,1/3,5->9,5,9,0,12/421,0.0285035629453682,12/421,0.0285035629453682,70605452/2033880891,0.0347146444575156,-1963275439/2033880891,-0.965285355542484,2104486343/4067761782,0.517357322228758,6172248125/8135523564,0.758678661114379,1963275439/8135523564,0.241321338885621,70605452/2033880891,0.0347146444575156,-1963275439/2033880891,-0.965285355542484,1963275439/8135523564,0.241321338885621,0
1247,0,12/13,1->13,1,13,0,52/1273,0.0408483896307934,52/1273,0.0408483896307934,2/3,4/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,2/5,5/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,15640/26733,0.585044701305503,-11093/26733,-0.414955298694497,42373/53466,0.792522350652751,95839/106932,0.896261175326376,11093/106932,0.103738824673624,8608/8911,0.965997082257883,-303/8911,-0.0340029177421165,303/35644,0.00850072943552912,1
1249,0,1/13,1->13,1,13,0,52/1275,0.0407843137254902,52/1275,0.0407843137254902,1/3,6/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,4/5,7/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,20764/26775,0.775499533146592,-6011/26775,-0.224500466853408,47539/53550,0.887749766573296,101089/107100,0.943874883286648,6011/107100,0.056125116713352,25864/26775,0.965975723622783,-911/26775,-0.0340242763772176,911/107100,0.00850606909430439,1
1251,0,3/13,1->13,1,13,0,52/1277,0.0407204385277995,52/1277,0.0407204385277995,0,8/11,3->11,3,11,0,44/1273,0.0345640219952867,44/1273,0.0345640219952867,1/5,0,9->5,9,5,0,20/1261,0.0158604282315623,2502/1261,1.98413957176844,62279548/2049908081,0.0303816295848828,-1987628533/2049908081,-0.969618370415117,2112187629/4099816162,0.515190814792441,6212003791/8199632324,0.757595407396221,1987628533/8199632324,0.242404592603779,4221629966/6149724243,0.686474677430508,-1928094277/6149724243,-0.313525322569492,1928094277/24598896972,0.078381330642373,0
1253,0,5/13,1->13,1,13,0,52/1279,0.0406567630961689,52/1279,0.0406567630961689,2/3,10/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,3/5,2/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,20828/26859,0.775457016270152,-6031/26859,-0.224542983729848,47687/53718,0.887728508135076,101405/107436,0.943864254067538,6031/107436,0.0561357459324621,8648/8953,0.965933206746342,-305/8953,-0.034066793253658,305/35812,0.0085166983134145,1
1255,0,7/13,1->13,1,13,0,52/1281,0.0405932864949258,52/1281,0.0405932864949258,1/3,1/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,0,4/9,5->9,5,9,0,36/1273,0.02827965435978,36/1273,0.02827965435978,811189/4892139,0.165814789808711,-4080950/4892139,-0.834185210191289,2851664/4892139,0.582907394904356,7743803/9784278,0.791453697452178,2040475/9784278,0.208546302547822,382123/698877,0.546767170761092,-316754/698877,-0.453232829238908,158377/1397754,0.113308207309727,0
1257,0,9/13,1->13,1,13,0,52/1283,0.0405300077942323,52/1283,0.0405300077942323,0,3/11,3->11,3,11,0,44/1279,0.0344018764659891,44/1279,0.0344018764659891,2/5,2/3,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,15629333/34460097,0.453548723324836,-18830764/34460097,-0.546451276675164,25044715/34460097,0.726774361662418,29752406/34460097,0.863387180831209,4707691/34460097,0.136612819168791,15629333/34460097,0.453548723324836,-18830764/34460097,-0.546451276675164,4707691/34460097,0.136612819168791,0
1259,0,11/13,1->13,1,13,0,52/1285,0.0404669260700389,52/1285,0.0404669260700389,2/3,5/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,4/5,8/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,15784/26985,0.584917546785251,-11201/26985,-0.415082453214749,42769/53970,0.792458773392625,96739/107940,0.896229386696313,11201/107940,0.103770613303687,8688/8995,0.965869927737632,-307/8995,-0.034130072262368,307/35980,0.00853251806559199,1
1261,0,0,tie,1,13,1,1,1,1,1,1/3,7/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,1/5,1/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,23/21,1.0952380952381,2/21,0.0952380952380952,22/21,1.04761904761905,43/42,1.02380952380952,1/42,0.0238095238095238,9/7,1.28571428571429,2/7,0.285714285714286,1/14,0.0714285714285714,0
1263,0,2/13,1->13,1,13,0,52/1289,0.0403413498836307,52/1289,0.0403413498836307,0,9/11,3->11,3,11,0,44/1285,0.0342412451361868,44/1285,0.0342412451361868,3/5,1/3,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,3048859/11594555,0.262956103101844,-8545696/11594555,-0.737043896898156,7321707/11594555,0.631478051550922,9458131/11594555,0.815739025775461,2136424/11594555,0.184260974224539,15772037/34783665,0.453432293578034,-19011628/34783665,-0.546567706421966,4752907/34783665,0.136641926605491,0
1265,0,4/13,1->13,1,13,0,52/1291,0.040278853601859,52/1291,0.040278853601859,2/3,0,11->3,11,3,0,12/1271,0.00944138473642801,2530/1271,1.99055861526357,0,5/9,5->9,5,9,0,36/1283,0.0280592361652377,36/1283,0.0280592361652377,163743268/6315673989,0.0259264915011749,-6151930721/6315673989,-0.974073508498825,6479417257/12631347978,0.512963245750587,19110765235/25262695956,0.756481622875294,6151930721/25262695956,0.243518377124706,1444813374/2105224663,0.68629890167689,-660411289/2105224663,-0.31370109832311,660411289/8420898652,0.0784252745807776,0
1267,0,6/13,1->13,1,13,0,52/1293,0.0402165506573859,52/1293,0.0402165506573859,1/3,2/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,2/5,7/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,15880/27153,0.584834088314367,-11273/27153,-0.415165911685633,43033/54306,0.792417044157183,97339/108612,0.896208522078592,11273/108612,0.103791477921408,26224/27153,0.965786469266748,-929/27153,-0.0342135307332523,929/108612,0.00855338268331308,1
1269,0,8/13,1->13,1,13,0,52/1295,0.0401544401544402,52/1295,0.0401544401544402,0,4/11,3->11,3,11,0,44/1291,0.0340821068938807,44/1291,0.0340821068938807,4/5,0,9->5,9,5,0,20/1279,0.0156372165754496,2538/1279,1.98436278342455,64058716/2138289755,0.0299579212079235,-2074231039/2138289755,-0.970042078792076,2202348471/4276579510,0.514978960603962,6478927981/8553159020,0.757489480301981,2074231039/8553159020,0.242510519698019,4401881858/6414869265,0.68619977682429,-2012987407/6414869265,-0.31380022317571,2012987407/25659477060,0.0784500557939274,0
1271,0,10/13,1->13,1,13,0,52/1297,0.0400925212027756,52/1297,0.0400925212027756,2/3,6/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,1/5,2/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,15928/27237,0.58479274516283,-11309/27237,-0.41520725483717,43165/54474,0.792396372581415,97639/108948,0.896198186290707,11309/108948,0.103801813709293,8768/9079,0.965745126115211,-311/9079,-0.0342548738847891,311/36316,0.00856371847119727,1
1273,0,12/13,1->13,1,13,0,52/1299,0.0400307929176289,52/1299,0.0400307929176289,1/3,8/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,3/5,4/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,21148/27279,0.775248359543972,-6131/27279,-0.224751640456028,48427/54558,0.887624179771986,102985/109116,0.943812089885993,6131/109116,0.0561879101140071,26344/27279,0.965724550020162,-935/27279,-0.034275449979838,935/109116,0.00856886249495949,1
1275,0,1/13,1->13,1,13,0,52/1301,0.0399692544196772,52/1301,0.0399692544196772,0,10/11,3->11,3,11,0,44/1297,0.0339244410177332,44/1297,0.0339244410177332,0,2/3,5->9,5,9,0,12/431,0.0278422273781903,12/431,0.0278422273781903,73989292/2181804321,0.0339119742718669,-2107815029/2181804321,-0.966088025728133,2255793613/4363608642,0.516955987135933,6619402255/8727217284,0.758477993567967,2107815029/8727217284,0.241522006432033,73989292/2181804321,0.0339119742718669,-2107815029/2181804321,-0.966088025728133,2107815029/8727217284,0.241522006432033,0
1277,0,3/13,1->13,1,13,0,52/1303,0.0399079048349962,52/1303,0.0399079048349962,2/3,1/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,2/5,8/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,16000/27363,0.58473120637357,-11363/27363,-0.41526879362643,43363/54726,0.792365603186785,98089/109452,0.896182801593393,11363/109452,0.103817198406607,8808/9121,0.965683587325951,-313/9121,-0.0343164126740489,313/36484,0.00857910316851222,1
1279,0,5/13,1->13,1,13,0,52/1305,0.0398467432950192,52/1305,0.0398467432950192,1/3,3/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,4/5,1/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,10804/27405,0.394234628717387,-16601/27405,-0.605765371282613,38209/54810,0.697117314358694,93019/109620,0.848558657179347,16601/109620,0.151441342820653,26464/27405,0.965663200145959,-941/27405,-0.0343367998540412,941/109620,0.00858419996351031,1
1281,0,7/13,1->13,1,13,0,52/1307,0.0397857689364958,52/1307,0.0397857689364958,0,5/11,3->11,3,11,0,44/1303,0.0337682271680737,44/1303,0.0337682271680737,1/5,1/3,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,16204037/35763441,0.453089427272952,-19559404/35763441,-0.546910572727048,25983739/35763441,0.726544713636476,30873590/35763441,0.863272356818238,4889851/35763441,0.136727643181762,16204037/35763441,0.453089427272952,-19559404/35763441,-0.546910572727048,4889851/35763441,0.136727643181762,0
1283,0,9/13,1->13,1,13,0,52/1309,0.0397249809014515,52/1309,0.0397249809014515,2/3,7/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,3/5,5/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,516/1309,0.394194041252865,-793/1309,-0.605805958747135,1825/2618,0.697097020626432,4443/5236,0.848548510313216,793/5236,0.151451489686784,1264/1309,0.965622612681436,-45/1309,-0.0343773873185638,45/5236,0.00859434682964095,1
1285,0,11/13,1->13,1,13,0,52/1311,0.0396643783371472,52/1311,0.0396643783371472,1/3,9/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,0,7/9,5->9,5,9,0,36/1303,0.0276285495011512,36/1303,0.0276285495011512,19595227/35872893,0.546240499755623,-16277666/35872893,-0.453759500244377,27734060/35872893,0.773120249877812,63606953/71745786,0.886560124938906,8138833/71745786,0.113439875061094,19595227/35872893,0.546240499755623,-16277666/35872893,-0.453759500244377,8138833/71745786,0.113439875061094,0
1287,0,0,tie,1,13,1,1,1,1,1,0,0,tie,3,11,1,1,1,1,1,2/5,0,9->5,9,5,0,20/1297,0.015420200462606,2574/1297,1.98457979953739,2614/3891,0.671806733487535,-1277/3891,-0.328193266512465,6505/7782,0.835903366743768,14287/15564,0.917951683371884,1277/15564,0.0820483166281162,5168/3891,1.32819326651246,1277/3891,0.328193266512465,1277/15564,0.0820483166281162,0
1289,0,2/13,1->13,1,13,0,52/1315,0.0395437262357414,52/1315,0.0395437262357414,2/3,2/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,4/5,2/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,3628/9205,0.394133623030961,-5577/9205,-0.605866376969039,12833/18410,0.697066811515481,31243/36820,0.84853340575774,5577/36820,0.15146659424226,8888/9205,0.965562194459533,-317/9205,-0.0344378055404671,317/36820,0.00860945138511678,1
1291,0,4/13,1->13,1,13,0,52/1317,0.0394836750189825,52/1317,0.0394836750189825,1/3,4/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,1/5,4/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,26704/27657,0.96554217738728,-953/27657,-0.0344578226127201,54361/55314,0.98277108869364,109675/110628,0.99138554434682,953/110628,0.00861445565318003,26704/27657,0.96554217738728,-953/27657,-0.0344578226127201,953/110628,0.00861445565318003,1
1293,0,6/13,1->13,1,13,0,52/1319,0.0394238059135709,52/1319,0.0394238059135709,0,6/11,3->11,3,11,0,44/1315,0.0334600760456274,44/1315,0.0334600760456274,3/5,2/3,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,16495277/36424185,0.452866055891161,-19928908/36424185,-0.547133944108839,26459731/36424185,0.726433027945581,31441958/36424185,0.86321651397279,4982227/36424185,0.13678348602721,16495277/36424185,0.452866055891161,-19928908/36424185,-0.547133944108839,4982227/36424185,0.13678348602721,0
1295,0,8/13,1->13,1,13,0,52/1321,0.0393641180923543,52/1321,0.0393641180923543,2/3,8/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,0,8/9,5->9,5,9,0,36/1313,0.0274181264280274,36/1313,0.0274181264280274,6630009/12141311,0.546070271982984,-5511302/12141311,-0.453929728017016,9385660/12141311,0.773035135991492,21526971/24282622,0.886517567995746,2755651/24282622,0.113482432004254,6630009/12141311,0.546070271982984,-5511302/12141311,-0.453929728017016,2755651/24282622,0.113482432004254,0
1297,0,10/13,1->13,1,13,0,52/1323,0.0393046107331822,52/1323,0.0393046107331822,1/3,10/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,2/5,1/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,3076/3969,0.775006298815823,-893/3969,-0.224993701184177,7045/7938,0.887503149407911,14983/15876,0.943751574703956,893/15876,0.0562484252960443,3832/3969,0.965482489292013,-137/3969,-0.0345175107079869,137/15876,0.00862937767699672,1
1299,0,12/13,1->13,1,13,0,52/1325,0.0392452830188679,52/1325,0.0392452830188679,0,1/11,3->11,3,11,0,44/1321,0.0333080999242998,44/1321,0.0333080999242998,4/5,1/3,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,3213523/12252275,0.262279699076294,-9038752/12252275,-0.737720300923706,7732899/12252275,0.631139849538147,9992587/12252275,0.815569924769074,2259688/12252275,0.184430075230926,16641869/36756825,0.452755889552484,-20114956/36756825,-0.547244110447516,5028739/36756825,0.136811027611879,0
1301,0,1/13,1->13,1,13,0,52/1327,0.0391861341371515,52/1327,0.0391861341371515,2/3,3/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,1/5,5/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,16288/27867,0.584490616140955,-11579/27867,-0.415509383859045,44155/55734,0.792245308070478,99889/111468,0.896122654035239,11579/111468,0.103877345964761,8968/9289,0.965442997093336,-321/9289,-0.0345570029066638,321/37156,0.00863925072666595,1
1303,0,3/13,1->13,1,13,0,52/1329,0.0391271632806622,52/1329,0.0391271632806622,1/3,5/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,3/5,7/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,26944/27909,0.965423340141173,-965/27909,-0.0345766598588269,54853/55818,0.982711670070587,110671/111636,0.991355835035293,965/111636,0.00864416496470673,26944/27909,0.965423340141173,-965/27909,-0.0345766598588269,965/111636,0.00864416496470673,1
1305,0,5/13,1->13,1,13,0,52/1331,0.039068369646882,52/1331,0.039068369646882,0,7/11,3->11,3,11,0,44/1327,0.0331574981160512,44/1327,0.0331574981160512,0,0,tie,5,9,1,1,1,1,1,1893805/5298711,0.357408622587644,-3404906/5298711,-0.642591377412356,3596258/5298711,0.678704311293822,8894969/10597422,0.839352155646911,1702453/10597422,0.160647844353089,1893805/5298711,0.357408622587644,-3404906/5298711,-0.642591377412356,1702453/10597422,0.160647844353089,0
1307,0,7/13,1->13,1,13,0,52/1333,0.0390097524381095,52/1333,0.0390097524381095,2/3,9/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,2/5,2/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,21692/27993,0.774908012717465,-6301/27993,-0.225091987282535,49685/55986,0.887454006358733,105671/111972,0.943727003179366,6301/111972,0.0562729968206337,9008/9331,0.965384203193656,-323/9331,-0.0346157968063444,323/37324,0.00865394920158611,1
1309,0,9/13,1->13,1,13,0,52/1335,0.0389513108614232,52/1335,0.0389513108614232,1/3,0,11->3,11,3,0,12/1315,0.0091254752851711,2618/1315,1.99087452471483,4/5,4/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,374737/1474641,0.254120833477436,-1099904/1474641,-0.745879166522564,924689/1474641,0.627060416738718,1199665/1474641,0.813530208369359,274976/1474641,0.186469791630641,8148719/7373205,1.10518004043018,775514/7373205,0.105180040430179,387757/14746410,0.0262950101075448,0
1311,0,11/13,1->13,1,13,0,52/1337,0.0388930441286462,52/1337,0.0388930441286462,0,2/11,3->11,3,11,0,44/1333,0.0330082520630158,44/1333,0.0330082520630158,1/5,2/3,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,345653/763809,0.452538527301983,-418156/763809,-0.547461472698017,554731/763809,0.726269263650991,659270/763809,0.863134631825496,104539/763809,0.136865368174504,345653/763809,0.452538527301983,-418156/763809,-0.547461472698017,104539/763809,0.136865368174504,0
1313,0,0,tie,1,13,1,1,1,1,1,2/3,4/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,3/5,8/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,19/21,0.904761904761905,-2/21,-0.0952380952380952,20/21,0.952380952380952,41/42,0.976190476190476,1/42,0.0238095238095238,9/7,1.28571428571429,2/7,0.285714285714286,1/14,0.0714285714285714,0
1315,0,2/13,1->13,1,13,0,52/1341,0.0387770320656227,52/1341,0.0387770320656227,1/3,6/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,0,1/9,5->9,5,9,0,36/1333,0.027006751687922,36/1333,0.027006751687922,20486227/37538613,0.545737451727372,-17052386/37538613,-0.454262548272628,29012420/37538613,0.772868725863686,66551033/75077226,0.886434362931843,8526193/75077226,0.113565637068157,20486227/37538613,0.545737451727372,-17052386/37538613,-0.454262548272628,8526193/75077226,0.113565637068157,0
1317,0,4/13,1->13,1,13,0,52/1343,0.0387192851824274,52/1343,0.0387192851824274,0,8/11,3->11,3,11,0,44/1339,0.0328603435399552,44/1339,0.0328603435399552,2/5,1/3,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,3297475/12587939,0.261955114336032,-9290464/12587939,-0.738044885663968,7942707/12587939,0.630977557168016,10265323/12587939,0.815488778584008,2322616/12587939,0.184511221415992,17085533/37763817,0.452431304812223,-20678284/37763817,-0.547568695187777,5169571/37763817,0.136892173796944,0
1319,0,6/13,1->13,1,13,0,52/1345,0.0386617100371747,52/1345,0.0386617100371747,2/3,10/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,4/5,5/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,21884/28245,0.77479199858382,-6361/28245,-0.22520800141618,50129/56490,0.88739599929191,106619/112980,0.943697999645955,6361/112980,0.056302000354045,9088/9415,0.965268189060011,-327/9415,-0.0347318109399894,327/37660,0.00868295273499734,1
1321,0,8/13,1->13,1,13,0,52/1347,0.0386043058648849,52/1347,0.0386043058648849,1/3,1/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,1/5,7/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,16528/28287,0.584296673383533,-11759/28287,-0.415703326616467,44815/56574,0.792148336691767,101389/113148,0.896074168345883,11759/113148,0.103925831654117,27304/28287,0.965249054335914,-983/28287,-0.034750945664086,983/113148,0.00868773641602149,1
1323,0,10/13,1->13,1,13,0,52/1349,0.0385470719051149,52/1349,0.0385470719051149,0,3/11,3->11,3,11,0,44/1345,0.0327137546468401,44/1345,0.0327137546468401,3/5,0,9->5,9,5,0,20/1333,0.0150037509377344,2646/1333,1.98499624906227,69546556/2418601865,0.0287548591632298,-2349055309/2418601865,-0.97124514083677,2488148421/4837203730,0.514377429581615,7325352151/9674407460,0.757188714790807,2349055309/9674407460,0.242811285209193,4973267198/7255805595,0.68541902520474,-2282538397/7255805595,-0.31458097479526,2282538397/29023222380,0.078645243698815,0
1325,0,12/13,1->13,1,13,0,52/1351,0.0384900074019245,52/1351,0.0384900074019245,2/3,5/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,0,2/9,5->9,5,9,0,36/1343,0.0268056589724497,36/1343,0.0268056589724497,896069/5443179,0.164622364981934,-4547110/5443179,-0.835377635018066,3169624/5443179,0.582311182490967,8612803/10886358,0.791155591245484,2273555/10886358,0.208844408754516,989887/1814393,0.545574745934315,-824506/1814393,-0.454425254065685,412253/3628786,0.113606313516421,0
1327,0,1/13,1->13,1,13,0,52/1353,0.0384331116038433,52/1353,0.0384331116038433,1/3,7/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,2/5,4/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,27424/28413,0.965191989582234,-989/28413,-0.0348080104177665,55837/56826,0.982595994791117,112663/113652,0.991297997395558,989/113652,0.00870200260444163,27424/28413,0.965191989582234,-989/28413,-0.0348080104177665,989/113652,0.00870200260444163,1
1329,0,3/13,1->13,1,13,0,52/1355,0.0383763837638376,52/1355,0.0383763837638376,0,9/11,3->11,3,11,0,44/1351,0.0325684678016284,44/1351,0.0325684678016284,4/5,2/3,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,479149/1830605,0.261743521950393,-1351456/1830605,-0.738256478049607,1154877/1830605,0.630871760975197,1492741/1830605,0.815435880487598,337864/1830605,0.184564119512402,2483507/5491815,0.452219712426584,-3008308/5491815,-0.547780287573416,752077/5491815,0.136945071893354,0
1331,0,5/13,1->13,1,13,0,52/1357,0.0383198231392778,52/1357,0.0383198231392778,2/3,0,11->3,11,3,0,12/1337,0.00897531787584144,2662/1337,1.99102468212416,1/5,8/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,2418491/5442927,0.444336475576468,-3024436/5442927,-0.555663524423532,3930709/5442927,0.722168237788234,4686818/5442927,0.861084118894117,756109/5442927,0.138915881105883,2004847/1814309,1.10501959699257,190538/1814309,0.105019596992574,95269/3628618,0.0262548992481435,0
1333,0,7/13,1->13,1,13,0,52/1359,0.0382634289919058,52/1359,0.0382634289919058,1/3,2/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,3/5,1/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,11236/28539,0.393706857283016,-17303/28539,-0.606293142716984,39775/57078,0.696853428641508,96853/114156,0.848426714320754,17303/114156,0.151573285679246,27544/28539,0.965135428711588,-995/28539,-0.0348645712884123,995/114156,0.00871614282210309,1
1335,0,9/13,1->13,1,13,0,52/1361,0.0382072005878031,52/1361,0.0382072005878031,0,4/11,3->11,3,11,0,44/1357,0.0324244657332351,44/1357,0.0324244657332351,0,1/3,5->9,5,9,0,12/451,0.0266075388026608,12/451,0.0266075388026608,80994572/2498824581,0.0324130683745663,-2417830009/2498824581,-0.967586931625434,2579819153/4997649162,0.516206534187283,7577468315/9995298324,0.758103267093642,2417830009/9995298324,0.241896732906358,80994572/2498824581,0.0324130683745663,-2417830009/2498824581,-0.967586931625434,2417830009/9995298324,0.241896732906358,0
1337,0,11/13,1->13,1,13,0,52/1363,0.0381511371973588,52/1363,0.0381511371973588,2/3,6/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,2/5,5/9,5->9,5,9,0,9/7,1.28571428571429,9/7,1.28571428571429,16720/28623,0.584145617161024,-11903/28623,-0.415854382838976,45343/57246,0.792072808580512,102589/114492,0.896036404290256,11903/114492,0.103963595709744,9208/9541,0.965097998113405,-333/9541,-0.0349020018865947,333/38164,0.00872550047164867,1
1339,0,0,tie,1,13,1,1,1,1,1,1/3,8/11,3->11,3,11,0,11/7,1.57142857142857,11/7,1.57142857142857,4/5,7/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,23/21,1.0952380952381,2/21,0.0952380952380952,22/21,1.04761904761905,43/42,1.02380952380952,1/42,0.0238095238095238,9/7,1.28571428571429,2/7,0.285714285714286,1/14,0.0714285714285714,0
1341,0,2/13,1->13,1,13,0,52/1367,0.0380395025603511,52/1367,0.0380395025603511,0,10/11,3->11,3,11,0,44/1363,0.0322817314746882,44/1363,0.0322817314746882,1/5,0,9->5,9,5,0,20/1351,0.0148038490007402,2682/1351,1.98519615099926,71425948/2517211571,0.0283750276785932,-2445785623/2517211571,-0.971624972321407,2588637519/5034423142,0.514187513839297,7623060661/10068846284,0.757093756919648,2445785623/10068846284,0.242906243080352,5174172146/7551634713,0.6851724616781,-2377462567/7551634713,-0.3148275383219,2377462567/30206538852,0.0787068845804751,0
1343,0,4/13,1->13,1,13,0,52/1369,0.0379839298758218,52/1369,0.0379839298758218,2/3,1/11,11->3,11,3,0,3/7,0.428571428571429,11/7,1.57142857142857,3/5,2/9,9->5,9,5,0,5/7,0.714285714285714,9/7,1.28571428571429,3772/9583,0.393613690910988,-5811/9583,-0.606386309089012,13355/19166,0.696806845455494,32521/38332,0.848403422727747,5811/38332,0.151596577272253,9248/9583,0.96504226233956,-335/9583,-0.0349577376604404,335/38332,0.00873943441511009,1
