m,current_prime,next_prime,residue,phase_turn,phase_degrees,ara_phase_x,next_m,next_phase_turn,delta_turn,delta_degrees,distance_golden_angle,distance_thirty_six,distance_reverse_golden,distance_one_over_e,distance_three_eighths,distance_two_fifths,distance_one_fifth,distance_one_sixth,distance_one_quarter,distance_one_third,distance_one_half,distance_zero
1030,8219,8221,1379,0.16774115071159226,60.38681425617322,0.3354823014231845,1031,0.2813752885433119,0.11363413783171963,40.908289619419065,0.2683318734183855,0.013634137831719628,0.4956001490818248,0.25424530333972273,0.2613658621682804,0.2863658621682804,0.08636586216828035,0.053032528834947024,0.1363658621682804,0.21969919550161365,0.3863658621682804,0.11363413783171963
1031,8221,8231,2316,0.2813752885433119,101.29510387559229,0.5627505770866238,1032,0.382970970484635,0.10159568194132312,36.57444549887632,0.28037032930878203,0.0015956819413231182,0.4835616931914284,0.26628375923011927,0.27340431805867693,0.29840431805867684,0.09840431805867689,0.06507098472534356,0.14840431805867693,0.2317376513920102,0.39840431805867693,0.10159568194132312
1032,8231,8233,3153,0.382970970484635,137.86954937446862,0.76594194096927,1033,0.9645502003156489,0.5815792298310138,209.36852273916497,0.1996132185809087,0.48157922983101387,0.03645475891888095,0.2136997886595715,0.20657922983101384,0.18157922983101382,0.38157922983101383,0.4149125631643472,0.33157922983101384,0.24824589649768053,0.08157922983101384,0.41842077016898616
1033,8233,8237,7945,0.9645502003156489,347.23807211363356,1.9291004006312977,1034,0.6502486958631566,0.6856984955475077,246.8514583971028,0.30373248429740257,0.41430150445249225,0.06766450679761293,0.3178190543760654,0.3106984955475077,0.2856984955475077,0.4856984955475077,0.4809681711191589,0.4356984955475077,0.3523651622141744,0.18569849554750772,0.3143015044524923
1034,8237,8243,5360,0.6502486958631566,234.08953051073638,1.3004973917263132,1035,0.006414135301948445,0.35616543943879186,128.21955819796506,0.025800571811313233,0.2561654394387919,0.2618685493111029,0.01171400173265047,0.018834560561208136,0.04383456056120816,0.15616543943879185,0.1894987727721252,0.10616543943879186,0.02283210610545855,0.14383456056120814,0.35616543943879186
1035,8243,8263,53,0.006414135301948445,2.3090887087014402,0.01282827060389689,1036,0.015600435360986818,0.009186300059038373,3.3070680212538144,0.3727797111910668,0.09081369994096167,0.39115231130914363,0.3586931411124039,0.3658136999409616,0.3908136999409617,0.19081369994096165,0.15748036660762832,0.24081369994096158,0.32414703327429495,0.4908136999409616,0.009186300059038373
1036,8263,8269,129,0.015600435360986818,5.616156729955255,0.031200870721973636,1037,0.626133204399855,0.6105327690388682,219.79179685399257,0.22856675778876306,0.48946723096113176,0.007501219711026574,0.24265332786742588,0.23553276903886822,0.2105327690388682,0.4105327690388682,0.4438661023722016,0.3605327690388682,0.2771994357055349,0.11053276903886822,0.3894672309611318
1037,8269,8273,5180,0.626133204399855,225.4079535839478,1.25226640879971,1038,0.4587908772776638,0.8326576728778088,299.7567622360112,0.45069166162770363,0.2673423271221912,0.214623684127914,0.46477823170636645,0.4576576728778088,0.43265767287780876,0.36734232712219117,0.33400899378885784,0.4173423271221912,0.49932433954447547,0.3326576728778088,0.16734232712219121
1038,8273,8287,3802,0.4587908772776638,165.16471581995899,0.9175817545553276,1039,0.5094680979375226,0.050677220659858746,18.24379943754915,0.3312887905902464,0.04932277934014129,0.432643231909964,0.31720222051158364,0.3243227793401413,0.3493227793401412,0.14932277934014127,0.11598944600680794,0.1993227793401413,0.28265611267347457,0.4493227793401413,0.050677220659858746
1039,8287,8291,4224,0.5094680979375226,183.40851525750813,1.0189361958750451,1040,0.22042686603159292,0.7109587680940703,255.94515651386533,0.3289927568439652,0.38904123190592965,0.09292477934417553,0.343079326922628,0.3359587680940703,0.3109587680940703,0.48904123190592963,0.4557078985725963,0.4609587680940703,0.377625434760737,0.21095876809407033,0.2890412319059297
1040,8291,8293,1828,0.22042686603159292,79.35367177137346,0.44085373206318584,1041,0.27045920212124863,0.05003233608965571,18.011640992276057,0.33193367516044947,0.04996766391034435,0.43199834733976095,0.3178471050817866,0.32496766391034426,0.3499676639103443,0.14996766391034433,0.116634330577011,0.19996766391034426,0.28330099724367763,0.44996766391034426,0.05003233608965571
1041,8293,8297,2244,0.27045920212124863,97.36531276364951,0.5409184042424973,1042,0.28155456623751657,0.011095364116267936,3.994331081856457,0.3708706471338372,0.0889046358837321,0.3930613753663732,0.35678407705517445,0.3639046358837321,0.38890463588373203,0.18890463588373207,0.15557130255039875,0.23890463588373212,0.3222379692170654,0.4889046358837321,0.011095364116267936
1042,8297,8311,2340,0.28155456623751657,101.35964384550597,0.5631091324750331,1043,0.2867620536251052,0.0052074873875886385,1.8746954595319099,0.3767585238625165,0.0947925126124114,0.3871734986376938,0.36267195378385364,0.3697925126124113,0.39479251261241144,0.19479251261241137,0.16145917927907805,0.2447925126124113,0.3281258459457447,0.4947925126124113,0.0052074873875886385
1043,8311,8317,2385,0.2867620536251052,103.23433930503788,0.5735241072502104,1044,0.3737543522631768,0.08699229863807162,31.317227509705784,0.29497371261203353,0.013007701361928414,0.4689583098881769,0.28088714253337077,0.28800770136192844,0.31300770136192835,0.11300770136192839,0.07967436802859507,0.16300770136192844,0.2463410346952617,0.41300770136192844,0.08699229863807162
1044,8317,8329,3113,0.3737543522631768,134.55156681474367,0.7475087045263537,1045,0.7592481743086317,0.38549382204545485,138.77777593636375,0.003527810795349695,0.2854938220454548,0.23254016670444,0.017614380874012514,0.010493822045454848,0.01450617795454523,0.18549382204545484,0.2188271553787882,0.13549382204545485,0.05216048871212153,0.1145061779545451,0.38549382204545485
1045,8329,8353,6342,0.7592481743086317,273.3293427511074,1.5184963486172633,1046,0.7956474949180916,0.03639932060945994,13.103755419405578,0.34556669064064516,0.06360067939054004,0.41836533185956515,0.3314801205619824,0.33860067939054006,0.3636006793905401,0.16360067939054002,0.1302673460572067,0.21360067939054006,0.2969340127238733,0.46360067939054006,0.03639932060945994
1046,8353,8363,6654,0.7956474949180916,286.433098170513,1.5912949898361832,1047,0.8937746445214482,0.09812714960335656,35.32577385720836,0.28383886164674865,0.0018728503966434218,0.48009316085346176,0.2697522915680858,0.27687285039664344,0.30187285039664347,0.10187285039664351,0.06853951706331007,0.15187285039664344,0.23520618372997681,0.40187285039664344,0.09812714960335656
1047,8363,8369,7480,0.8937746445214482,321.75887202772134,1.7875492890428963,1048,0.44753491703473797,0.5537602725132897,199.3536981047843,0.1717942612631846,0.45376027251328976,0.06427371623660505,0.1858808313418474,0.17876027251328974,0.15376027251328972,0.35376027251328973,0.3870936058466231,0.30376027251328974,0.22042693917995643,0.05376027251328974,0.44623972748671026
1048,8369,8377,3749,0.44753491703473797,161.11257013250568,0.8950698340694759,1049,0.4444974365088828,0.9969625194741448,358.9065070106921,0.3850034917759604,0.10303748052585515,0.37892853072425003,0.3709169216972975,0.3780374805258552,0.4030374805258552,0.20303748052585524,0.1697041471925218,0.2530374805258552,0.33637081385918854,0.4969625194741448,0.003037480525855174
1049,8377,8387,3728,0.4444974365088828,160.01907714319782,0.8889948730177656,1050,0.31112170699725833,0.8666242704883755,311.9847373758152,0.4846582592382704,0.23337572951162444,0.24859028173848075,0.4987448293169332,0.49162427048837554,0.4666242704883755,0.3333757295116244,0.3000423961782911,0.38337572951162446,0.4667090628449577,0.36662427048837554,0.13337572951162446
1050,8387,8389,2610,0.31112170699725833,112.003814519013,0.6222434139945167,1051,0.1392089321772182,0.8280872251799598,298.1114010647855,0.44612121392985465,0.27191277482004017,0.21005323643006502,0.4602077840085175,0.4530872251799598,0.4280872251799598,0.37191277482004015,0.3385794414867068,0.4219127748200402,0.4947538918466265,0.3280872251799598,0.1719127748200402
1051,8389,8419,1172,0.1392089321772182,50.11521558379855,0.2784178643544364,1052,0.09652142941944675,0.9573124972422286,344.6324990072023,0.42465351400787665,0.14268750275777142,0.33927850849233376,0.4105669439292138,0.41768750275777144,0.44268750275777147,0.2426875027577715,0.20935416942443807,0.29268750275777144,0.3760208360911048,0.45731249724222856,0.042687502757771445
