rung,entity,axis,axis_bin,coordinate_low,coordinate_high,starting_events,threshold_index,threshold_q,adult_progress,conditional_survival,global_survival,redistribution_log2
r9,edge,u,7,1.1666666666666667,1.3333333333333333,255056,17,5197,0.7388360799769381,0.16840615394266356,0.16857786112521575,-0.001470224765064538
r9,edge,u,8,1.3333333333333333,1.5,83755,17,5197,0.7388360799769381,0.1666407975643245,0.16857786112521575,-0.01667343404816817
r9,edge,u,9,1.5,1.6666666666666667,6073,17,5197,0.7388360799769381,0.1752017124979417,0.16857786112521575,0.055601793058269615
r9,edge,u,10,1.6666666666666667,1.8333333333333333,0,17,5197,0.7388360799769381,nan,0.16857786112521575,nan
r9,edge,u,11,1.8333333333333333,2.0,0,17,5197,0.7388360799769381,nan,0.16857786112521575,nan
r9,edge,u,0,0.0,0.16666666666666666,0,18,7039,0.782599854750315,nan,0.1538716249669192,nan
r9,edge,u,1,0.16666666666666666,0.3333333333333333,0,18,7039,0.782599854750315,nan,0.1538716249669192,nan
r9,edge,u,2,0.3333333333333333,0.5,2581,18,7039,0.782599854750315,0.1503293297171639,0.1538716249669192,-0.03360070188266015
r9,edge,u,3,0.5,0.6666666666666666,65805,18,7039,0.782599854750315,0.15482106222931388,0.1538716249669192,0.008874539670627514
r9,edge,u,4,0.6666666666666666,0.8333333333333334,251077,18,7039,0.782599854750315,0.15513169266798632,0.1538716249669192,0.011766239365996104
r9,edge,u,5,0.8333333333333334,1.0,306444,18,7039,0.782599854750315,0.15339833705342576,0.1538716249669192,-0.004444369773181311
r9,edge,u,6,1.0,1.1666666666666667,608675,18,7039,0.782599854750315,0.15373228734546351,0.1538716249669192,-0.0013070165962541201
r9,edge,u,7,1.1666666666666667,1.3333333333333333,255056,18,7039,0.782599854750315,0.15387993225017252,0.1538716249669192,7.788669837529526e-05
r9,edge,u,8,1.3333333333333333,1.5,83755,18,7039,0.782599854750315,0.1515611008298012,0.1538716249669192,-0.021827689176503736
r9,edge,u,9,1.5,1.6666666666666667,6073,18,7039,0.782599854750315,0.16235797793512266,0.1538716249669192,0.07745106455202028
r9,edge,u,10,1.6666666666666667,1.8333333333333333,0,18,7039,0.782599854750315,nan,0.1538716249669192,nan
r9,edge,u,11,1.8333333333333333,2.0,0,18,7039,0.782599854750315,nan,0.1538716249669192,nan
r9,edge,u,0,0.0,0.16666666666666666,0,19,9511,0.8260171843173167,nan,0.14015433064086216,nan
r9,edge,u,1,0.16666666666666666,0.3333333333333333,0,19,9511,0.8260171843173167,nan,0.14015433064086216,nan
r9,edge,u,2,0.3333333333333333,0.5,2581,19,9511,0.8260171843173167,0.13870592793490896,0.14015433064086216,-0.014986876961128543
r9,edge,u,3,0.5,0.6666666666666666,65805,19,9511,0.8260171843173167,0.14091634374287668,0.14015433064086216,0.007822624820215118
r9,edge,u,4,0.6666666666666666,0.8333333333333334,251077,19,9511,0.8260171843173167,0.14120767732607925,0.14015433064086216,0.010802205669349226
r9,edge,u,5,0.8333333333333334,1.0,306444,19,9511,0.8260171843173167,0.13968294370260145,0.14015433064086216,-0.004860455012705341
r9,edge,u,6,1.0,1.1666666666666667,608675,19,9511,0.8260171843173167,0.140120754097014,0.14015433064086216,-0.00034566549914326583
r9,edge,u,7,1.1666666666666667,1.3333333333333333,255056,19,9511,0.8260171843173167,0.1401770591556364,0.14015433064086216,0.0002339396643897603
r9,edge,u,8,1.3333333333333333,1.5,83755,19,9511,0.8260171843173167,0.13771118142200467,0.14015433064086216,-0.025370619557760314
r9,edge,u,9,1.5,1.6666666666666667,6073,19,9511,0.8260171843173167,0.1488555903178001,0.14015433064086216,0.0868970804336995
r9,edge,u,10,1.6666666666666667,1.8333333333333333,0,19,9511,0.8260171843173167,nan,0.14015433064086216,nan
r9,edge,u,11,1.8333333333333333,2.0,0,19,9511,0.8260171843173167,nan,0.14015433064086216,nan
r9,edge,u,0,0.0,0.16666666666666666,0,20,12853,0.8694554758006179,nan,0.12729808682174862,nan
r9,edge,u,1,0.16666666666666666,0.3333333333333333,0,20,12853,0.8694554758006179,nan,0.12729808682174862,nan
r9,edge,u,2,0.3333333333333333,0.5,2581,20,12853,0.8694554758006179,0.12785741960480435,0.12729808682174862,0.006325146074223989
r9,edge,u,3,0.5,0.6666666666666666,65805,20,12853,0.8694554758006179,0.1272243750474888,0.12729808682174862,-0.0008356324496619106
r9,edge,u,4,0.6666666666666666,0.8333333333333334,251077,20,12853,0.8694554758006179,0.12844266898202544,0.12729808682174862,0.012913812089613494
r9,edge,u,5,0.8333333333333334,1.0,306444,20,12853,0.8694554758006179,0.12657124955946275,0.12729808682174862,-0.008261000670066703
r9,edge,u,6,1.0,1.1666666666666667,608675,20,12853,0.8694554758006179,0.12744239536698568,0.12729808682174862,0.0016345517057460902
r9,edge,u,7,1.1666666666666667,1.3333333333333333,255056,20,12853,0.8694554758006179,0.12716815130794806,0.12729808682174862,-0.0014733375953154956
r9,edge,u,8,1.3333333333333333,1.5,83755,20,12853,0.8694554758006179,0.12544922691182617,0.12729808682174862,-0.021107156882794686
r9,edge,u,9,1.5,1.6666666666666667,6073,20,12853,0.8694554758006179,0.13370657006421868,0.12729808682174862,0.07085962125748124
r9,edge,u,10,1.6666666666666667,1.8333333333333333,0,20,12853,0.8694554758006179,nan,0.12729808682174862,nan
r9,edge,u,11,1.8333333333333333,2.0,0,20,12853,0.8694554758006179,nan,0.12729808682174862,nan
r9,edge,u,0,0.0,0.16666666666666666,0,21,17387,0.9130405189480986,nan,0.11509586151268847,nan
r9,edge,u,1,0.16666666666666666,0.3333333333333333,0,21,17387,0.9130405189480986,nan,0.11509586151268847,nan
r9,edge,u,2,0.3333333333333333,0.5,2581,21,17387,0.9130405189480986,0.11933359163115072,0.11509586151268847,0.05216424988836298
r9,edge,u,3,0.5,0.6666666666666666,65805,21,17387,0.9130405189480986,0.1148696907529823,0.11509586151268847,-0.0028377775315710217
r9,edge,u,4,0.6666666666666666,0.8333333333333334,251077,21,17387,0.9130405189480986,0.11608789335542483,0.11509586151268847,0.01238156379371765
r9,edge,u,5,0.8333333333333334,1.0,306444,21,17387,0.9130405189480986,0.1144744227330279,0.11509586151268847,-0.007810669734116508
r9,edge,u,6,1.0,1.1666666666666667,608675,21,17387,0.9130405189480986,0.11527826836981969,0.11509586151268847,0.002284610024006075
r9,edge,u,7,1.1666666666666667,1.3333333333333333,255056,21,17387,0.9130405189480986,0.11487673295276331,0.11509586151268847,-0.002749334399004912
r9,edge,u,8,1.3333333333333333,1.5,83755,21,17387,0.9130405189480986,0.11325890991582592,0.11509586151268847,-0.0232114101165071
r9,edge,u,9,1.5,1.6666666666666667,6073,21,17387,0.9130405189480986,0.1223448048740326,0.11509586151268847,0.08811688197595453
r9,edge,u,10,1.6666666666666667,1.8333333333333333,0,21,17387,0.9130405189480986,nan,0.11509586151268847,nan
r9,edge,u,11,1.8333333333333333,2.0,0,21,17387,0.9130405189480986,nan,0.11509586151268847,nan
r9,edge,u,0,0.0,0.16666666666666666,0,22,23497,0.956481944915498,nan,0.10349763780923427,nan
r9,edge,u,1,0.16666666666666666,0.3333333333333333,0,22,23497,0.956481944915498,nan,0.10349763780923427,nan
r9,edge,u,2,0.3333333333333333,0.5,2581,22,23497,0.956481944915498,0.10693529639674544,0.10349763780923427,0.04714028499472523
r9,edge,u,3,0.5,0.6666666666666666,65805,22,23497,0.956481944915498,0.1033204163817339,0.10349763780923427,-0.0024724779291896235
r9,edge,u,4,0.6666666666666666,0.8333333333333334,251077,22,23497,0.956481944915498,0.10423893865228595,0.10349763780923427,0.01029645917785281
r9,edge,u,5,0.8333333333333334,1.0,306444,22,23497,0.956481944915498,0.10288013470650428,0.10349763780923427,-0.008633403798741831
r9,edge,u,6,1.0,1.1666666666666667,608675,22,23497,0.956481944915498,0.10383209430319958,0.10349763780923427,0.00465460634972957
r9,edge,u,7,1.1666666666666667,1.3333333333333333,255056,22,23497,0.956481944915498,0.10321654852267738,0.10349763780923427,-0.0039235465828885195
r9,edge,u,8,1.3333333333333333,1.5,83755,22,23497,0.956481944915498,0.10167751179034087,0.10349763780923427,-0.025597209720645282
r9,edge,u,9,1.5,1.6666666666666667,6073,22,23497,0.956481944915498,0.10785443767495471,0.10349763780923427,0.059487696885265846
r9,edge,u,10,1.6666666666666667,1.8333333333333333,0,22,23497,0.956481944915498,nan,0.10349763780923427,nan
r9,edge,u,11,1.8333333333333333,2.0,0,22,23497,0.956481944915498,nan,0.10349763780923427,nan
r9,edge,u,0,0.0,0.16666666666666666,0,23,31771,1.0,nan,0.09252937385166886,nan
r9,edge,u,1,0.16666666666666666,0.3333333333333333,0,23,31771,1.0,nan,0.09252937385166886,nan
r9,edge,u,2,0.3333333333333333,0.5,2581,23,31771,1.0,0.09686168151879117,0.09252937385166886,0.06601462019540302
r9,edge,u,3,0.5,0.6666666666666666,65805,23,31771,1.0,0.09236380214269432,0.09252937385166886,-0.002583865478169033
r9,edge,u,4,0.6666666666666666,0.8333333333333334,251077,23,31771,1.0,0.09323434643555563,0.09252937385166886,0.010950096518009536
r9,edge,u,5,0.8333333333333334,1.0,306444,23,31771,1.0,0.09191891503831043,0.09252937385166886,-0.00954965886322612
r9,edge,u,6,1.0,1.1666666666666667,608675,23,31771,1.0,0.09281307758656097,0.09252937385166886,0.004416670740054516
r9,edge,u,7,1.1666666666666667,1.3333333333333333,255056,23,31771,1.0,0.0923836333981557,0.09252937385166886,-0.002274140431812066
r9,edge,u,8,1.3333333333333333,1.5,83755,23,31771,1.0,0.09069309294967465,0.09252937385166886,-0.028918746706681996
r9,edge,u,9,1.5,1.6666666666666667,6073,23,31771,1.0,0.09715132553927219,0.09252937385166886,0.07032225202641655
r9,edge,u,10,1.6666666666666667,1.8333333333333333,0,23,31771,1.0,nan,0.09252937385166886,nan
r9,edge,u,11,1.8333333333333333,2.0,0,23,31771,1.0,nan,0.09252937385166886,nan
r9,edge,v,0,-1.0,-0.8333333333333334,320,0,31,0.0,0.95625,0.9354781932627863,0.0316838191980705
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,0,31,0.0,0.9353647124493113,0.9354781932627863,-0.00017502079574649844
r9,edge,v,2,-0.6666666666666667,-0.5,74294,0,31,0.0,0.9371416265108892,0.9354781932627863,0.0025630696671604647
r9,edge,v,3,-0.5,-0.33333333333333337,202029,0,31,0.0,0.935385513960867,0.9354781932627863,-0.000142937156635323
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,0,31,0.0,0.9350941576705687,0.9354781932627863,-0.0005923815263547693
r9,edge,v,5,-0.16666666666666663,0.0,328939,0,31,0.0,0.9351217094962896,0.9354781932627863,-0.0005498742596422302
r9,edge,v,6,0.0,0.16666666666666674,210634,0,31,0.0,0.9357890938784812,0.9354781932627863,0.0004793914623332569
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,0,31,0.0,0.935125797599762,0.9354781932627863,-0.0005435671943110278
r9,edge,v,8,0.33333333333333326,0.5,144418,0,31,0.0,0.9362475591685246,0.9354781932627863,0.0011860289232101051
r9,edge,v,9,0.5,0.6666666666666667,200585,0,31,0.0,0.9349801829648279,0.9354781932627863,-0.0007682362925420033
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,0,31,0.0,0.9364759872790951,0.9354781932627863,0.0015379784723885976
r9,edge,v,11,0.8333333333333333,1.0,11,0,31,0.0,1.0,0.9354781932627863,0.09622407139278102
r9,edge,v,0,-1.0,-0.8333333333333334,320,1,41,0.04033062259354249,0.859375,0.8417661412148156,0.02986832781820415
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,1,41,0.04033062259354249,0.8421139038925646,0.8417661412148156,0.0005959040837682794
r9,edge,v,2,-0.6666666666666667,-0.5,74294,1,41,0.04033062259354249,0.8441596898807441,0.8417661412148156,0.004096459104966985
r9,edge,v,3,-0.5,-0.33333333333333337,202029,1,41,0.04033062259354249,0.8418791361636201,0.8417661412148156,0.0001936479788476488
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,1,41,0.04033062259354249,0.8403257346441295,0.8417661412148156,-0.0024708138171916777
r9,edge,v,5,-0.16666666666666663,0.0,328939,1,41,0.04033062259354249,0.8415967702218344,0.8417661412148156,-0.0002903125532930711
r9,edge,v,6,0.0,0.16666666666666674,210634,1,41,0.04033062259354249,0.8421052631578947,0.8417661412148156,0.0005811008499589888
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,1,41,0.04033062259354249,0.8408602506033657,0.8417661412148156,-0.0015534334007277916
r9,edge,v,8,0.33333333333333326,0.5,144418,1,41,0.04033062259354249,0.8428727720921215,0.8417661412148156,0.0018953985875704914
r9,edge,v,9,0.5,0.6666666666666667,200585,1,41,0.04033062259354249,0.8411895206520926,0.8417661412148156,-0.000988603179176259
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,1,41,0.04033062259354249,0.8436053298981523,0.8417661412148156,0.0031487295132986808
r9,edge,v,11,0.8333333333333333,1.0,11,1,41,0.04033062259354249,0.8181818181818182,0.8417661412148156,-0.040998002901440164
r9,edge,v,0,-1.0,-0.8333333333333334,320,2,53,0.07736292532020142,0.778125,0.739533487900341,0.07338645447480839
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,2,53,0.07736292532020142,0.7393410057296712,0.739533487900341,-0.00037554650627767835
r9,edge,v,2,-0.6666666666666667,-0.5,74294,2,53,0.07736292532020142,0.7415942068000108,0.739533487900341,0.0040144963411257025
r9,edge,v,3,-0.5,-0.33333333333333337,202029,2,53,0.07736292532020142,0.739864078919363,0.739533487900341,0.0006447787157979042
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,2,53,0.07736292532020142,0.7382550695132731,0.739533487900341,-0.002496119377900032
r9,edge,v,5,-0.16666666666666663,0.0,328939,2,53,0.07736292532020142,0.738851276376471,0.739533487900341,-0.0013314845714974453
r9,edge,v,6,0.0,0.16666666666666674,210634,2,53,0.07736292532020142,0.740431269405699,0.739533487900341,0.0017503458485282333
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,2,53,0.07736292532020142,0.7391642146328562,0.739533487900341,-0.0007205647535604194
r9,edge,v,8,0.33333333333333326,0.5,144418,2,53,0.07736292532020142,0.7407594621169107,0.739533487900341,0.0023896720265726957
r9,edge,v,9,0.5,0.6666666666666667,200585,2,53,0.07736292532020142,0.7387840566343445,0.739533487900341,-0.001462745088238015
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,2,53,0.07736292532020142,0.7409725856447003,0.739533487900341,0.002804689383082582
r9,edge,v,11,0.8333333333333333,1.0,11,2,53,0.07736292532020142,0.7272727272727273,0.739533487900341,-0.02411900134320728
r9,edge,v,0,-1.0,-0.8333333333333334,320,3,73,0.12354767087366712,0.64375,0.6335337386179886,0.023079075550736117
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,3,73,0.12354767087366712,0.6339084894354058,0.6335337386179886,0.0008531373653890703
r9,edge,v,2,-0.6666666666666667,-0.5,74294,3,73,0.12354767087366712,0.6350041726115164,0.6335337386179886,0.0033446202305325
r9,edge,v,3,-0.5,-0.33333333333333337,202029,3,73,0.12354767087366712,0.6331615758133733,0.6335337386179886,-0.0008477452185287807
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,3,73,0.12354767087366712,0.632246658273285,0.6335337386179886,-0.0029339450587975166
r9,edge,v,5,-0.16666666666666663,0.0,328939,3,73,0.12354767087366712,0.6333484323841199,0.6335337386179886,-0.0004220445952654319
r9,edge,v,6,0.0,0.16666666666666674,210634,3,73,0.12354767087366712,0.6348642669274666,0.6335337386179886,0.003026727083332478
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,3,73,0.12354767087366712,0.6325833967004992,0.6335337386179886,-0.0021657614303545285
r9,edge,v,8,0.33333333333333326,0.5,144418,3,73,0.12354767087366712,0.6346369566120567,0.6335337386179886,0.0025100840707719943
r9,edge,v,9,0.5,0.6666666666666667,200585,3,73,0.12354767087366712,0.6331430565595633,0.6335337386179886,-0.0008899430198344347
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,3,73,0.12354767087366712,0.6334084779195684,0.6335337386179886,-0.0002852742400701509
r9,edge,v,11,0.8333333333333333,1.0,11,3,73,0.12354767087366712,0.7272727272727273,0.6335337386179886,0.19907502461758278
r9,edge,v,0,-1.0,-0.8333333333333334,320,4,103,0.17320917637713604,0.559375,0.5545462833641244,0.012507902101191466
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,4,103,0.17320917637713604,0.5549408152878791,0.5545462833641244,0.0010260403650590747
r9,edge,v,2,-0.6666666666666667,-0.5,74294,4,103,0.17320917637713604,0.5548092712735887,0.5545462833641244,0.0006840212018938706
r9,edge,v,3,-0.5,-0.33333333333333337,202029,4,103,0.17320917637713604,0.5545490993867217,0.5545462833641244,7.326081957360491e-06
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,4,103,0.17320917637713604,0.5530417079638906,0.5545462833641244,-0.0039195889098364925
r9,edge,v,5,-0.16666666666666663,0.0,328939,4,103,0.17320917637713604,0.5539537725839745,0.5545462833641244,-0.0015422866981689497
r9,edge,v,6,0.0,0.16666666666666674,210634,4,103,0.17320917637713604,0.5566337818205987,0.5545462833641244,0.005420592590379735
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,4,103,0.17320917637713604,0.5541210698581678,0.5545462833641244,-0.0011066501501270274
r9,edge,v,8,0.33333333333333326,0.5,144418,4,103,0.17320917637713604,0.5554570759877577,0.5545462833641244,0.0023675537289428667
r9,edge,v,9,0.5,0.6666666666666667,200585,4,103,0.17320917637713604,0.5542488221950794,0.5545462833641244,-0.000774075862315583
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,4,103,0.17320917637713604,0.5539430779759269,0.5545462833641244,-0.0015701395763266742
r9,edge,v,11,0.8333333333333333,1.0,11,4,103,0.17320917637713604,0.5454545454545454,0.5545462833641244,-0.02384889819184376
r9,edge,v,0,-1.0,-0.8333333333333334,320,5,139,0.21644792739953725,0.503125,0.4940283614841978,0.026323010802460665
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,5,139,0.21644792739953725,0.494212867954885,0.4940283614841978,0.0005387076868189678
r9,edge,v,2,-0.6666666666666667,-0.5,74294,5,139,0.21644792739953725,0.49392952324548417,0.4940283614841978,-0.0002886629876072999
r9,edge,v,3,-0.5,-0.33333333333333337,202029,5,139,0.21644792739953725,0.49421122710105975,0.4940283614841978,0.0005339177354441846
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,5,139,0.21644792739953725,0.4921164715651871,0.4940283614841978,-0.0055940617814846695
r9,edge,v,5,-0.16666666666666663,0.0,328939,5,139,0.21644792739953725,0.49348967437731617,0.4940283614841978,-0.0015739688118132037
r9,edge,v,6,0.0,0.16666666666666674,210634,5,139,0.21644792739953725,0.4961449718469003,0.4940283614841978,0.0061678654071253055
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,5,139,0.21644792739953725,0.4941068535722551,0.4940283614841978,0.00022919969798034464
r9,edge,v,8,0.33333333333333326,0.5,144418,5,139,0.21644792739953725,0.494744422440416,0.4940283614841978,0.0020895756596510085
r9,edge,v,9,0.5,0.6666666666666667,200585,5,139,0.21644792739953725,0.49391529775406934,0.4940283614841978,-0.0003302141411559503
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,5,139,0.21644792739953725,0.49309609113964814,0.4940283614841978,-0.0027250509277929606
r9,edge,v,11,0.8333333333333333,1.0,11,5,139,0.21644792739953725,0.5454545454545454,0.4940283614841978,0.14286510965906457
r9,edge,v,0,-1.0,-0.8333333333333334,320,6,181,0.2545337373477131,0.46875,0.44773233485241215,0.06618217827029456
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,6,181,0.2545337373477131,0.447817307218729,0.44773233485241215,0.00027377424121860614
r9,edge,v,2,-0.6666666666666667,-0.5,74294,6,181,0.2545337373477131,0.44827307723369314,0.44773233485241215,0.0017413431572202579
r9,edge,v,3,-0.5,-0.33333333333333337,202029,6,181,0.2545337373477131,0.447406065465849,0.44773233485241215,-0.0010516971379313572
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,6,181,0.2545337373477131,0.4459832310948006,0.44773233485241215,-0.005647046185796216
r9,edge,v,5,-0.16666666666666663,0.0,328939,6,181,0.2545337373477131,0.4473717011360769,0.44773233485241215,-0.0011625118005671614
r9,edge,v,6,0.0,0.16666666666666674,210634,6,181,0.2545337373477131,0.44968998357340223,0.44773233485241215,0.006294237447528296
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,6,181,0.2545337373477131,0.44753198664330346,0.44773233485241215,-0.0006457118096124436
r9,edge,v,8,0.33333333333333326,0.5,144418,6,181,0.2545337373477131,0.44859366560955005,0.44773233485241215,0.0027727366912205596
r9,edge,v,9,0.5,0.6666666666666667,200585,6,181,0.2545337373477131,0.4479796594959743,0.44773233485241215,0.0007967160160324889
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,6,181,0.2545337373477131,0.4456342337265005,0.44773233485241215,-0.006776447118615187
r9,edge,v,11,0.8333333333333333,1.0,11,6,181,0.2545337373477131,0.5454545454545454,0.44773233485241215,0.28482246474563466
r9,edge,v,0,-1.0,-0.8333333333333334,320,7,251,0.30169771904617315,0.44375,0.40040494698841256,0.14828732077642653
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,7,251,0.30169771904617315,0.4008471376270296,0.40040494698841256,0.001592373532561875
r9,edge,v,2,-0.6666666666666667,-0.5,74294,7,251,0.30169771904617315,0.40097450668963847,0.40040494698841256,0.00205071665122539
r9,edge,v,3,-0.5,-0.33333333333333337,202029,7,251,0.30169771904617315,0.40020987086012405,0.40040494698841256,-0.000703048112957726
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,7,251,0.30169771904617315,0.3990249390586912,0.40040494698841256,-0.004980881022697449
r9,edge,v,5,-0.16666666666666663,0.0,328939,7,251,0.30169771904617315,0.3996759277556021,0.40040494698841256,-0.0026291160210479758
r9,edge,v,6,0.0,0.16666666666666674,210634,7,251,0.30169771904617315,0.40191042281872824,0.40040494698841256,0.00541419283588633
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,7,251,0.30169771904617315,0.40005620392105,0.40040494698841256,-0.0012571001730454477
r9,edge,v,8,0.33333333333333326,0.5,144418,7,251,0.30169771904617315,0.4015704413577255,0.40040494698841256,0.004193281128029743
r9,edge,v,9,0.5,0.6666666666666667,200585,7,251,0.30169771904617315,0.40097215644240597,0.40040494698841256,0.0020422605027481406
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,7,251,0.30169771904617315,0.39829314439837366,0.40040494698841256,-0.0076291511315754275
r9,edge,v,11,0.8333333333333333,1.0,11,7,251,0.30169771904617315,0.5454545454545454,0.40040494698841256,0.4459991782429659
r9,edge,v,0,-1.0,-0.8333333333333334,320,8,337,0.34419862873899226,0.3875,0.3632987351421303,0.09303996749984854
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,8,337,0.34419862873899226,0.36313637930751425,0.3632987351421303,-0.0006448751077718217
r9,edge,v,2,-0.6666666666666667,-0.5,74294,8,337,0.34419862873899226,0.3634344630791181,0.3632987351421303,0.0005388883413015579
r9,edge,v,3,-0.5,-0.33333333333333337,202029,8,337,0.34419862873899226,0.3635666166738439,0.3632987351421303,0.0010633919305158056
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,8,337,0.34419862873899226,0.3615386675952961,0.3632987351421303,-0.007006387094704151
r9,edge,v,5,-0.16666666666666663,0.0,328939,8,337,0.34419862873899226,0.36280586978132723,0.3632987351421303,-0.0019585456867770587
r9,edge,v,6,0.0,0.16666666666666674,210634,8,337,0.34419862873899226,0.364556529335245,0.3632987351421303,0.004986198052659567
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,8,337,0.34419862873899226,0.36382120540880086,0.3632987351421303,0.002073290389731688
r9,edge,v,8,0.33333333333333326,0.5,144418,8,337,0.34419862873899226,0.36416513177027793,0.3632987351421303,0.0034364502945499063
r9,edge,v,9,0.5,0.6666666666666667,200585,8,337,0.34419862873899226,0.36380586783657803,0.3632987351421303,0.0020124695648834233
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,8,337,0.34419862873899226,0.3607141419427559,0.3632987351421303,-0.010300357214460161
r9,edge,v,11,0.8333333333333333,1.0,11,8,337,0.34419862873899226,0.5454545454545454,0.3632987351421303,0.5863026340841946
r9,edge,v,0,-1.0,-0.8333333333333334,320,9,467,0.39126025215842636,0.325,0.3242760527925261,0.003217230866359949
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,9,467,0.39126025215842636,0.32467042077785624,0.3242760527925261,0.0017534660559292005
r9,edge,v,2,-0.6666666666666667,-0.5,74294,9,467,0.39126025215842636,0.32445419549357957,0.3242760527925261,0.0007923342514684687
r9,edge,v,3,-0.5,-0.33333333333333337,202029,9,467,0.39126025215842636,0.3243197758737607,0.3242760527925261,0.00019450964615312937
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,9,467,0.39126025215842636,0.3226594519300313,0.3242760527925261,-0.007210199115236481
r9,edge,v,5,-0.16666666666666663,0.0,328939,9,467,0.39126025215842636,0.32408744478459534,0.3242760527925261,-0.0008393558440774898
r9,edge,v,6,0.0,0.16666666666666674,210634,9,467,0.39126025215842636,0.3251516849131669,0.3242760527925261,0.00389041246706084
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,9,467,0.39126025215842636,0.3247512149965286,0.3242760527925261,0.0021124359848368078
r9,edge,v,8,0.33333333333333326,0.5,144418,9,467,0.39126025215842636,0.32471021617803875,0.3242760527925261,0.0019302887799157434
r9,edge,v,9,0.5,0.6666666666666667,200585,9,467,0.39126025215842636,0.3250292893287135,0.3242760527925261,0.0033472421443385037
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,9,467,0.39126025215842636,0.32144438629684796,0.3242760527925261,-0.012653331538080568
r9,edge,v,11,0.8333333333333333,1.0,11,9,467,0.39126025215842636,0.5454545454545454,0.3242760527925261,0.7502364896964888
r9,edge,v,0,-1.0,-0.8333333333333334,320,10,631,0.43467667236173446,0.296875,0.2980127460800043,-0.00551842810535666
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,10,631,0.43467667236173446,0.2984846743609529,0.2980127460800043,0.0022828220518843374
r9,edge,v,2,-0.6666666666666667,-0.5,74294,10,631,0.43467667236173446,0.2985167039061028,0.2980127460800043,0.0024376252656664954
r9,edge,v,3,-0.5,-0.33333333333333337,202029,10,631,0.43467667236173446,0.29790772611852756,0.2980127460800043,-0.0005084966409237326
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,10,631,0.43467667236173446,0.29645067102408185,0.2980127460800043,-0.007581974125793809
r9,edge,v,5,-0.16666666666666663,0.0,328939,10,631,0.43467667236173446,0.29741076612989037,0.2980127460800043,-0.002917163218571831
r9,edge,v,6,0.0,0.16666666666666674,210634,10,631,0.43467667236173446,0.2988406430110998,0.2980127460800043,0.004002334860526491
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,10,631,0.43467667236173446,0.2989222071610408,0.2980127460800043,0.004396043487051531
r9,edge,v,8,0.33333333333333326,0.5,144418,10,631,0.43467667236173446,0.298681604786107,0.2980127460800043,0.003234351192059312
r9,edge,v,9,0.5,0.6666666666666667,200585,10,631,0.43467667236173446,0.2990054091781539,0.2980127460800043,0.004797547398145922
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,10,631,0.43467667236173446,0.29523771184734915,0.2980127460800043,-0.013497022286581848
