scale,sector,theta_center,center_number,q,r,population,n,mean,sd,p05,median,p95,mean_theta,mean_wrong_theta
8,10,0.65625,401287044,7369,7351,late_composite,621,-0.1216525800046582,0.22619939794952507,-0.4273444074701863,-0.09570162511503932,0.2567300071466391,0.6560491541240137,0.9590190894631379
8,11,0.71875,401098956,7369,7351,raw,58953,-0.07049624279351431,0.29367706085634726,-0.5150927221635474,-0.031095771775267213,0.369051314633235,0.7187499301959834,0.1269064287649864
8,11,0.71875,401098956,7369,7351,prime,2955,-0.07186924996551736,0.2911822405978811,-0.5146461093737974,-0.030347232730643273,0.3570401686601648,0.7187153145462837,0.12681344765352975
8,11,0.71875,401098956,7369,7351,late_composite,581,-0.06191948205005066,0.3004392935218167,-0.5140522108014288,-0.02732671486339025,0.38438083601960726,0.7191507316918889,0.1279810627774851
8,12,0.78125,400910867,7369,7351,raw,58953,-0.008457169055876814,0.348919970160412,-0.6069462237610048,0.03127435929420009,0.48517291430998244,0.7812500605737334,0.2942564113381647
8,12,0.78125,400910867,7369,7351,prime,2995,-0.004299182141796837,0.3531378035410251,-0.6070199183418999,0.03533213946389294,0.4831916155652037,0.7811815442835357,0.29407268903871375
8,12,0.78125,400910867,7369,7351,late_composite,580,-0.017449914132935423,0.34026508913021686,-0.606353890644663,0.017999698317424602,0.46180026815449443,0.7814084745545684,0.29468070883303554
8,13,0.84375,400722779,7369,7351,raw,58953,0.06995650185424272,0.3855939464601861,-0.7102917971267199,0.09356134397279771,0.6060118975765688,0.8437498586612888,0.4616055041730671
8,13,0.84375,400722779,7369,7351,prime,2984,0.07327524056828028,0.3834650529502589,-0.7107792225365708,0.09240176195767955,0.6045804763376245,0.843795709872014,0.4617283535637967
8,13,0.84375,400722779,7369,7351,late_composite,601,0.09151639122937044,0.37981586767327147,-0.7127333916330326,0.11416414829158808,0.6117328270904528,0.8440088708160238,0.462299810983836
8,14,0.90625,400534690,7369,7351,raw,58953,0.16268240423323385,0.393039765819449,-0.8145316003267447,0.15590673788334727,0.7243994357786342,0.9062499890390388,0.6289554867462455
8,14,0.90625,400534690,7369,7351,prime,2923,0.15936050054890127,0.3886581999414248,-0.8133914019063008,0.15064503341814794,0.7181280121759991,0.9062945561573934,0.6290749566590464
8,14,0.90625,400534690,7369,7351,late_composite,619,0.1599169136504075,0.4091078943851175,-0.8153911686016632,0.16782768552919952,0.7262875972740317,0.906156271476172,0.6287049329861855
8,15,0.96875,400346601,7369,7351,raw,58953,0.2725091209474162,0.35068701667393004,-0.0005713729893004962,0.218121135615031,0.8429452917977721,0.9687501194167886,0.7963054693194238
8,15,0.96875,400346601,7369,7351,prime,3006,0.2733182823392534,0.34611078768532527,-0.0005438667454292854,0.2252884874240807,0.83907361259752,0.9687861759063398,0.79640207655129
8,15,0.96875,400346601,7369,7351,late_composite,601,0.26929278297867953,0.3713891741364871,-0.0008185968939469426,0.2438889110313126,0.8475468464100632,0.9682500825138799,0.7949649002458127
9,0,0.03125,4142076978,20899,20897,raw,167193,0.2727378274584765,0.3509924758741817,-0.0006260903808923118,0.21872302737785237,0.8431887755593288,0.03125000207509781,0.8922978933034327
9,0,0.03125,4142076978,20899,20897,prime,7521,0.270460036298754,0.35279085829592977,-0.0006444835898781201,0.21826278499585008,0.8381085056586332,0.031249437431697794,0.8922860113636011
9,0,0.03125,4142076978,20899,20897,late_composite,1579,0.257679724838287,0.35701307589643116,-0.0007440324142710456,0.19286831394070764,0.8356095443123459,0.03125140461548609,0.8923274195213557
9,1,0.09375,4128429278,20899,20897,raw,167193,0.16338193880935695,0.39250374412596273,-0.8187022944889366,0.1562469878882042,0.7242929367840396,0.09375000164576724,0.20731502479855932
9,1,0.09375,4128429278,20899,20897,prime,7576,0.1623312569782813,0.39488171516396486,-0.8187481099007425,0.1591127042529645,0.7192393105667121,0.09374767736249968,0.20726611337849904
9,1,0.09375,4128429278,20899,20897,late_composite,1537,0.15967012050098864,0.39973572606040597,-0.8192233438196774,0.16183139950895067,0.7178143213841823,0.09375756440033602,0.20747416827227838
9,2,0.15625,4114781578,20899,20897,raw,167193,0.06964698509700121,0.38573316903181715,-0.709344718505604,0.09375297833779012,0.6055548993221735,0.15625000121643665,0.5223321562936859
9,2,0.15625,4114781578,20899,20897,prime,7603,0.07471494448139075,0.3851135011355447,-0.7091151706712816,0.09688230596857227,0.6063313323421848,0.15624843013122752,0.5222990952362137
9,2,0.15625,4114781578,20899,20897,late_composite,1427,0.045249523267287754,0.39398615676577375,-0.7097023190512253,0.07713765132720861,0.5935294097618367,0.15624457980926276,0.5222180667634932
9,3,0.21875,4101133878,20899,20897,raw,167193,-0.008467033678590597,0.34932760653101835,-0.6077965828871583,0.03125894131021891,0.48681686186030754,0.21875000078710607,0.8373492877888126
9,3,0.21875,4101133878,20899,20897,prime,7519,-0.003942254037985204,0.34598872874223274,-0.6076563834405955,0.03149245135059995,0.48625991820329667,0.21874767641479737,0.8373003770859859
9,3,0.21875,4101133878,20899,20897,late_composite,1504,-0.019043169485001926,0.35213526191162153,-0.6080973890648878,0.024129154838389767,0.49250438334501134,0.21875249161766078,0.8374017018984707
9,4,0.28125,4087486178,20899,20897,raw,167193,-0.07096011751741849,0.2932227683908439,-0.5140604027093824,-0.03122905990183513,0.3680788243984416,0.2812500003577755,0.1523664192839392
9,4,0.28125,4087486178,20899,20897,prime,7505,-0.07018556451824358,0.2938171062520178,-0.5141202186486536,-0.02936643837400419,0.37106486598200933,0.2812512901957197,0.15239356825145123
9,4,0.28125,4087486178,20899,20897,late_composite,1556,-0.07684768119727078,0.2932538394148785,-0.5146651850128695,-0.0376298682358346,0.3651730761054993,0.2812491342550161,0.15234818378385054
9,5,0.34375,4073838478,20899,20897,raw,167193,-0.11783226641948247,0.2245010956234482,-0.4281355972883554,-0.09372261149963039,0.24934078693657552,0.3437499999284449,0.46738355077906585
9,5,0.34375,4073838478,20899,20897,prime,7432,-0.11913049314326252,0.22563610005247864,-0.42809378987787006,-0.09541937632747155,0.24774775295644302,0.34374862544749235,0.46735462441009906
9,5,0.34375,4073838478,20899,20897,late_composite,1573,-0.11542960855472174,0.22568029944289467,-0.4282832650262274,-0.09099665769463451,0.253852072690004,0.3437478157425684,0.46733757391162634
9,6,0.40625,4060190778,20899,20897,raw,167193,-0.14908348038478259,0.15038071085047888,-0.3500219303205261,-0.156215155601664,0.1306027494747095,0.40624999949911433,0.7824006822741925
9,6,0.40625,4060190778,20899,20897,prime,7576,-0.15059899669608956,0.14891073593104112,-0.34981794540139133,-0.15662951571077785,0.12724923342910402,0.40625124148709846,0.7824268201289724
9,6,0.40625,4060190778,20899,20897,late_composite,1508,-0.1476939186163223,0.15286486674315622,-0.3499940639036656,-0.1580877009627467,0.13026338963985193,0.4062579463215876,0.7825679066083686
9,7,0.46875,4046543078,20899,20897,raw,167193,-0.16471375941331873,0.0866111131089637,-0.2797167749896724,-0.1845794402313706,0.01186471201284346,0.46874999906978376,0.0974178137693191
9,7,0.46875,4046543078,20899,20897,prime,7522,-0.1661707637771378,0.0863979976937387,-0.2798918255464395,-0.18702646883476837,0.009375282034413663,0.4687497693935585,0.0974129834057746
9,7,0.46875,4046543078,20899,20897,late_composite,1520,-0.16418585509340283,0.08428664095033431,-0.2794100135960866,-0.1811286092542474,0.007748650818347703,0.4687449252545892,0.0973110457193339
9,8,0.53125,4032895378,20899,20897,raw,167193,-0.16472310350509098,0.08662031599422271,-0.27976926460294643,-0.18457384405036756,0.011864472961576333,0.5312499986404531,0.4124349452644457
9,8,0.53125,4032895378,20899,20897,prime,7555,-0.16462771902920204,0.086240991438619,-0.2797743139885224,-0.18407141507311164,0.012256048096089083,0.5312508278827996,0.4124523943438935
9,8,0.53125,4032895378,20899,20897,late_composite,1500,-0.16231467158322155,0.08832516863597689,-0.27992939185772103,-0.1812006154342814,0.013866743476922261,0.5312523812536032,0.4124850917953386
9,9,0.59375,4019247678,20899,20897,raw,167193,-0.14911151266009937,0.15039950384246173,-0.35007716215408213,-0.15626402372562764,0.1306002994281982,0.5937499982111225,0.7274520767595722
9,9,0.59375,4019247678,20899,20897,prime,7632,-0.14825131117321225,0.15082963689070686,-0.3500686355342706,-0.1562165157209421,0.13128427273035742,0.5937504034792205,0.72746060772471
9,9,0.59375,4019247678,20899,20897,late_composite,1498,-0.15506247937065473,0.1485825003366536,-0.3505370770999618,-0.1584361571104736,0.12544819324789022,0.5937464396739889,0.7273771974956966
9,10,0.65625,4005599978,20899,20897,raw,167193,-0.11787898687834379,0.22452853370405365,-0.4281978321333597,-0.09377082933087513,0.24933883880613453,0.6562499977817919,0.042469208254698985
9,10,0.65625,4005599978,20899,20897,prime,7632,-0.11787610045688321,0.2241455554867321,-0.4279341759879812,-0.09323071085308299,0.2482532474685301,0.6562477035488592,0.04242093027315922
9,10,0.65625,4005599978,20899,20897,late_composite,1517,-0.11741606393878766,0.22345675544614996,-0.4275749176538796,-0.09184158485604546,0.2494657246541607,0.6562460018857872,0.04238509338621113
9,11,0.71875,4210315479,20899,20897,raw,167193,-0.07096012266949159,0.2932227671440385,-0.5140604027093824,-0.031229059901835186,0.36807882439844153,0.7187499996422244,0.31721213947331256
9,11,0.71875,4210315479,20899,20897,prime,7495,-0.0698007810726058,0.29256134294405556,-0.5141316729595576,-0.03090520496879599,0.371723064794871,0.7187497637100504,0.31720717430444745
9,11,0.71875,4210315479,20899,20897,late_composite,1535,-0.06556114692168322,0.29926103470107024,-0.5146779792931365,-0.029409027967562593,0.37969371822019193,0.718749597986905,0.31720369274667987
9,12,0.78125,4196667779,20899,20897,raw,167193,-0.008467037685953338,0.34932760643388755,-0.6077965828871582,0.03125894131021885,0.48681686186030754,0.7812499992128938,0.6322292709684392
9,12,0.78125,4196667779,20899,20897,prime,7489,-0.006495405424348185,0.34640091505116805,-0.6079182407480868,0.03405979784556329,0.4873488599222609,0.781250335043092,0.632236339865053
9,12,0.78125,4196667779,20899,20897,late_composite,1582,0.0055134859946801415,0.3444877511937704,-0.6082144619041958,0.049025126149746426,0.4777632846713872,0.7812445322941253,0.6321142378153508
9,13,0.84375,4183020079,20899,20897,raw,167193,0.06964698223434881,0.3857331695486903,-0.7093447185056041,0.0937529783377901,0.6055548993221735,0.8437499987835633,0.9472464024635658
9,13,0.84375,4183020079,20899,20897,prime,7496,0.06162785742022348,0.38848717951821615,-0.7093475202597265,0.08946214090014615,0.6057844641007427,0.8437487340394534,0.9472197856391786
9,13,0.84375,4183020079,20899,20897,late_composite,1621,0.06583869971052808,0.3791617719649367,-0.7093503091911757,0.0941420732009189,0.5984661041892628,0.8437551828570745,0.9473554676155034
9,14,0.90625,4169372379,20899,20897,raw,167193,0.16338193709141488,0.392503744841066,-0.8187022944889366,0.15624698788820424,0.7242929367840396,0.9062499983542327,0.26226353395869245
9,14,0.90625,4169372379,20899,20897,prime,7588,0.16102132460528093,0.4005474195151421,-0.8189720890312189,0.15664800325800315,0.7312918829869781,0.9062475227837191,0.2622114375147336
9,14,0.90625,4169372379,20899,20897,late_composite,1487,0.16250622260303788,0.3843766165799159,-0.8184722996928583,0.15485605755784818,0.7235667640639535,0.906249101302544,0.26224465579568623
9,15,0.96875,4155724679,20899,20897,raw,167193,0.2727378268852449,0.35099247631960995,-0.0006260903808923152,0.21872302737785237,0.8431887755593287,0.9687499979249021,0.5772806654538191
9,15,0.96875,4155724679,20899,20897,prime,7520,0.2743005457222199,0.35420484957463594,-0.000696257423208733,0.22482037340893263,0.844421466773558,0.9687504432385319,0.5772900328585188
9,15,0.96875,4155724679,20899,20897,late_composite,1546,0.26726714031059645,0.34843286089099956,-0.0006394919063320251,0.22153720575488084,0.82749689168667,0.968749902240851,0.5772786541097332
10,0,0.03125,40275630051,58979,58967,raw,471833,0.27268101169475695,0.3509891116199482,-0.0006250419852372496,0.21873885360573467,0.8429809130718968,0.031250001680293675,0.7933216980458988
10,0,0.03125,40275630051,58979,58967,prime,19488,0.2705746320487291,0.3525310433013222,-0.0006913003745826638,0.21841192359353806,0.8437903441222824,0.03124902813064032,0.7933169886853109
10,0,0.03125,40275630051,58979,58967,late_composite,3885,0.27604353039855034,0.3424476267145497,-0.00041023123022386037,0.2215008397516135,0.8391069010300484,0.031249852020922002,0.7933209726025064
10,1,0.09375,40257516433,58979,58967,raw,471833,0.1633534206878046,0.39247405487146775,-0.8186450430296114,0.15616925769310963,0.7242891936910907,0.09375000101536461,0.09564086654536628
10,1,0.09375,40257516433,58979,58967,prime,19229,0.1627853966472355,0.39356370756517955,-0.8187352293183264,0.1551678575877476,0.7221072303980861,0.09375120564056436,0.09564669413985866
10,1,0.09375,40257516433,58979,58967,late_composite,3939,0.16561107807278092,0.3865529816577832,-0.8177831008433203,0.15777133040020772,0.7206884507230413,0.09374778025477423,0.09563012391814017
10,2,0.15625,40239402815,58979,58967,raw,471833,0.0696443080872906,0.38572153253859714,-0.7093367961108905,0.0937052407237041,0.6055996549900134,0.15625000035043557,0.39796003504483374
10,2,0.15625,40239402815,58979,58967,prime,19342,0.06955318087132335,0.3838281808778367,-0.7092610373878825,0.09404456760111805,0.5997826437384598,0.15624761218547012,0.3979484833672759
10,2,0.15625,40239402815,58979,58967,late_composite,3882,0.06715289245862846,0.3871189853115813,-0.7094092345879913,0.08925776512037983,0.6059015216196856,0.15624641978390533,0.39794271498866535
10,3,0.21875,40221289197,58979,58967,raw,471833,-0.00844632610678508,0.34934923930381334,-0.6078327796057764,0.03124550460342767,0.48690858084197497,0.21874999968550654,0.7002792035443013
10,3,0.21875,40221289197,58979,58967,prime,19460,-0.010811489355305199,0.35056777505776493,-0.6077893744179429,0.031033100532133505,0.48531277735906664,0.21874697214243607,0.700264558737152
10,3,0.21875,40221289197,58979,58967,late_composite,3882,0.004132521043709876,0.33934925316607867,-0.6073598676926402,0.040230752167910264,0.48180524297991956,0.21875244600235585,0.700291037137608
10,4,0.28125,40203175579,58979,58967,raw,471833,-0.07091848189442239,0.29329013624445066,-0.5141325343753731,-0.031230835046679152,0.36821851353309004,0.28124999902057746,0.002598372043768742
10,4,0.28125,40203175579,58979,58967,prime,19266,-0.0709415157194398,0.2942657361424253,-0.5143998990517809,-0.03181748044906545,0.37029819259550756,0.2812519674368053,0.0026078937710317914
10,4,0.28125,40203175579,58979,58967,late_composite,3804,-0.0717029655930818,0.29351909010992006,-0.5141535547017715,-0.03104886617948395,0.36547383728015087,0.2812531848897395,0.0026137824760733663
10,5,0.34375,40185061961,58979,58967,raw,471833,-0.11790139713590113,0.22453998654678928,-0.4282362067184469,-0.0937836572076383,0.24933435744731902,0.34374999835564846,0.3049175405432362
10,5,0.34375,40185061961,58979,58967,prime,19403,-0.11849022077410082,0.22487269735350243,-0.4282851758600009,-0.09435979831257792,0.24894824762878717,0.34375043374297964,0.3049196466254563
10,5,0.34375,40185061961,58979,58967,late_composite,3895,-0.10835435055673569,0.2276502228503001,-0.4280755455995193,-0.08944946768617265,0.26176558792288707,0.3437515050876113,0.30492482860746395
10,6,0.40625,40166948342,58979,58967,raw,471833,-0.14908677134191323,0.15039550848469174,-0.34990280714188704,-0.15624308968896516,0.1306420928965804,0.406250001141162,0.6072367257328629
10,6,0.40625,40166948342,58979,58967,prime,19286,-0.149014796765617,0.1504436428813498,-0.35001518552731015,-0.15570912679446774,0.13035230339111115,0.406249545499328,0.6072345215671985
10,6,0.40625,40166948342,58979,58967,late_composite,3931,-0.1426822787002877,0.1527283631752051,-0.3500739741684679,-0.15349091660186392,0.13724998688422071,0.40624317002306237,0.6072036818270579
10,7,0.46875,40148834724,58979,58967,raw,471833,-0.1646536704594037,0.08661857556195457,-0.2796399781039167,-0.18450633217794624,0.011952509339749203,0.46875000047623294,0.9095558942323304
10,7,0.46875,40148834724,58979,58967,prime,19314,-0.16456887393416672,0.08666089654555373,-0.2796581170807078,-0.18316930435718298,0.012213090503496764,0.468751891428595,0.9095650410613791
10,7,0.46875,40148834724,58979,58967,late_composite,3871,-0.16428689402879934,0.08657736213277556,-0.2794852712987833,-0.1849697674504592,0.012663260951954339,0.4687449056670534,0.909531249779378
10,8,0.53125,40130721106,58979,58967,raw,471833,-0.16468588261942815,0.08660351454171844,-0.27962220153861433,-0.1845779811937783,0.011920300953193848,0.5312499998113038,0.2118750627317979
10,8,0.53125,40130721106,58979,58967,prime,19295,-0.16528409463362392,0.08658998702861123,-0.27994708359810827,-0.18511386943525115,0.011592903175994419,0.531248017427246,0.21186547313889145
10,8,0.53125,40130721106,58979,58967,late_composite,3838,-0.16318202970599607,0.0864731525429006,-0.2786603244130926,-0.1842906280458342,0.012811899118628437,0.5312488819374894,0.21186965598351004
10,9,0.59375,40112607488,58979,58967,raw,471833,-0.14911487958919525,0.15040434484261517,-0.35001197259016814,-0.156259952577065,0.13060986656772355,0.5937499991463748,0.5141942312312653
10,9,0.59375,40112607488,58979,58967,prime,19135,-0.14893619521474777,0.1509876053239363,-0.34995423219347466,-0.15687799355674295,0.13194864036995418,0.5937523055073909,0.514205388192861
10,9,0.59375,40112607488,58979,58967,late_composite,3991,-0.15028546519989563,0.15068832461213744,-0.349651432966673,-0.15610437672045338,0.12922956530852744,0.5937470621443103,0.5141800224640756
10,10,0.65625,40094493870,58979,58967,raw,471833,-0.117925398152524,0.22453506810085067,-0.4282139277855998,-0.0938006454618196,0.2493021341088457,0.6562499984814458,0.8165133997307328
10,10,0.65625,40094493870,58979,58967,prime,19194,-0.11776482170783611,0.22505118327092474,-0.42831033873028734,-0.09373038869957988,0.25235330345992074,0.6562516222035688,0.8165212542365073
10,10,0.65625,40094493870,58979,58967,late_composite,3881,-0.11612912541356735,0.22492575250365254,-0.42827099902645677,-0.09348298391354225,0.25112189063950224,0.6562513994099376,0.8165201790497693
10,11,0.71875,40076380251,58979,58967,raw,471833,-0.07093911521658605,0.2932689164043931,-0.5141080094344176,-0.03124775774245088,0.3681862936450593,0.7187500012669594,0.11883258492035959
10,11,0.71875,40076380251,58979,58967,prime,19286,-0.07336648862104068,0.2942653727698319,-0.5141365675977378,-0.03210176414077274,0.3696340629037649,0.7187488102911104,0.11882682412879358
10,11,0.71875,40076380251,58979,58967,late_composite,3896,-0.06460445298351664,0.28931515857714557,-0.5140524259669059,-0.03164098628414185,0.36508593098867564,0.7187480256464562,0.11882302792553104
10,12,0.78125,40058266633,58979,58967,raw,471833,-0.008462855516206312,0.34933614522395184,-0.6078061340227939,0.031228500247180963,0.48687635934373774,0.7812500006020303,0.4211517534198271
10,12,0.78125,40058266633,58979,58967,prime,19221,-0.010537811797576548,0.34890105196186705,-0.6075907532546617,0.02986614128954687,0.4838609292171393,0.7812448988438552,0.42112707424209084
10,12,0.78125,40058266633,58979,58967,late_composite,3854,-0.0026582424741921217,0.34669348156599744,-0.6075063102851753,0.030724797734357046,0.4899087428750476,0.7812572438801066,0.4211867907532284
10,13,0.84375,40040153015,58979,58967,raw,471833,0.06963188259061177,0.38571333007440783,-0.7093085046667839,0.0936883157276373,0.605567432111599,0.8437499999371013,0.7234709219192945
10,13,0.84375,40040153015,58979,58967,prime,19189,0.07203666414210477,0.38429879159581454,-0.7093295059007332,0.09439480075254257,0.6043679851116207,0.8437484857484076,0.723463597411271
10,13,0.84375,40040153015,58979,58967,late_composite,3937,0.060398016387988064,0.3896418931829562,-0.7089755445460705,0.08434289083613349,0.6009444545756305,0.8437563720481446,0.7235017469481073
10,14,0.90625,40022039397,58979,58967,raw,471833,0.1633450991038682,0.39247996155494935,-0.8186144664723802,0.15625635779094108,0.724256969662529,0.9062499992721722,0.02579009041876205
10,14,0.90625,40022039397,58979,58967,prime,19448,0.1616059559295867,0.3927808442567595,-0.8186716159232698,0.15482569157114087,0.7222415491129215,0.9062516180879108,0.025797921341033352
10,14,0.90625,40022039397,58979,58967,late_composite,3892,0.16638249783850736,0.3910946475950991,-0.8185051980858947,0.16003019083225206,0.718724155726603,0.9062555601637695,0.02581699017332681
10,15,0.96875,40003925779,58979,58967,raw,471833,0.27267679402356304,0.35103521261669757,-0.00062675098946107,0.2187219240090777,0.8429486980144858,0.9687499986072432,0.32810925891822956
10,15,0.96875,40003925779,58979,58967,prime,19223,0.27548955562716654,0.34732716464448266,-0.0005360480544729266,0.21955579017389587,0.8396044798123463,0.9687535672505123,0.3281265213691696
10,15,0.96875,40003925779,58979,58967,late_composite,3878,0.26982884170533294,0.34895515002356237,-0.0006204324239422629,0.21163897043780766,0.8449127135250734,0.9687423463672022,0.32807224266980906
