parent_prime,child_gate_count,child_centroid,mean_ridge_distance,mean_phi_pair_distance,minimum_phi_pair_distance,nearest_phi_residue_hit_count,nearest_phi_residue_hit_share
4000001003,6337,1.0019631147569634,0.49871131917481387,0.26551006354266815,1.1072968019406226e-05,7,0.0011046236389458735
4000001039,6337,1.004464915400106,0.49875445323923145,0.2655472625192407,7.502300518344169e-06,8,0.001262427015938141
4000001051,6337,1.0044572309371949,0.4988627296916896,0.2655887573777448,4.84491944674183e-07,8,0.001262427015938141
4000001099,6337,1.0047420998395369,0.49854388848419173,0.2658376287013182,1.8961833509198497e-05,5,0.0007890168849613382
4000001101,6337,1.0048460213470438,0.4986272158625611,0.26586936120445853,2.247020678521114e-05,9,0.0014202303929304087
4000001113,6337,1.0048383368841327,0.4993296906497206,0.26567177354406585,3.710964608642294e-06,5,0.0007890168849613382
4000001119,6337,1.0057813149146293,0.499486025168113,0.2655921227451101,0.00013950089264108114,4,0.0006312135079690705
4000001191,6337,1.0022635338433343,0.4994732035120092,0.2663195555586483,5.334484096283252e-05,4,0.0006312135079690705
4000001197,6337,1.0013128713499253,0.4995562608450355,0.26612012377674843,0.00012543409015434192,6,0.0009468202619536059
4000001209,6337,1.0025676139029462,0.5001728857843063,0.2654069591439364,1.753140905472966e-05,9,0.0014202303929304087
4000001221,6337,1.0038223564559772,0.50004751136224,0.26566497536684863,0.00014361679024723736,4,0.0006312135079690705
4000001227,6337,1.0038185142245242,0.500230660968158,0.2656294840268857,4.573267503931877e-05,8,0.001262427015938141
4000001249,6337,1.003383617037205,0.5002827695362575,0.2656541754691236,0.00012202629905130627,9,0.0014202303929304087
4000001261,6337,1.0033759325742913,0.5002533669561021,0.2659052016307597,3.3140115479231473e-06,9,0.0014202303929304087
4000001263,6337,1.0034798540818044,0.5002320767922673,0.2661047477743894,6.728377521146194e-05,7,0.0011046236389458735
4000001297,6337,1.0011436319076676,0.5000878690415337,0.2658148785652008,0.00013459920154317858,4,0.0006312135079690705
4000001311,6337,1.0012398689522655,0.499839007881292,0.265816847686887,5.5462390656945796e-05,8,0.001262427015938141
4000001333,6337,0.9998581515029965,0.49984976779166046,0.2660436761069352,7.118445575650036e-05,8,0.001262427015938141
4000001339,6337,1.0001699160255242,0.49937689560220794,0.26625334001034634,2.197489449962143e-05,5,0.0007890168849613382
4000001351,6337,0.9995310180546445,0.49919285938369484,0.26628553180842046,1.4279875498615935e-05,7,0.0011046236389458735
4000001363,6337,1.0004701538536842,0.4990442997870864,0.26643316664275246,1.126264926053972e-05,6,0.0009468202619536059
4000001381,6337,1.0010898406672843,0.49889997308234285,0.26658151986735884,3.745087725695062e-05,5,0.0007890168849613382
4000001419,6337,1.00148631554005,0.49956386444279144,0.2665498835424737,0.00021861179045223433,8,0.001262427015938141
4000001431,6337,0.9995849905532292,0.4995011256907791,0.26654932635862777,1.567364910153184e-05,7,0.0011046236389458735
4000001443,6337,0.9995773060903217,0.4990378890953493,0.26679478883905056,2.5933267161764236e-05,7,0.0011046236389458735
4000001477,6337,0.9981879041781407,0.4995056564662715,0.2669472756792224,4.176282898001255e-05,2,0.00031560675398453525
4000001501,6337,0.99785692849833,0.49961280456525975,0.2663205903831069,0.00011826439478855972,10,0.0015780337699226763
4000001521,6337,0.9979493233114722,0.49928243351765733,0.2662135605993755,0.00023352035710460836,5,0.0007890168849613382
4000001567,6337,0.9952898099204422,0.4991313547745939,0.2660011965939526,4.939513253911935e-05,5,0.0007890168849613382
4000001609,6337,0.9958941278082234,0.49866045125315406,0.2664527762505366,4.571170477214687e-05,4,0.0006312135079690705
4000001683,6337,0.9981611898161579,0.49898776680652124,0.26540742816818114,4.059610867044862e-06,7,0.0011046236389458735
4000001699,6337,0.9955208875824012,0.499439542654584,0.2654947029003722,2.6792084177421242e-05,7,0.0011046236389458735
4000001711,6337,0.9967756301354338,0.4987623339705844,0.26584223700121906,0.0001608120027514049,5,0.0007890168849613382
4000001729,6337,0.9967641034410651,0.4985101483797414,0.26598547387548216,2.956967085437434e-06,9,0.0014202303929304087
4000001839,6337,1.000586145830184,0.49786092102840995,0.2658245649862833,1.7178807604246313e-05,11,0.001735837146914944
4000001851,6337,1.0002628546132877,0.4982608021766444,0.26564215103867533,3.306854916180901e-06,8,0.001262427015938141
4000001891,6337,1.0010788577475433,0.49825030555107697,0.264928560781707,4.888827923111293e-06,7,0.0011046236389458735
4000001897,6337,1.0023374425320324,0.49834047383661284,0.2651533276663822,0.00016409412305524768,5,0.0007890168849613382
4000001899,6337,1.0027569707935255,0.4984782490805853,0.26512609912875357,0.00017016738810850807,3,0.0004734101309768029
4000001959,6337,0.9986156606771682,0.4976798047637054,0.2654628631266773,4.309400944052169e-05,4,0.0006312135079690705
4000001963,6337,0.9991391104461731,0.4976962293060102,0.2654384237135532,3.520599251334817e-05,5,0.0007890168849613382
4000001969,6337,1.0000820884766664,0.49763515798729474,0.26559935121911193,8.115907115039738e-05,5,0.0007890168849613382
4000001977,6337,1.0004977745067074,0.4982213338762687,0.265523514821624,7.244915263696792e-05,4,0.0006312135079690705
4000002001,6337,0.9998511920729148,0.4984417064042162,0.26541817272862145,0.0004297387301745843,7,0.0011046236389458735
4000002091,6337,0.9950594572913156,0.49806185185656915,0.2651979550418258,3.371368862756806e-05,6,0.0009468202619536059
4000002121,6337,0.9940934258720822,0.4976692614454254,0.26486980326425996,1.0418818511170396e-05,8,0.001262427015938141
4000002191,6337,0.9983618921428884,0.4984748418578209,0.2642784228901625,6.348853294170794e-05,8,0.001262427015938141
4000002221,6337,0.9980270742316217,0.4986838451846211,0.2641580650857464,2.861773102890411e-05,4,0.0006312135079690705
4000002241,6337,0.9996975028146906,0.49873959762633635,0.2638287845380246,6.857716361078695e-06,5,0.0007890168849613382
4000002263,6337,1.0011562461512826,0.49895161905016594,0.2637161806019543,7.112918276805945e-05,7,0.0011046236389458735
4000002313,6337,0.9996513960372239,0.49952704749755356,0.2633923007360601,0.00010894654627063238,5,0.0007890168849613382
4000002329,6337,1.0014295883592506,0.49954724674725454,0.26338199810571766,0.00018361035047054653,9,0.0014202303929304087
4000002361,6337,1.0034079392333919,0.49975519948371594,0.26356135764777155,1.4609009551013026e-05,8,0.001262427015938141
4000002367,6337,1.0037197037559202,0.4996515697565511,0.2639221019621836,0.00026873667476826887,6,0.0009468202619536059
4000002389,6337,1.001391166044696,0.5000904835703267,0.2639816384432757,0.00018189943797147253,8,0.001262427015938141
4000002421,6337,1.0002134493789887,0.49996862336825854,0.2640770082858552,2.0610278167653683e-06,5,0.0007890168849613382
4000002431,6337,1.0007330569165398,0.4995050563310648,0.26436520753426257,5.013820267039933e-05,6,0.0009468202619536059
4000002439,6337,1.0005175294386097,0.4994876983400544,0.26459203832883005,0.00011990990221226856,5,0.0007890168849613382
4000002469,6337,1.0004983182813316,0.499836818379382,0.2642719599997984,2.6811334282188993e-06,8,0.001262427015938141
4000002491,6337,0.9988009940780755,0.4997676421777947,0.26399862168807164,0.00015310773855644737,5,0.0007890168849613382
