rung_prime,period,slot_count,gap_alphabet_size,occupied_plane_cells,plane_cell_count,ordered_entropy_bits,ordered_adjacent_mi_bits,ordered_vs_gap_iid_jsd_bits,ordered_vs_gap_markov1_jsd_bits,markov_residual_l2,mean_first_ara,mean_second_ara,mean_signed_child_step,mean_absolute_child_step,rising_share,equal_share,falling_share,base_width,visible_full_pair_gain_bits,shared_child_gain_bits,below_visible_surplus_bits,gate_phase_transition_mi_bits,plain_ara_transition_mi_bits,plain_ara_mean_abs_distance_from_ridge
7,210,48,5,21.0,144,4.087581188618506,1.4733176710541145,0.3520474624462336,0.1199996297351507,,1.0590277777777777,1.0590277777777777,0.0,0.5833333333333333,0.3541666666666666,0.125,0.5208333333333333,6,,,,2.5,1.561278124459133,0.3416666666666667
11,2310,480,7,50.0,144,4.789535467237393,1.118358287278084,0.2587156745954636,0.0819081244746239,0.09511076223670457,1.0555555555555554,1.0555555555555556,0.0,0.5875,0.3604166666666666,0.1166666666666666,0.5229166666666667,10,,,,1.9982679942495152,1.473317671054114,0.34067460317460324
13,30030,5760,10,70.0,144,5.1958142760395045,0.8949769154507997,0.1938947967822653,0.0560204824986027,0.07519903761372135,1.0527199074074074,1.0527199074074074,0.0,0.5923032407407407,0.3715277777777778,0.1105902777777777,0.5178819444444445,12,,,,1.5710777686652688,1.118358287278084,0.34362614237614236
17,510510,92160,13,90.0,144,5.429740587854671,0.7667192500513739,0.1576278237467301,0.043614076182059,0.06392883001991519,1.050582320601852,1.050582320601852,-5.551115123125783e-17,0.5970666956018518,0.3814778645833332,0.1064236111111111,0.5120985243055556,16,,,,1.7542453826991902,0.8949769154507997,0.3477571386946387
19,9699690,1658880,16,103.0,144,5.603060778505181,0.6752264796178219,0.1318233865320822,0.0352030490918385,0.05573341728564222,1.0487163025655863,1.0487163025655863,0.0,0.602077506108539,0.3904477719907407,0.1029224537037037,0.5066297743055556,18,,,,1.787814206035772,0.7667192500513739,0.3515309693710429
23,223092870,36495360,20,112.0,144,5.726235582921397,0.6132446671441402,0.1142874680020415,0.0296188973012262,0.05004186532773666,1.0472269853848086,1.0472269853848086,0.0,0.6066890238466844,0.3975341796875,0.1002056699810606,0.5022601503314393,22,0.4742259710701151,0.8187236496332817,0.3444976785631666,1.9574323981313198,0.6752264796178219,0.35518346749162627
29,6469693230,1021870080,23,,144,5.813246640012379,0.5714062602555432,0.10240782744832433,0.02588340618626895,0.0460901755425546,,,,,,,,28,0.442063315589678,0.8274051730818914,0.38534185749221345,,,
