center_group,center_mod6,offset,offset_lane_mod6,center_count,parent_progress_mean,parent_progress_median,prime_rate,survivor_rate,divisible_by_3_rate,divisible_by_5_rate
prime,1,105,odd,22532,0.06270077174595234,0.06270077163264592,0.0,0.0,0.0,0.0
prime,1,106,4,22532,0.39655723404905735,0.2562869428098574,0.12448961477010474,0.14836676726433518,0.0,0.25230782886561337
prime,1,107,odd,22532,0.06270077174453458,0.06270077163122816,0.0,0.0,1.0,0.2471152139179833
prime,1,108,0,22532,0.3929878656995051,0.2562869375885497,0.12036215160660393,0.14348482158707615,0.0,0.2485354162968223
prime,1,109,odd,22532,0.0627007717431168,0.06270077162981039,0.0,0.0,0.0,0.25204154091958103
prime,1,110,2,22532,0.09937837197799328,0.09937837179840686,0.0,0.0,1.0,0.0
prime,1,111,odd,22532,0.06270077174169905,0.06270077162839262,0.0,0.0,0.0,0.25230782886561337
prime,1,112,4,22532,0.4395216595552997,0.31063131492269896,0.14597017575004437,0.17361974081306586,0.0,0.2471152139179833
prime,1,113,odd,22532,0.06270077174028126,0.06270077162697485,0.0,0.0,1.0,0.2485354162968223
prime,1,114,0,22532,0.40173949273412163,0.25628692428901667,0.12466714006745962,0.15058583348127108,0.0,0.25204154091958103
prime,1,115,odd,22532,0.0627007717388635,0.06270077162555707,0.0,0.0,0.0,0.0
prime,1,116,2,22532,0.09937837197125195,0.09937837179166552,0.0,0.0,1.0,0.25230782886561337
prime,1,117,odd,22532,0.06270077173744573,0.06270077162413931,0.0,0.0,0.0,0.2471152139179833
prime,1,118,4,22532,0.39672840926473657,0.2562870390103571,0.12231492987750754,0.14739037812888336,0.0,0.2485354162968223
prime,1,119,odd,22532,0.06270077173602796,0.06270077162272153,0.0,0.0,1.0,0.25204154091958103
prime,1,120,0,22532,0.4770690050329581,0.3482755833530429,0.1601278182140955,0.19283685425173086,0.0,0.0
prime,1,121,odd,22532,0.06270077173461018,0.06270077162130377,0.0,0.0,0.0,0.25230782886561337
prime,1,122,2,22532,0.0993783719645106,0.09937837178492417,0.0,0.0,1.0,0.2471152139179833
prime,1,123,odd,22532,0.06270077173319241,0.06270077161988599,0.0,0.0,0.0,0.2485354162968223
prime,1,124,4,22532,0.3984336604480383,0.25628700280576416,0.12471152139179834,0.14858867388602875,0.0,0.25204154091958103
prime,1,125,odd,22532,0.06270077173177464,0.06270077161846822,0.0,0.0,1.0,0.0
prime,1,126,0,22532,0.4367327504874606,0.31063105310405825,0.14055565418072075,0.16922598970353275,0.0,0.25230782886561337
prime,1,127,odd,22532,0.06270077173035687,0.06270077161705045,0.0,0.0,0.0,0.2471152139179833
prime,1,128,2,22532,0.09937837195776926,0.09937837177818284,0.0,0.0,1.0,0.2485354162968223
prime,1,129,odd,22532,0.0627007717289391,0.06270077161563269,0.0,0.0,0.0,0.25204154091958103
prime,1,130,4,22532,0.49958642068948933,0.3855924890869331,0.1722439197585656,0.2079265045268951,0.0,0.0
prime,1,131,odd,22532,0.06270077172752132,0.06270077161421492,0.0,0.0,1.0,0.25230782886561337
prime,1,132,0,22532,0.4161205707896633,0.28363053098562496,0.13292206639446122,0.15884075980827267,0.0,0.2471152139179833
prime,1,133,odd,22532,0.06270077172610357,0.06270077161279713,0.0,0.0,0.0,0.2485354162968223
prime,1,134,2,22532,0.09937837195102793,0.09937837177144149,0.0,0.0,1.0,0.25204154091958103
prime,1,135,odd,22532,0.0627007717246858,0.06270077161137938,0.0,0.0,0.0,0.0
prime,1,136,4,22532,0.40372132688479323,0.26634792042327504,0.1287502219066217,0.15249423042783597,0.0,0.25230782886561337
prime,1,137,odd,22532,0.06270077172326802,0.0627007716099616,0.0,0.0,1.0,0.2471152139179833
prime,1,138,0,22532,0.4016306452767989,0.25628698487591595,0.12622048641931474,0.15071897745428722,0.0,0.2485354162968223
prime,1,139,odd,22532,0.06270077172185025,0.06270077160854384,0.0,0.0,0.0,0.25204154091958103
prime,1,140,2,22532,0.0993783719442866,0.09937837176470016,0.0,0.0,1.0,0.0
prime,1,141,odd,22532,0.06270077172043248,0.06270077160712606,0.0,0.0,0.0,0.25230782886561337
prime,1,142,4,22532,0.3979083638563432,0.2562872139763327,0.12338008166163679,0.14929877507544825,0.0,0.2471152139179833
prime,1,143,odd,22532,0.06270077171901471,0.0627007716057083,0.0,0.0,1.0,0.2485354162968223
prime,1,144,0,22532,0.39255299297165275,0.2562868258729827,0.11485886738860288,0.13917983312622048,0.0,0.25204154091958103
prime,1,145,odd,22532,0.06270077171759696,0.06270077160429052,0.0,0.0,0.0,0.0
prime,1,146,2,22532,0.09937837193754524,0.09937837175795883,0.0,0.0,1.0,0.25230782886561337
prime,1,147,odd,22532,0.06270077171617917,0.06270077160287275,0.0,0.0,0.0,0.2471152139179833
prime,1,148,4,22532,0.398742866532357,0.2562872753037725,0.12151606603941062,0.1484555299130126,0.0,0.2485354162968223
prime,1,149,odd,22532,0.0627007717147614,0.06270077160145499,0.0,0.0,1.0,0.25204154091958103
prime,1,150,0,22532,0.4738814115616238,0.34827533187595594,0.1571542694834014,0.18813243387182674,0.0,0.0
matched_coprime_composite,1,-150,0,22532,0.4185809531401475,0.2663498198097448,0.13469731936800994,0.16092668205219243,0.0,0.22896325226344755
matched_coprime_composite,1,-149,odd,22532,0.06270077226622454,0.0627007717042433,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,-148,2,22532,0.09937837280709942,0.09937837191638024,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,-147,odd,22532,0.06270077226480678,0.06270077170282554,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,-146,4,22532,0.42664547688375765,0.2836323813453667,0.13700514823362328,0.1651872891887094,0.0,0.19163855849458547
matched_coprime_composite,1,-145,odd,22532,0.062700772263389,0.06270077170140777,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,-144,0,22532,0.42560933951160024,0.28363168688240115,0.1358068524764779,0.1618143085389668,0.0,0.19563287768507012
matched_coprime_composite,1,-143,odd,22532,0.06270077226197125,0.06270077169999,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,-142,2,22532,0.09937837280035809,0.09937837190963891,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,-141,odd,22532,0.06270077226055346,0.06270077169857222,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,-140,4,22532,0.4085113727930769,0.26634807472622474,0.12786259541984732,0.15458015267175573,0.0,0.22896325226344755
matched_coprime_composite,1,-139,odd,22532,0.0627007722591357,0.06270077169715446,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,-138,0,22532,0.42546812670705586,0.28363118481449856,0.13891354518018817,0.16487661991833835,0.0,0.19137227054855316
matched_coprime_composite,1,-137,odd,22532,0.06270077225771793,0.06270077169573669,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,-136,2,22532,0.09937837279361676,0.09937837190289757,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,-135,odd,22532,0.06270077225630015,0.06270077169431892,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,-134,4,22532,0.42920620199009757,0.304598116777794,0.13913545180188178,0.16842712586543582,0.0,0.19563287768507012
matched_coprime_composite,1,-133,odd,22532,0.06270077225488238,0.06270077169290114,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,-132,0,22532,0.4274051683301436,0.2836317767213835,0.13767086809870407,0.16532043316172554,0.0,0.1923930410083437
matched_coprime_composite,1,-131,odd,22532,0.06270077225346461,0.06270077169148339,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,-130,2,22532,0.09937837278687543,0.09937837189615623,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,-129,odd,22532,0.06270077225204684,0.0627007716900656,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,-128,4,22532,0.4279133115871361,0.2836320706575495,0.1374933428013492,0.16585300905379016,0.0,0.19137227054855316
matched_coprime_composite,1,-127,odd,22532,0.06270077225062909,0.06270077168864784,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,-126,0,22532,0.4225554978289378,0.2836306874144727,0.13416474347594531,0.16097106337653116,0.0,0.19163855849458547
matched_coprime_composite,1,-125,odd,22532,0.06270077224921129,0.06270077168723007,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,-124,2,22532,0.09937837278013409,0.0993783718894149,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,-123,odd,22532,0.06270077224779354,0.0627007716858123,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,-122,4,22532,0.4288440924650668,0.2836323463815138,0.13997869696431742,0.1683827445410971,0.0,0.1923930410083437
matched_coprime_composite,1,-121,odd,22532,0.06270077224637577,0.06270077168439453,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,-120,0,22532,0.4185422582576484,0.28363005972034305,0.13438665009763892,0.15946209834901473,0.0,0.22896325226344755
matched_coprime_composite,1,-119,odd,22532,0.062700772244958,0.06270077168297675,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,-118,2,22532,0.09937837277339273,0.09937837188267357,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,-117,odd,22532,0.06270077224354022,0.06270077168155899,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,-116,4,22532,0.42615373261559186,0.28363195050057266,0.13576247115213919,0.1635007988638381,0.0,0.19163855849458547
matched_coprime_composite,1,-115,odd,22532,0.06270077224212245,0.06270077168014122,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,-114,0,22532,0.42432057454929845,0.28363116512166,0.13478608201668738,0.1618586898633055,0.0,0.19563287768507012
matched_coprime_composite,1,-113,odd,22532,0.06270077224070468,0.06270077167872345,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,-112,2,22532,0.09937837276665142,0.09937837187593221,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,-111,odd,22532,0.06270077223928691,0.06270077167730567,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,-110,4,22532,0.4073807220626153,0.26634819762088513,0.1251109533108468,0.15098526540031953,0.0,0.22896325226344755
matched_coprime_composite,1,-109,odd,22532,0.06270077223786914,0.06270077167588792,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,-108,0,22532,0.4292495402045594,0.28363226863525753,0.13913545180188178,0.16660749156754837,0.0,0.19137227054855316
matched_coprime_composite,1,-107,odd,22532,0.06270077223645136,0.06270077167447013,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,-106,2,22532,0.09937837275991006,0.09937837186919088,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,-105,odd,22532,0.0627007722350336,0.06270077167305237,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,-104,4,22532,0.4228654241785047,0.283630694789763,0.13283330374578378,0.16057163145748268,0.0,0.19563287768507012
matched_coprime_composite,1,-103,odd,22532,0.06270077223361584,0.0627007716716346,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,-102,0,22532,0.42570215170320175,0.28363169794626286,0.1348304633410261,0.1618586898633055,0.0,0.1923930410083437
matched_coprime_composite,1,-101,odd,22532,0.06270077223219807,0.06270077167021683,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,-100,2,22532,0.09937837275316873,0.09937837186244955,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,-99,odd,22532,0.06270077223078029,0.06270077166879906,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,-98,4,22532,0.42271174078763923,0.28363077090304434,0.13403159950292917,0.1611042073495473,0.0,0.19137227054855316
matched_coprime_composite,1,-97,odd,22532,0.06270077222936252,0.06270077166738129,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,-96,0,22532,0.42578637404494607,0.28363218166922954,0.1333658796378484,0.16141487661991835,0.0,0.19163855849458547
matched_coprime_composite,1,-95,odd,22532,0.06270077222794475,0.06270077166596352,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,-94,2,22532,0.09937837274642738,0.0993783718557082,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,-93,odd,22532,0.06270077222652698,0.06270077166454574,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,-92,4,22532,0.42724213484372864,0.2836316597390447,0.13562932717912302,0.16492100124267708,0.0,0.1923930410083437
matched_coprime_composite,1,-91,odd,22532,0.06270077222510921,0.06270077166312797,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,-90,0,22532,0.4150251298768418,0.28362949577557905,0.13136872004260608,0.15755370140244984,0.0,0.22896325226344755
matched_coprime_composite,1,-89,odd,22532,0.06270077222369144,0.0627007716617102,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,-88,2,22532,0.09937837273968606,0.09937837184896686,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,-87,odd,22532,0.06270077222227366,0.06270077166029245,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,-86,4,22532,0.4283937952534502,0.2836320582656138,0.13962364636960767,0.1674063554056453,0.0,0.19163855849458547
matched_coprime_composite,1,-85,odd,22532,0.0627007722208559,0.06270077165887467,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,-84,0,22532,0.4217049427264635,0.2836308476068463,0.1328776850701225,0.16021658086277293,0.0,0.19563287768507012
matched_coprime_composite,1,-83,odd,22532,0.06270077221943812,0.0627007716574569,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,-82,2,22532,0.09937837273294471,0.09937837184222553,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,-81,odd,22532,0.06270077221802035,0.06270077165603913,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,-80,4,22532,0.4160412987134956,0.2663493986620231,0.1323894905023966,0.15972838629504704,0.0,0.22896325226344755
matched_coprime_composite,1,-79,odd,22532,0.06270077221660258,0.06270077165462137,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,-78,0,22532,0.4261209716365962,0.2836313231078331,0.13851411326113972,0.16452156932362863,0.0,0.19137227054855316
matched_coprime_composite,1,-77,odd,22532,0.06270077221518483,0.06270077165320359,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,-76,2,22532,0.09937837272620338,0.0993783718354842,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,-75,odd,22532,0.06270077221376705,0.06270077165178582,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,-74,4,22532,0.4277088081737594,0.2836321527544586,0.13807030001775253,0.1666518728918871,0.0,0.19563287768507012
matched_coprime_composite,1,-73,odd,22532,0.06270077221234928,0.06270077165036805,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,-72,0,22532,0.4270140350794298,0.2836317911045375,0.1368276229362684,0.16487661991833835,0.0,0.1923930410083437
matched_coprime_composite,1,-71,odd,22532,0.06270077221093151,0.06270077164895027,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,-70,2,22532,0.09937837271946202,0.09937837182874286,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,-69,odd,22532,0.06270077220951374,0.0627007716475325,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,-68,4,22532,0.4280399985766713,0.28363194452595,0.13642819101721995,0.1647434759453222,0.0,0.19137227054855316
matched_coprime_composite,1,-67,odd,22532,0.06270077220809597,0.06270077164611473,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,-66,0,22532,0.42228031744584826,0.28363059780504746,0.13407598082726788,0.16097106337653116,0.0,0.19163855849458547
matched_coprime_composite,1,-65,odd,22532,0.0627007722066782,0.06270077164469698,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,-64,2,22532,0.0993783727127207,0.09937837182200153,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,-63,odd,22532,0.06270077220526042,0.0627007716432792,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,-62,4,22532,0.4264612540328317,0.2836317805568886,0.13833658796378484,0.16607491567548377,0.0,0.1923930410083437
matched_coprime_composite,1,-61,odd,22532,0.06270077220384267,0.06270077164186143,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,-60,0,22532,0.4182241263482086,0.2663496958670493,0.13589561512515533,0.16221374045801526,0.0,0.22896325226344755
matched_coprime_composite,1,-59,odd,22532,0.06270077220242488,0.06270077164044366,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,-58,2,22532,0.09937837270597936,0.09937837181526019,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,-57,odd,22532,0.06270077220100712,0.0627007716390259,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,-56,4,22532,0.4247492321945538,0.2836309740217067,0.1382922066394461,0.16478785726966091,0.0,0.19163855849458547
matched_coprime_composite,1,-55,odd,22532,0.06270077219958935,0.06270077163760812,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,-54,0,22532,0.4297569154531902,0.3045974959601988,0.13988993431563998,0.16753949937866147,0.0,0.19563287768507012
matched_coprime_composite,1,-53,odd,22532,0.06270077219817158,0.06270077163619035,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,-52,2,22532,0.09937837269923802,0.09937837180851886,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,-51,odd,22532,0.0627007721967538,0.06270077163477258,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,-50,4,22532,0.41890891502889277,0.28362998545537743,0.13447541274631636,0.160837919403515,0.0,0.22896325226344755
matched_coprime_composite,1,-49,odd,22532,0.06270077219533604,0.0627007716333548,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,-48,0,22532,0.4288752366158591,0.28363234210324384,0.1394461210722528,0.16727321143262916,0.0,0.19137227054855316
matched_coprime_composite,1,-47,odd,22532,0.06270077219391826,0.06270077163193705,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,-46,2,22532,0.09937837269249668,0.09937837180177753,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,-45,odd,22532,0.06270077219250049,0.06270077163051926,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,-44,4,22532,0.4216838243877459,0.2836305662390918,0.13540742055742944,0.16132611397124091,0.0,0.19563287768507012
matched_coprime_composite,1,-43,odd,22532,0.06270077219108273,0.06270077162910151,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,-42,0,22532,0.42406477081279764,0.28363089739083264,0.13567370850346175,0.16465471329664477,0.0,0.1923930410083437
matched_coprime_composite,1,-41,odd,22532,0.06270077218966495,0.06270077162768373,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,-40,2,22532,0.09937837268575535,0.09937837179503617,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,-39,odd,22532,0.06270077218824718,0.06270077162626596,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,-38,4,22532,0.4259806255815133,0.28363179383365056,0.13554056453044558,0.1630126042961122,0.0,0.19137227054855316
matched_coprime_composite,1,-37,odd,22532,0.06270077218682941,0.06270077162484819,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,-36,0,22532,0.42795613355861406,0.30459776167877717,0.13589561512515533,0.16363394283685426,0.0,0.19163855849458547
matched_coprime_composite,1,-35,odd,22532,0.06270077218541165,0.0627007716234304,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,-34,2,22532,0.09937837267901402,0.09937837178829484,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,-33,odd,22532,0.06270077218399388,0.06270077162201265,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,-32,4,22532,0.42964476800937895,0.28363242870163796,0.14082194212675306,0.168870939108823,0.0,0.1923930410083437
matched_coprime_composite,1,-31,odd,22532,0.06270077218257611,0.06270077162059488,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,-30,0,22532,0.4173702677564182,0.26634977706480856,0.1333658796378484,0.15977276761938577,0.0,0.22896325226344755
matched_coprime_composite,1,-29,odd,22532,0.06270077218115833,0.06270077161917711,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,-28,2,22532,0.09937837267227266,0.09937837178155351,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,-27,odd,22532,0.06270077217974057,0.06270077161775933,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,-26,4,22532,0.42685134638846994,0.28363121984865647,0.14011184093733356,0.1678945499733712,0.0,0.19163855849458547
matched_coprime_composite,1,-25,odd,22532,0.06270077217832279,0.06270077161634158,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,-24,0,22532,0.42604149755228077,0.28363202721206765,0.13713829220663945,0.1640333747559027,0.0,0.19563287768507012
matched_coprime_composite,1,-23,odd,22532,0.06270077217690502,0.0627007716149238,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,-22,2,22532,0.09937837266553133,0.09937837177481218,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,-21,odd,22532,0.06270077217548725,0.06270077161350604,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,-20,4,22532,0.41577400249596214,0.2663497435327504,0.1330995916918161,0.16003905556541806,0.0,0.22896325226344755
matched_coprime_composite,1,-19,odd,22532,0.06270077217406948,0.06270077161208826,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,-18,0,22532,0.42985006910517853,0.3045982152406512,0.13846973193680098,0.16580862772945146,0.0,0.19137227054855316
matched_coprime_composite,1,-17,odd,22532,0.06270077217265171,0.06270077161067049,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,-16,2,22532,0.09937837265878999,0.09937837176807084,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,-15,odd,22532,0.06270077217123393,0.06270077160925272,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,-14,4,22532,0.4203295176743848,0.2836302792730401,0.13416474347594531,0.16026096218711167,0.0,0.19563287768507012
matched_coprime_composite,1,-13,odd,22532,0.06270077216981616,0.06270077160783494,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,-12,0,22532,0.425549536931408,0.28363158089094853,0.13696076690928458,0.16354518018817682,0.0,0.1923930410083437
matched_coprime_composite,1,-11,odd,22532,0.06270077216839841,0.06270077160641718,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,-10,2,22532,0.09937837265204866,0.09937837176132949,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,-9,odd,22532,0.06270077216698064,0.06270077160499941,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,-8,4,22532,0.4276701662789343,0.3045977051594426,0.13691638558494584,0.1635007988638381,0.0,0.19137227054855316
matched_coprime_composite,1,-7,odd,22532,0.06270077216556286,0.06270077160358165,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,-6,0,22532,0.42921438455054656,0.2836322562431125,0.13851411326113972,0.1676282620273389,0.0,0.19163855849458547
matched_coprime_composite,1,-5,odd,22532,0.06270077216414509,0.06270077160216386,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,-4,2,22532,0.09937837264530733,0.09937837175458816,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,-3,odd,22532,0.06270077216272732,0.06270077160074611,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,-2,4,22532,0.4260789849357707,0.2836316986838546,0.13687200426060714,0.16580862772945146,0.0,0.1923930410083437
matched_coprime_composite,1,-1,odd,22532,0.06270077216130955,0.06270077159932833,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,0,0,22532,0.333050880269103,0.2562862851921387,0.0,0.031155689685780225,0.0,0.22896325226344755
matched_coprime_composite,1,1,odd,22532,0.06270077215989178,0.06270077159791057,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,2,2,22532,0.09937837263856598,0.09937837174784682,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,3,odd,22532,0.062700772158474,0.06270077159649279,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,4,4,22532,0.4316759468486978,0.30459805176876265,0.14392863483046334,0.17313154624533997,0.0,0.19163855849458547
matched_coprime_composite,1,5,odd,22532,0.06270077215705623,0.06270077159507503,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,6,0,22532,0.42892825063607387,0.2836323863612865,0.13882478253151073,0.16532043316172554,0.0,0.19563287768507012
matched_coprime_composite,1,7,odd,22532,0.06270077215563848,0.06270077159365725,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,8,2,22532,0.09937837263182463,0.09937837174110548,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,9,odd,22532,0.06270077215422071,0.06270077159223947,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,10,4,22532,0.4174369275851218,0.2663498158041988,0.13296644771879992,0.16114858867388604,0.0,0.22896325226344755
matched_coprime_composite,1,11,odd,22532,0.06270077215280292,0.06270077159082171,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,12,0,22532,0.42909880766526276,0.28363242486592166,0.13935735842357536,0.1690928457305166,0.0,0.19137227054855316
matched_coprime_composite,1,13,odd,22532,0.06270077215138516,0.06270077158940394,0.0,0.0,0.0,0.1923930410083437
matched_coprime_composite,1,14,2,22532,0.0993783726250833,0.09937837173436415,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,15,odd,22532,0.06270077214996739,0.06270077158798618,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,16,4,22532,0.4266565717149994,0.2836321014161626,0.13855849458547842,0.1656754837564353,0.0,0.19563287768507012
matched_coprime_composite,1,17,odd,22532,0.06270077214854962,0.0627007715865684,0.0,0.0,1.0,0.19137227054855316
matched_coprime_composite,1,18,0,22532,0.4285945752789855,0.3045976760011498,0.13740458015267176,0.16607491567548377,0.0,0.1923930410083437
matched_coprime_composite,1,19,odd,22532,0.06270077214713185,0.06270077158515064,0.0,0.0,0.0,0.19163855849458547
matched_coprime_composite,1,20,2,22532,0.09937837261834195,0.09937837172762282,0.0,0.0,1.0,0.22896325226344755
matched_coprime_composite,1,21,odd,22532,0.06270077214571407,0.06270077158373286,0.0,0.0,0.0,0.19563287768507012
matched_coprime_composite,1,22,4,22532,0.42313809923431345,0.28363153184165174,0.13283330374578378,0.16030534351145037,0.0,0.19137227054855316
matched_coprime_composite,1,23,odd,22532,0.06270077214429631,0.06270077158231509,0.0,0.0,1.0,0.1923930410083437
matched_coprime_composite,1,24,0,22532,0.42772837826557386,0.28363198384050703,0.137049529557962,0.16478785726966091,0.0,0.19163855849458547
matched_coprime_composite,1,25,odd,22532,0.06270077214287854,0.06270077158089732,0.0,0.0,0.0,0.22896325226344755
matched_coprime_composite,1,26,2,22532,0.09937837261160065,0.09937837172088149,0.0,0.0,1.0,0.19563287768507012
matched_coprime_composite,1,27,odd,22532,0.06270077214146076,0.06270077157947956,0.0,0.0,0.0,0.19137227054855316
matched_coprime_composite,1,28,4,22532,0.4261706862937108,0.283630533935702,0.14108823007278537,0.16745073672998403,0.0,0.1923930410083437
matched_coprime_composite,1,29,odd,22532,0.062700772140043,0.06270077157806178,0.0,0.0,1.0,0.19163855849458547
matched_coprime_composite,1,30,0,22532,0.4180597738931714,0.2663497096002435,0.1328776850701225,0.16132611397124091,0.0,0.22896325226344755
matched_coprime_composite,1,31,odd,22532,0.06270077213862522,0.06270077157664401,0.0,0.0,0.0,0.19563287768507012
