example,n,gate_rank,gate_q,remainder,phase_a,phase_b,signed_orientation,coupling_to_next_rank
first_prime,4000000007,1,20929,7669,0.7328587127908643,1.2671412872091357,-0.26714128720913566,0.026776697064077128
first_prime,4000000007,2,20921,9412,0.8997657855743033,1.1002342144256967,-0.10023421442569669,0.08175348618589212
first_prime,4000000007,3,20903,1927,0.18437544850021528,1.8156245514997846,-0.8156245514997847,-0.3554185745972793
first_prime,4000000007,4,20899,15003,1.435762476673525,0.5642375233264749,0.4357624766735251,-0.4043997564305724
first_prime,4000000007,5,20897,752,0.07197205340479494,1.928027946595205,-0.928027946595205,-0.33247633094134715
first_prime,4000000007,6,20887,14185,1.3582611193565375,0.6417388806434625,0.3582611193565375,-0.3175258400159359
first_prime,4000000007,7,20879,1187,0.11370276354231525,1.8862972364576847,-0.8862972364576848,0.6610818605092557
first_prime,4000000007,8,20873,2652,0.25410817802903274,1.7458918219709672,-0.7458918219709673,0.5432633009330663
first_prime,4000000007,9,20857,2833,0.2716593949273625,1.7283406050726375,-0.7283406050726375,
child_centroid_trough,4000605341,1,20939,1,9.551554515497398e-05,1.999904484454845,-0.999904484454845,0.4206679242020599
child_centroid_trough,4000605341,2,20929,6062,0.5792918916336184,1.4207081083663815,-0.4207081083663816,0.09747011143118646
child_centroid_trough,4000605341,3,20921,8037,0.7683189140098465,1.2316810859901535,-0.23168108599015347,0.2078734520281935
child_centroid_trough,4000605341,4,20903,1074,0.10276036932497727,1.8972396306750228,-0.8972396306750228,-0.32770133025228226
child_centroid_trough,4000605341,5,20899,14266,1.3652327862577156,0.6347672137422844,0.3652327862577156,-0.36268103304942606
child_centroid_trough,4000605341,6,20897,73,0.006986648801263339,1.9930133511987367,-0.9930133511987367,-0.31877026474781106
child_centroid_trough,4000605341,7,20887,13796,1.3210130703308278,0.6789869296691722,0.3210130703308278,-0.28934072372028585
child_centroid_trough,4000605341,8,20879,1030,0.09866372910580008,1.9013362708941999,-0.9013362708941999,0.6708311679366356
child_centroid_trough,4000605341,9,20873,2669,0.2557370766061419,1.744262923393858,-0.744262923393858,
child_centroid_ridge_nearest,4000903211,1,20939,4725,0.45131095085725204,1.548689049142748,-0.548689049142748,-0.024198002406171176
child_centroid_ridge_nearest,4000903211,2,20929,10926,1.0441014859763964,0.9558985140236036,0.044101485976396404,0.01076134438647788
child_centroid_ridge_nearest,4000903211,3,20921,13013,1.244013192486019,0.7559868075139811,0.24401319248601894,-0.09687917927768604
child_centroid_ridge_nearest,4000903211,4,20903,6302,0.6029756494283117,1.3970243505716882,-0.3970243505716883,-0.34576966384780605
child_centroid_ridge_nearest,4000903211,5,20899,19550,1.8709029140150246,0.12909708598497538,0.8709029140150246,-0.4220526300536036
child_centroid_ridge_nearest,4000903211,6,20897,5385,0.5153849834904531,1.4846150165095469,-0.48461501650954686,-0.40855966992467135
child_centroid_ridge_nearest,4000903211,7,20887,19248,1.843060276727151,0.1569397232728491,0.8430602767271509,-0.3105501503093308
child_centroid_ridge_nearest,4000903211,8,20879,6594,0.6316394463336367,1.3683605536663634,-0.36836055366636333,0.07480862295749123
child_centroid_ridge_nearest,4000903211,9,20873,8317,0.7969146744598284,1.2030853255401714,-0.20308532554017156,
child_centroid_crest,4000018019,1,20929,4752,0.454106741841464,1.545893258158536,-0.5458932581585361,0.2065267022764119
child_centroid_crest,4000018019,2,20921,6503,0.6216720042062999,1.3783279957937,-0.37832799579370013,-0.34343269962136824
child_centroid_crest,4000018019,3,20903,19939,1.9077644357269292,0.09223556427307078,0.9077644357269292,0.1447714658250564
child_centroid_crest,4000018019,4,20899,12116,1.1594813148954495,0.8405186851045505,0.15948131489544948,0.12692413973423078
child_centroid_crest,4000018019,5,20897,18764,1.7958558644781548,0.20414413552184518,0.7958558644781548,0.0660323748331806
child_centroid_crest,4000018019,6,20887,11310,1.082970268588117,0.9170297314118829,0.08297026858811707,0.06961809164209125
child_centroid_crest,4000018019,7,20879,19199,1.839072752526462,0.16092724747353793,0.8390727525264621,0.8222695900411432
child_centroid_crest,4000018019,8,20873,20664,1.979974129257893,0.020025870742107044,0.979974129257893,0.9788464800704647
child_centroid_crest,4000018019,9,20857,20845,1.9988493071870355,0.0011506928129645377,0.9988493071870355,
maximum_child_spread,4000625201,1,20939,19861,1.897034242322938,0.10296575767706195,0.897034242322938,-0.469026026744704
maximum_child_spread,4000625201,2,20929,4993,0.4771369869558985,1.5228630130441014,-0.5228630130441014,0.17417104048106416
maximum_child_spread,4000625201,3,20921,6976,0.666889728024473,1.333110271975527,-0.333110271975527,0.3321222397857704
maximum_child_spread,4000625201,4,20903,31,0.0029660814237190834,1.9970339185762809,-0.9970339185762809,-0.2650138005498463
maximum_child_spread,4000625201,5,20899,13227,1.2658021914924158,0.7341978085075842,0.2658021914924158,0.24127873715938342
maximum_child_spread,4000625201,6,20897,19933,1.9077379528161937,0.09226204718380626,0.9077379528161937,0.20212999562158834
maximum_child_spread,4000625201,7,20887,12769,1.222674390769378,0.777325609230622,0.222674390769378,-0.2224397609213524
maximum_child_spread,4000625201,8,20879,11,0.0010536903108386416,1.9989463096891613,-0.9989463096891613,0.8404396179011815
maximum_child_spread,4000625201,9,20873,1656,0.1586738849231064,1.8413261150768936,-0.8413261150768936,
