scale,anchor,initial_candidate,true_next_prime,initial_delta,final_delta,handover_events,candidate_states,Y0,Y3,residue,pair_representative,orientation,odds,ara_oriented,closeness,closeness_float,final_residue,final_pair_representative,final_closeness,final_closeness_float,delta_closeness,closeness_increase_steps,closeness_decrease_steps,candidate_path,closeness_path,gate_path,total_nonbase_gate_crossings
low,61031929,61031931,61031939,2,10,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61031931|61031933|61031939,5/7|3/7|3/7,3|19,985
low,61032443,61032445,61032457,2,14,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61032445|61032449|61032451|61032457,5/7|5/7|3/7|3/7,5|1367|6173,985
low,61032905,61032907,61032967,2,62,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61032907|61032911|61032967,5/7|5/7|5/7,13|6451,985
low,61033019,61033023,61033069,4,50,7,8,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,3,4,61033023|61033025|61033027|61033031|61033033|61033057|61033067|61033069,5/7|3/7|1/7|3/7|5/7|1/7|3/7|1/7,3|5|11|131|2557|3499|6949,985
low,61033375,61033377,61033397,2,22,4,5,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,1,61033377|61033379|61033381|61033393|61033397,1/7|1/7|3/7|1/7|5/7,3|11|181|2719,985
low,61033516,61033517,61033523,1,7,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61033517|61033523,1/7|5/7,71,985
low,61033650,61033653,61033663,3,13,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,2,61033653|61033655|61033657|61033663,5/7|3/7|1/7|5/7,3|5|167,985
low,61033881,61033883,61033901,2,20,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61033883|61033891|61033901,1/7|5/7|5/7,163|1871,985
low,61034077,61034079,61034093,2,16,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,1,61034079|61034081|61034093,1/7|3/7|1/7,3|5507,985
low,61034355,61034357,61034377,2,22,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61034357|61034359|61034377,1/7|1/7|5/7,29|1021,985
low,61035125,61035127,61035133,2,8,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61035127|61035131|61035133,1/7|3/7|5/7,131|197,985
low,61035173,61035175,61035179,2,6,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61035175|61035179,5/7|5/7,5,985
low,61035188,61035189,61035193,1,5,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61035189|61035193,5/7|5/7,3,985
low,61035561,61035563,61035571,2,10,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61035563|61035571,1/7|5/7,47,985
low,61035591,61035593,61035631,2,40,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,61035593|61035599|61035617|61035631,3/7|5/7|1/7|1/7,17|179|479,985
low,61036028,61036029,61036067,1,39,4,5,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61036029|61036033|61036057|61036061|61036067,5/7|5/7|5/7|5/7|1/7,3|47|193|569,985
low,61037032,61037033,61037051,1,19,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61037033|61037051,1/7|5/7,4283,985
low,61037541,61037545,61037549,4,8,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61037545|61037549,5/7|1/7,5,985
low,61037566,61037567,61037567,1,1,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61037567,3/7,,985
low,61037589,61037591,61037593,2,4,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61037591|61037593,1/7|1/7,3167,985
low,61038395,61038399,61038401,4,6,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61038399|61038401,5/7|3/7,3,985
low,61038492,61038493,61038499,1,7,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61038493|61038499,5/7|3/7,37,985
low,61038921,61038923,61038949,2,28,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,1,1,61038923|61038931|61038949,1/7|5/7|1/7,11|139,985
low,61039644,61039645,61039687,1,43,7,8,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,3,2,61039645|61039649|61039651|61039661|61039663|61039679|61039681|61039687,5/7|1/7|1/7|3/7|1/7|1/7|3/7|5/7,5|11|31|43|281|743|859,985
low,61039895,61039897,61039931,2,36,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61039897|61039921|61039931,5/7|5/7|1/7,181|647,985
low,61040033,61040037,61040039,4,6,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61040037|61040039,5/7|3/7,3,985
low,61040385,61040387,61040437,2,52,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,3,61040387|61040389|61040393|61040429|61040437,5/7|3/7|1/7|5/7|3/7,17|29|683|6367,985
low,61040683,61040685,61040719,2,36,4,5,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61040685|61040687|61040699|61040717|61040719,1/7|1/7|1/7|3/7|5/7,3|61|1117|1171,985
low,61040825,61040827,61040831,2,6,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61040827|61040831,1/7|5/7,23,985
low,61040826,61040827,61040831,1,5,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61040827|61040831,1/7|5/7,23,985
low,61040848,61040849,61040857,1,9,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61040849|61040857,5/7|3/7,4931,985
low,61041052,61041053,61041089,1,37,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61041053|61041059|61041089,3/7|5/7|3/7,19|2473,985
low,61042004,61042005,61042021,1,17,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,2,1,61042005|61042007|61042013|61042021,3/7|5/7|3/7|5/7,3|13|29,985
low,61042236,61042237,61042259,1,23,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61042237|61042243|61042259,3/7|3/7|5/7,47|6841,985
low,61042320,61042321,61042337,1,17,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61042321|61042337,3/7|1/7,71,985
low,61042689,61042691,61042691,2,2,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61042691,3/7,,985
low,61042734,61042735,61042753,1,19,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61042735|61042739|61042753,5/7|5/7|5/7,5|937,985
low,61043026,61043027,61043077,1,51,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61043027|61043033|61043077,3/7|5/7|3/7,191|2309,985
low,61043030,61043033,61043077,3,47,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61043033|61043077,5/7|3/7,2309,985
low,61043065,61043067,61043077,2,12,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61043067|61043069|61043077,1/7|3/7|3/7,3|1033,985
low,61043137,61043139,61043149,2,12,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,61043139|61043141|61043149,3/7|5/7|1/7,3|17,985
low,61043441,61043443,61043443,2,2,0,1,1,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,61043443,1/7,,985
low,61043538,61043539,61043539,1,1,0,1,1,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,0,0,61043539,3/7,,985
low,61043541,61043543,61043581,2,40,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,1,61043543|61043551|61043581,1/7|5/7|3/7,11|4397,985
low,61043768,61043769,61043779,1,11,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,2,61043769|61043771|61043777|61043779,3/7|5/7|3/7|1/7,3|23|193,985
low,61044086,61044087,61044089,1,3,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61044087|61044089,1/7|1/7,3,985
low,61044148,61044149,61044149,1,1,0,1,1,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,61044149,5/7,,985
low,61044168,61044169,61044197,1,29,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61044169|61044173|61044187|61044197,3/7|1/7|1/7|3/7,19|59|307,985
low,61044980,61044981,61044989,1,9,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,1,61044981|61044983|61044989,3/7|1/7|5/7,3|31,985
low,61045012,61045013,61045027,1,15,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,1,61045013|61045021|61045027,1/7|5/7|1/7,23|1451,985
low,61045391,61045393,61045399,2,8,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61045393|61045399,3/7|5/7,3301,985
low,61046246,61046247,61046261,1,15,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,2,1,61046247|61046249|61046257|61046261,3/7|5/7|1/7|3/7,3|11|89,985
low,61046283,61046285,61046287,2,4,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61046285|61046287,1/7|1/7,5,985
low,61046288,61046289,61046291,1,3,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61046289|61046291,3/7|5/7,3,985
low,61046476,61046477,61046477,1,1,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61046477,5/7,,985
low,61046528,61046529,61046549,1,21,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,61046529|61046533|61046539|61046549,5/7|5/7|1/7|3/7,3|31|79,985
low,61046679,61046681,61046693,2,14,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61046681|61046693,3/7|1/7,857,985
low,61046919,61046921,61046927,2,8,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61046921|61046927,5/7|3/7,13,985
low,61047302,61047303,61047317,1,15,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,2,61047303|61047305|61047307|61047317,5/7|3/7|1/7|5/7,3|5|997,985
low,61047345,61047347,61047367,2,22,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61047347|61047367,3/7|3/7,4261,985
low,61047469,61047471,61047473,2,4,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61047471|61047473,5/7|3/7,3,985
low,61047513,61047515,61047533,2,20,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,1,2,61047515|61047517|61047529|61047533,3/7|1/7|3/7|1/7,5|1291|4457,985
low,61047551,61047555,61047557,4,6,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61047555|61047557,5/7|3/7,3,985
low,61047644,61047645,61047661,1,17,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,2,1,61047645|61047647|61047653|61047661,1/7|3/7|5/7|3/7,3|41|67,985
low,61048233,61048235,61048259,2,26,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,2,61048235|61048237|61048249|61048259,3/7|5/7|3/7|1/7,5|433|3947,985
low,61048297,61048299,61048319,2,22,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,1,1,61048299|61048301|61048319,3/7|1/7|3/7,3|1481,985
low,61048381,61048383,61048397,2,16,4,5,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,2,61048383|61048385|61048387|61048391|61048397,3/7|1/7|1/7|5/7|3/7,3|5|19|1733,985
low,61048732,61048733,61048733,1,1,0,1,1,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,0,0,61048733,3/7,,985
low,61048962,61048963,61048963,1,1,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61048963,3/7,,985
low,61049224,61049225,61049237,1,13,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,1,61049225|61049227|61049231|61049237,1/7|1/7|5/7|3/7,5|17|3677,985
low,61049372,61049375,61049393,3,21,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61049375|61049377|61049393,5/7|3/7|1/7,5|4463,985
low,61049432,61049433,61049441,1,9,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,1,61049433|61049435|61049437|61049441,3/7|1/7|1/7|5/7,3|5|29,985
low,61049498,61049501,61049501,3,3,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61049501,5/7,,985
low,61049499,61049501,61049501,2,2,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61049501,5/7,,985
low,61049522,61049523,61049543,1,21,4,5,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,2,1,61049523|61049525|61049531|61049539|61049543,3/7|5/7|3/7|5/7|5/7,3|5|163|1277,985
low,61049541,61049543,61049543,2,2,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61049543,5/7,,985
low,61050040,61050041,61050053,1,13,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,61050041|61050043|61050047|61050053,3/7|5/7|5/7|1/7,13|17|829,985
low,61050156,61050159,61050161,3,5,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61050159|61050161,5/7|3/7,3,985
low,61050409,61050411,61050421,2,12,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,61050411|61050413|61050419|61050421,5/7|3/7|3/7|5/7,3|439|659,985
low,61050662,61050663,61050677,1,15,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,2,61050663|61050665|61050667|61050673|61050677,5/7|3/7|1/7|5/7|5/7,3|5|19|2503,985
low,61051128,61051129,61051169,1,41,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,1,61051129|61051139|61051169,1/7|5/7|3/7,593|941,985
low,61051226,61051227,61051229,1,3,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61051227|61051229,1/7|1/7,3,985
low,61051412,61051413,61051421,1,9,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61051413|61051415|61051421,3/7|5/7|3/7,3|5,985
low,61051442,61051443,61051451,1,9,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61051443|61051447|61051451,5/7|5/7|1/7,3|137,985
low,61051533,61051535,61051553,2,20,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61051535|61051537|61051547|61051553,1/7|1/7|3/7|3/7,5|1607|2969,985
low,61051548,61051549,61051553,1,5,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61051549|61051553,1/7|3/7,13,985
low,61051649,61051651,61051651,2,2,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61051651,3/7,,985
low,61051962,61051965,61051967,3,5,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61051965|61051967,5/7|3/7,3,985
low,61051995,61051997,61052003,2,8,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61051997|61051999|61052003,1/7|1/7|5/7,19|1559,985
low,61052399,61052401,61052417,2,18,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61052401|61052417,3/7|1/7,3671,985
low,61052750,61052751,61052821,1,71,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,2,61052751|61052753|61052759|61052821,3/7|1/7|5/7|3/7,3|109|6359,985
low,61053034,61053035,61053049,1,15,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,1,61053035|61053037|61053049,1/7|3/7|1/7,5|3643,985
low,61053326,61053327,61053337,1,11,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61053327|61053329|61053331|61053337,1/7|1/7|3/7|5/7,3|47|73,985
low,61053334,61053337,61053337,3,3,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61053337,5/7,,985
low,61053556,61053557,61053557,1,1,0,1,1,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,61053557,5/7,,985
low,61053648,61053649,61053659,1,11,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61053649|61053653|61053659,1/7|3/7|5/7,79|181,985
low,61054558,61054559,61054559,1,1,0,1,1,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,61054559,1/7,,985
low,61055050,61055051,61055051,1,1,0,1,1,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61055051,1/7,,985
low,61055189,61055191,61055201,2,12,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61055191|61055201,1/7|3/7,41,985
low,61055213,61055215,61055219,2,6,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61055215|61055219,3/7|1/7,5,985
low,61055349,61055353,61055429,4,80,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,61055353|61055359|61055419|61055429,5/7|1/7|5/7|1/7,29|491|683,985
low,61055520,61055521,61055539,1,19,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61055521|61055537|61055539,5/7|3/7|1/7,73|7211,985
low,61056018,61056019,61056041,1,23,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61056019|61056029|61056041,3/7|1/7|3/7,31|271,985
low,61056213,61056215,61056221,2,8,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61056215|61056217|61056221,3/7|5/7|5/7,5|101,985
low,61056331,61056333,61056353,2,22,5,6,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,2,3,61056333|61056335|61056337|61056341|61056343|61056353,5/7|3/7|1/7|3/7|5/7|1/7,3|5|47|491|1871,985
low,61056539,61056543,61056551,4,12,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61056543|61056545|61056547|61056551,5/7|3/7|1/7|3/7,3|5|61,985
low,61056879,61056881,61056893,2,14,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,1,61056881|61056883|61056889|61056893,3/7|1/7|5/7|5/7,23|1429|1613,985
low,61057000,61057001,61057039,1,39,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61057001|61057021|61057039,5/7|3/7|1/7,139|2971,985
low,61057325,61057327,61057327,2,2,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61057327,5/7,,985
low,61058273,61058275,61058287,2,14,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61058275|61058279|61058281|61058287,5/7|5/7|3/7|3/7,5|53|7019,985
low,61058978,61058979,61058983,1,5,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61058979|61058981|61058983,5/7|3/7|1/7,3|373,985
low,61059065,61059067,61059107,2,42,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,1,61059067|61059091|61059107,1/7|5/7|3/7,401|613,985
low,61059750,61059751,61059751,1,1,0,1,1,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,0,0,61059751,3/7,,985
low,61060071,61060073,61060079,2,8,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61060073|61060079,3/7|3/7,17,985
low,61060574,61060575,61060621,1,47,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,1,3,61060575|61060577|61060589|61060591|61060621,5/7|3/7|5/7|3/7|1/7,3|421|3929|7517,985
low,61060830,61060831,61060847,1,17,4,5,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,2,61060831|61060837|61060841|61060843|61060847,1/7|5/7|5/7|3/7|1/7,13|23|37|2473,985
low,61060975,61060977,61060997,2,22,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61060977|61060981|61060997,5/7|5/7|3/7,3|191,985
low,61061138,61061139,61061149,1,11,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61061139|61061141|61061149,1/7|1/7|5/7,3|53,985
low,61061321,61061323,61061323,2,2,0,1,1,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61061323,1/7,,985
low,61061471,61061473,61061477,2,6,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61061473|61061477,3/7|1/7,11,985
low,61062218,61062219,61062223,1,5,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61062219|61062221|61062223,1/7|3/7|5/7,3|11,985
low,61062477,61062479,61062499,2,22,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61062479|61062481|61062499,5/7|3/7|1/7,101|157,985
low,61063359,61063361,61063381,2,22,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61063361|61063363|61063381,5/7|3/7|1/7,5573|7229,985
low,61063409,61063411,61063417,2,8,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61063411|61063417,3/7|5/7,5701,985
low,61063656,61063657,61063657,1,1,0,1,1,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,0,0,61063657,3/7,,985
