base,factors,voice_count,first_missing_prime,harmonic_repeat_count,event_x_old_lock,event_x_echo,last_pure_repeat_x,phi_crossed_before_expansion
7906,2;59;67,3,3,1,1.7818913182069238,0.21810868179307627,1.8566177939604736,False
7930,2;5;13;61,4,3,1,1.7819569231983778,0.21804307680162238,1.8566627300221241,False
7990,2;5;17;47,4,3,1,1.7821198999503913,0.21788010004960856,1.8567743558505323,False
7998,2;3;31;43,4,5,3,1.6962288633868683,0.30377113661313176,1.732717220972057,False
8030,2;5;11;73,4,3,1,1.7822277385046184,0.2177722614953815,1.8568482126493515,False
8058,2;3;17;79,4,5,3,1.6964429692140388,0.303557030785961,1.7329096584327044,False
8094,2;3;19;71,4,5,3,1.6965705251718126,0.3034294748281875,1.7330243024433207,False
8142,2;3;23;59,4,5,3,1.6967395547727684,0.3032604452272317,1.7331762187060014,False
8162,2;7;11;53,4,3,1,1.7825790905399803,0.21742090946001938,1.8570888264629142,False
8170,2;5;19;43,4,3,1,1.7826001654978492,0.21739983450215095,1.8571032580369589,False
8174,2;61;67,3,3,1,1.7826106937088344,0.21738930629116562,1.8571104674337329,False
8178,2;3;29;47,4,5,3,1.6968655516797666,0.3031344483202334,1.7332894567378787,False
8246,2;7;19;31,4,3,1,1.7827991529186638,0.21720084708133602,1.8572395135981044,False
8294,2;11;13;29,4,3,1,1.7829237008224101,0.21707629917758997,1.8573247917979696,False
8322,2;3;19;73,4,5,3,1.6973630282391878,0.302636971760812,1.7337365373913716,False
8366,2;47;89,3,3,1,1.7831089131393285,0.21689108686067166,1.8574515994921894,False
8374,2;53;79,3,3,1,1.7831293744076753,0.21687062559232476,1.8574656079756449,False
8378,2;59;71,3,3,1,1.783139596266461,0.2168604037335393,1.8574726061681657,False
8398,2;13;17;19,4,3,1,1.7831906180533892,0.21680938194661092,1.8575075368096108,False
8418,2;3;23;61,4,5,3,1.6976890316920639,0.30231096830793636,1.7340294986084281,False
8466,2;3;17;83,4,5,3,1.697850381625592,0.30214961837440796,1.7341744898388038,False
8510,2;5;23;37,4,3,1,1.7834736767196298,0.21652632328037041,1.8577013125757846,False
8554,2;7;13;47,4,3,1,1.7835836606137156,0.21641633938628452,1.8577765994537572,False
8602,2;11;17;23,4,3,1,1.7837028733557694,0.21629712664423031,1.857858200126785,False
8610,2;3;5;7;41,5,11,9,1.5814671021559068,0.4185328978440931,1.5947317684263527,True
8614,2;59;73,3,3,1,1.7837325521679337,0.21626744783206603,1.8578785145805803,False
8662,2;61;71,3,3,1,1.7838507745064813,0.2161492254935187,1.8579594327099933,False
8690,2;5;11;79,4,3,1,1.7839193760560514,0.21608062394394859,1.8580063858476878,False
8710,2;5;13;67,4,3,1,1.7839682154160872,0.2160317845839127,1.858039812343886,False
8742,2;3;31;47,4,5,3,1.6987575333852436,0.3012424666147562,1.7349896069971948,False
8778,2;3;7;11;19,5,5,3,1.698873347148676,0.30112665285132356,1.7350936633995215,False
8798,2;53;83,3,3,1,1.7841815256099438,0.21581847439005597,1.858185798145952,False
8806,2;7;17;37,4,3,1,1.7842007907722206,0.2157992092277795,1.8581989822999985,False
8866,2;11;13;31,4,3,1,1.7843446152875524,0.21565538471244766,1.858297405822503,False
8906,2;61;73,3,3,1,1.7844398529539258,0.21556014704607393,1.8583625768813195,False
8930,2;5;19;47,4,3,1,1.7844967502833269,0.21550324971667323,1.8584015105399208,False
8970,2;3;5;13;23,5,7,5,1.6477209961343007,0.3522790038656992,1.6710376192112972,False
8990,2;5;29;31,4,3,1,1.7846381970151475,0.21536180298485263,1.8584982959060756,False
9006,2;3;19;79,4,5,3,1.6995939779106808,0.3004060220893194,1.735741097708784,False
9010,2;5;17;53,4,3,1,1.7846850951951607,0.2153149048048394,1.8585303849701198,False
9030,2;3;5;7;43,5,11,9,1.5831995507753254,0.41680044922467463,1.5964233218944281,True
