ara_numerator,ara_denominator,ara_value,mirror_numerator,mirror_denominator,mirror_value,distance_from_ridge,count,share,mirror_count,count_minus_mirror,r7_count,r8_count,r9_count,r10_count,r11_count
60,121,0.49586776859504134,182,121,1.5041322314049588,-0.5041322314049587,20,4.508524707245147e-07,8,12,0,0,0,0,20
64,129,0.49612403100775193,194,129,1.503875968992248,-0.5038759689922481,2,4.508524707245147e-08,1,1,0,0,0,0,2
66,133,0.49624060150375937,200,133,1.5037593984962405,-0.5037593984962406,1,2.2542623536225736e-08,3,-2,0,0,0,0,1
72,145,0.496551724137931,218,145,1.5034482758620689,-0.503448275862069,1,2.2542623536225736e-08,0,1,0,0,0,0,1
76,153,0.49673202614379086,230,153,1.5032679738562091,-0.5032679738562091,1,2.2542623536225736e-08,1,0,0,0,0,0,1
1,2,0.5,3,2,1.5,-0.5,973382,0.02194258398293848,971776,1606,209,1595,12379,102423,856776
72,143,0.5034965034965035,214,143,1.4965034965034965,-0.49650349650349646,3,6.762787060867721e-08,0,3,0,0,0,0,3
68,135,0.5037037037037037,202,135,1.4962962962962962,-0.49629629629629635,3,6.762787060867721e-08,2,1,0,0,0,0,3
66,131,0.5038167938931297,196,131,1.4961832061068703,-0.4961832061068703,1,2.2542623536225736e-08,2,-1,0,0,0,0,1
62,123,0.5040650406504065,184,123,1.4959349593495934,-0.49593495934959353,6,1.3525574121735442e-07,2,4,0,0,0,0,6
60,119,0.5042016806722689,178,119,1.495798319327731,-0.4957983193277311,17,3.8322460011583755e-07,11,6,0,0,0,0,17
56,111,0.5045045045045045,166,111,1.4954954954954955,-0.49549549549549554,15,3.3813935304338605e-07,12,3,0,0,0,1,14
54,107,0.5046728971962616,160,107,1.4953271028037383,-0.4953271028037384,26,5.861082119418691e-07,25,1,0,0,0,2,24
50,99,0.5050505050505051,148,99,1.494949494949495,-0.4949494949494949,80,1.8034098828980589e-06,79,1,0,0,0,1,79
48,95,0.5052631578947369,142,95,1.4947368421052631,-0.49473684210526314,102,2.2993476006950253e-06,94,8,0,0,0,6,96
44,87,0.5057471264367817,130,87,1.4942528735632183,-0.49425287356321834,199,4.485982083708922e-06,225,-26,0,0,0,14,185
42,83,0.5060240963855421,124,83,1.4939759036144578,-0.49397590361445787,250,5.635655884056434e-06,254,-4,0,0,0,14,236
41,81,0.5061728395061729,121,81,1.4938271604938271,-0.49382716049382713,1,2.2542623536225736e-08,0,1,0,0,0,0,1
38,75,0.5066666666666667,112,75,1.4933333333333334,-0.4933333333333333,772,1.7402905369966267e-05,753,19,0,0,2,51,719
36,71,0.5070422535211268,106,71,1.4929577464788732,-0.49295774647887325,559,1.2601326556750188e-05,550,9,0,0,1,35,523
35,69,0.5072463768115942,103,69,1.4927536231884058,-0.49275362318840576,2,4.508524707245147e-08,2,0,0,0,0,0,2
33,65,0.5076923076923077,97,65,1.4923076923076923,-0.49230769230769234,8,1.803409882898059e-07,4,4,0,0,0,0,8
32,63,0.5079365079365079,94,63,1.492063492063492,-0.4920634920634921,1414,3.187526968022319e-05,1381,33,0,0,5,102,1307
30,59,0.5084745762711864,88,59,1.4915254237288136,-0.4915254237288136,2974,6.704176239673534e-05,3067,-93,0,0,14,208,2752
29,57,0.5087719298245614,85,57,1.4912280701754386,-0.49122807017543857,14,3.1559672950716033e-07,17,-3,0,0,0,1,13
28,55,0.509090909090909,82,55,1.490909090909091,-0.49090909090909096,1,2.2542623536225736e-08,0,1,0,0,0,0,1
27,53,0.5094339622641509,79,53,1.490566037735849,-0.49056603773584906,12,2.7051148243470883e-07,20,-8,0,0,0,1,11
80,157,0.5095541401273885,234,157,1.4904458598726114,-0.49044585987261147,1,2.2542623536225736e-08,1,0,0,0,0,0,1
26,51,0.5098039215686274,76,51,1.4901960784313726,-0.4901960784313726,4307,9.709107957052425e-05,4338,-31,0,5,31,325,3946
74,145,0.5103448275862069,216,145,1.4896551724137932,-0.4896551724137931,2,4.508524707245147e-08,0,2,0,0,0,0,2
24,47,0.5106382978723404,70,47,1.4893617021276595,-0.4893617021276596,9574,0.0002158230777358252,9655,-81,0,5,53,798,8718
70,137,0.5109489051094891,204,137,1.489051094890511,-0.4890510948905109,1,2.2542623536225736e-08,3,-2,0,0,0,0,1
23,45,0.5111111111111111,67,45,1.488888888888889,-0.48888888888888893,165,3.7195328834772464e-06,140,25,0,0,1,12,152
68,133,0.5112781954887218,198,133,1.4887218045112782,-0.4887218045112782,6,1.3525574121735442e-07,2,4,0,0,0,0,6
22,43,0.5116279069767442,64,43,1.4883720930232558,-0.4883720930232558,4,9.017049414490294e-08,3,1,0,0,0,0,4
64,125,0.512,186,125,1.488,-0.488,2,4.508524707245147e-08,4,-2,0,0,0,0,2
21,41,0.5121951219512195,61,41,1.4878048780487805,-0.4878048780487805,253,5.703283754665112e-06,286,-33,0,0,1,16,236
62,121,0.512396694214876,180,121,1.487603305785124,-0.487603305785124,5,1.1271311768112868e-07,11,-6,0,0,0,0,5
20,39,0.5128205128205128,58,39,1.4871794871794872,-0.4871794871794872,19014,0.00042862544391779616,18826,188,2,13,131,1552,17316
58,113,0.5132743362831859,168,113,1.4867256637168142,-0.48672566371681414,11,2.479688588984831e-07,10,1,0,0,0,0,11
56,109,0.5137614678899083,162,109,1.4862385321100917,-0.4862385321100917,21,4.733950942607405e-07,18,3,0,0,0,0,21
37,72,0.5138888888888888,107,72,1.4861111111111112,-0.48611111111111116,1,2.2542623536225736e-08,0,1,0,0,0,0,1
18,35,0.5142857142857142,52,35,1.4857142857142858,-0.48571428571428577,32432,0.0007311023665268731,32034,398,0,28,268,2940,29196
52,101,0.5148514851485149,150,101,1.4851485148514851,-0.48514851485148514,58,1.3074721651010927e-06,39,19,0,0,0,1,57
17,33,0.5151515151515151,49,33,1.4848484848484849,-0.48484848484848486,1329,2.9959146679644006e-05,1268,61,0,0,5,71,1253
50,97,0.5154639175257731,144,97,1.4845360824742269,-0.48453608247422686,71,1.6005262710720273e-06,87,-16,0,0,0,2,69
33,64,0.515625,95,64,1.484375,-0.484375,11,2.479688588984831e-07,4,7,0,0,0,1,10
16,31,0.5161290322580645,46,31,1.4838709677419355,-0.4838709677419355,161,3.6293623893323437e-06,162,-1,0,0,0,7,154
78,151,0.5165562913907285,224,151,1.4834437086092715,-0.48344370860927155,1,2.2542623536225736e-08,1,0,0,0,0,0,1
31,60,0.5166666666666667,89,60,1.4833333333333334,-0.4833333333333333,8,1.803409882898059e-07,7,1,0,0,0,0,8
46,89,0.5168539325842697,132,89,1.4831460674157304,-0.4831460674157303,136,3.0657968009267004e-06,147,-11,0,0,1,7,128
15,29,0.5172413793103449,43,29,1.4827586206896552,-0.48275862068965514,3040,6.852957555012624e-05,2843,197,0,1,16,209,2814
44,85,0.5176470588235295,126,85,1.4823529411764707,-0.48235294117647054,356,8.025173978896362e-06,341,15,0,0,2,25,329
72,139,0.5179856115107914,206,139,1.4820143884892085,-0.48201438848920863,1,2.2542623536225736e-08,0,1,0,0,0,0,1
14,27,0.5185185185185185,40,27,1.4814814814814814,-0.4814814814814815,63939,0.0014413528062827373,63896,43,5,59,578,5980,57317
27,52,0.5192307692307693,77,52,1.4807692307692308,-0.4807692307692307,30,6.762787060867721e-07,48,-18,0,0,0,1,29
40,77,0.5194805194805194,114,77,1.4805194805194806,-0.48051948051948057,713,1.607289058132895e-05,730,-17,0,0,2,37,674
66,127,0.5196850393700787,188,127,1.4803149606299213,-0.4803149606299213,2,4.508524707245147e-08,2,0,0,0,0,0,2
13,25,0.52,37,25,1.48,-0.48,1,2.2542623536225736e-08,1,0,0,0,0,0,1
64,123,0.5203252032520326,182,123,1.4796747967479675,-0.4796747967479674,2,4.508524707245147e-08,4,-2,0,0,0,0,2
38,73,0.5205479452054794,108,73,1.4794520547945205,-0.4794520547945206,497,1.120368389750419e-05,481,16,0,0,2,33,462
25,48,0.5208333333333334,71,48,1.4791666666666667,-0.47916666666666663,81,1.8259525064342846e-06,80,1,0,0,0,1,80
37,71,0.5211267605633803,105,71,1.4788732394366197,-0.47887323943661975,3,6.762787060867721e-08,2,1,0,0,0,0,3
12,23,0.5217391304347826,34,23,1.4782608695652173,-0.4782608695652174,54706,0.001233216763172765,55178,-472,5,69,598,5245,48789
35,67,0.5223880597014925,99,67,1.4776119402985075,-0.4776119402985075,3,6.762787060867721e-08,6,-3,0,0,0,0,3
58,111,0.5225225225225225,164,111,1.4774774774774775,-0.4774774774774775,12,2.7051148243470883e-07,18,-6,0,0,0,0,12
34,65,0.5230769230769231,96,65,1.476923076923077,-0.4769230769230769,1771,3.992298628265578e-05,1704,67,0,1,14,125,1631
11,21,0.5238095238095238,31,21,1.4761904761904763,-0.47619047619047616,11748,0.00026483074130357996,11778,-30,2,7,79,987,10673
54,103,0.5242718446601942,152,103,1.4757281553398058,-0.47572815533980584,33,7.439065766954493e-07,28,5,0,0,0,2,31
32,61,0.5245901639344263,90,61,1.4754098360655739,-0.47540983606557374,2031,4.578406840207447e-05,1970,61,0,0,8,139,1884
74,141,0.524822695035461,208,141,1.475177304964539,-0.475177304964539,2,4.508524707245147e-08,1,1,0,0,0,0,2
21,40,0.525,59,40,1.475,-0.475,504,1.136148226225777e-05,498,6,0,0,1,29,474
52,99,0.5252525252525253,146,99,1.4747474747474747,-0.4747474747474747,58,1.3074721651010927e-06,55,3,0,0,0,3,55
31,59,0.5254237288135594,87,59,1.4745762711864407,-0.47457627118644063,9,2.0288361182603164e-07,5,4,0,0,0,0,9
72,137,0.5255474452554745,202,137,1.4744525547445255,-0.4744525547445255,1,2.2542623536225736e-08,0,1,0,0,0,1,0
10,19,0.5263157894736842,28,19,1.4736842105263157,-0.4736842105263158,8081,0.0001821669407962402,8002,79,0,2,35,598,7446
68,129,0.5271317829457365,190,129,1.4728682170542635,-0.4728682170542635,4,9.017049414490294e-08,2,2,0,0,0,0,4
29,55,0.5272727272727272,81,55,1.4727272727272727,-0.4727272727272728,23,5.18480341333192e-07,23,0,0,0,0,2,21
48,91,0.5274725274725275,134,91,1.4725274725274726,-0.4725274725274725,97,2.1866344830138966e-06,119,-22,0,0,0,8,89
19,36,0.5277777777777778,53,36,1.4722222222222223,-0.4722222222222222,577,1.300709378040225e-05,544,33,0,0,2,34,541
66,125,0.528,184,125,1.472,-0.472,7,1.5779836475358016e-07,6,1,0,0,0,1,6
28,53,0.5283018867924528,78,53,1.471698113207547,-0.4716981132075472,4396,9.909737306524833e-05,4423,-27,0,0,18,329,4049
46,87,0.5287356321839081,128,87,1.471264367816092,-0.47126436781609193,150,3.3813935304338604e-06,133,17,0,0,0,8,142
82,155,0.5290322580645161,228,155,1.4709677419354839,-0.47096774193548385,1,2.2542623536225736e-08,0,1,0,0,0,0,1
9,17,0.5294117647058824,25,17,1.4705882352941178,-0.47058823529411764,26818,0.0006045480779945018,27194,-376,3,20,221,2375,24199
62,117,0.5299145299145299,172,117,1.4700854700854702,-0.4700854700854701,6,1.3525574121735442e-07,5,1,0,0,0,2,4
35,66,0.5303030303030303,97,66,1.4696969696969697,-0.4696969696969697,2,4.508524707245147e-08,11,-9,0,0,0,0,2
26,49,0.5306122448979592,72,49,1.469387755102041,-0.4693877551020408,5609,0.00012644157541469016,5669,-60,0,5,35,429,5140
60,113,0.5309734513274337,166,113,1.4690265486725664,-0.4690265486725663,15,3.3813935304338605e-07,17,-2,0,0,0,0,15
76,143,0.5314685314685315,210,143,1.4685314685314685,-0.46853146853146854,3,6.762787060867721e-08,2,1,0,0,0,0,3
42,79,0.5316455696202531,116,79,1.4683544303797469,-0.4683544303797469,366,8.250600214258619e-06,316,50,0,0,1,19,346
25,47,0.5319148936170213,69,47,1.4680851063829787,-0.46808510638297873,91,2.051378741796542e-06,94,-3,0,0,0,4,87
33,62,0.532258064516129,91,62,1.467741935483871,-0.467741935483871,6,1.3525574121735442e-07,6,0,0,0,0,0,6
49,92,0.532608695652174,135,92,1.4673913043478262,-0.46739130434782605,1,2.2542623536225736e-08,0,1,0,0,0,0,1
8,15,0.5333333333333333,22,15,1.4666666666666666,-0.4666666666666667,209135,0.00471445157324857,209473,-338,37,280,2396,21003,185419
70,131,0.5343511450381679,192,131,1.465648854961832,-0.46564885496183206,4,9.017049414490294e-08,4,0,0,0,0,0,4
54,101,0.5346534653465347,148,101,1.4653465346534653,-0.4653465346534653,38,8.56619694376578e-07,39,-1,0,0,0,0,38
23,43,0.5348837209302325,63,43,1.4651162790697674,-0.4651162790697675,178,4.012586989448181e-06,167,11,0,0,1,3,174
68,127,0.5354330708661418,186,127,1.4645669291338583,-0.4645669291338582,5,1.1271311768112868e-07,6,-1,0,0,0,0,5
15,28,0.5357142857142857,41,28,1.4642857142857142,-0.4642857142857143,4469,0.00010074298458339282,4345,124,0,1,15,311,4142
82,153,0.5359477124183006,224,153,1.4640522875816993,-0.46405228758169936,1,2.2542623536225736e-08,0,1,0,0,0,0,1
37,69,0.5362318840579711,101,69,1.463768115942029,-0.46376811594202894,1,2.2542623536225736e-08,0,1,0,0,0,0,1
22,41,0.5365853658536586,60,41,1.4634146341463414,-0.46341463414634143,15903,0.0003584953420965979,15833,70,2,6,100,1358,14437
29,54,0.5370370370370371,79,54,1.462962962962963,-0.4629629629629629,17,3.8322460011583755e-07,11,6,0,0,0,2,15
36,67,0.5373134328358209,98,67,1.462686567164179,-0.4626865671641791,1011,2.279059239512422e-05,985,26,0,0,4,67,940
50,93,0.5376344086021505,136,93,1.4623655913978495,-0.4623655913978495,112,2.5247738360572826e-06,100,12,0,0,0,8,104
64,119,0.5378151260504201,174,119,1.4621848739495797,-0.46218487394957986,4,9.017049414490294e-08,13,-9,0,0,0,0,4
7,13,0.5384615384615384,19,13,1.4615384615384615,-0.46153846153846156,805,1.814681194666172e-05,828,-23,0,0,2,48,755
62,115,0.5391304347826087,168,115,1.4608695652173913,-0.4608695652173913,17,3.8322460011583755e-07,14,3,0,0,0,0,17
48,89,0.5393258426966292,130,89,1.4606741573033708,-0.4606741573033708,175,3.944959118839504e-06,170,5,0,0,0,12,163
34,63,0.5396825396825397,92,63,1.4603174603174602,-0.46031746031746035,1589,3.5820228799062696e-05,1578,11,0,0,9,97,1483
27,50,0.54,73,50,1.46,-0.45999999999999996,46,1.036960682666384e-06,60,-14,0,0,0,2,44
20,37,0.5405405405405406,54,37,1.4594594594594594,-0.45945945945945943,20293,0.00045745745942062885,20023,270,1,12,165,1821,18294
33,61,0.5409836065573771,89,61,1.459016393442623,-0.4590163934426229,4,9.017049414490294e-08,6,-2,0,0,0,0,4
72,133,0.5413533834586466,194,133,1.4586466165413534,-0.4586466165413534,3,6.762787060867721e-08,2,1,0,0,0,0,3
13,24,0.5416666666666666,35,24,1.4583333333333333,-0.45833333333333337,9566,0.0002156427367475354,9555,11,0,3,56,741,8766
58,107,0.5420560747663551,156,107,1.4579439252336448,-0.4579439252336449,20,4.508524707245147e-07,21,-1,0,0,0,0,20
70,129,0.5426356589147286,188,129,1.4573643410852712,-0.45736434108527135,1,2.2542623536225736e-08,6,-5,0,0,0,0,1
19,35,0.5428571428571428,51,35,1.457142857142857,-0.4571428571428572,1191,2.6848264631644852e-05,1281,-90,0,0,7,68,1116
44,81,0.5432098765432098,118,81,1.4567901234567902,-0.45679012345679015,264,5.951252613563595e-06,266,-2,0,0,2,7,255
56,103,0.5436893203883495,150,103,1.4563106796116505,-0.4563106796116505,50,1.1271311768112869e-06,37,13,0,0,0,3,47
31,57,0.543859649122807,83,57,1.456140350877193,-0.45614035087719296,8,1.803409882898059e-07,9,-1,0,0,0,0,8
6,11,0.5454545454545454,16,11,1.4545454545454546,-0.4545454545454546,241131,0.005435725355913648,240725,406,39,340,2925,24743,213084
35,64,0.546875,93,64,1.453125,-0.453125,7,1.5779836475358016e-07,1,6,0,0,0,0,7
64,117,0.5470085470085471,170,117,1.452991452991453,-0.45299145299145294,8,1.803409882898059e-07,14,-6,0,0,0,1,7
52,95,0.5473684210526316,138,95,1.4526315789473685,-0.4526315789473684,119,2.682572200810863e-06,124,-5,0,0,0,6,113
23,42,0.5476190476190477,61,42,1.4523809523809523,-0.45238095238095233,248,5.590570636983983e-06,212,36,0,0,0,9,239
74,135,0.5481481481481482,196,135,1.451851851851852,-0.45185185185185184,2,4.508524707245147e-08,0,2,0,0,0,0,2
17,31,0.5483870967741935,45,31,1.4516129032258065,-0.4516129032258065,2268,5.112667018015997e-05,2245,23,0,0,8,161,2099
28,51,0.5490196078431373,74,51,1.4509803921568627,-0.4509803921568627,4991,0.00011251023406930266,5015,-24,0,4,28,344,4615
39,71,0.5492957746478874,103,71,1.4507042253521127,-0.45070422535211263,2,4.508524707245147e-08,1,1,0,0,0,0,2
50,91,0.5494505494505495,132,91,1.4505494505494505,-0.4505494505494505,169,3.8097033776221495e-06,163,6,0,0,0,13,156
72,131,0.549618320610687,190,131,1.450381679389313,-0.45038167938931295,5,1.1271311768112868e-07,2,3,0,0,0,1,4
11,20,0.55,29,20,1.45,-0.44999999999999996,25,5.635655884056434e-07,16,9,0,0,0,0,25
60,109,0.5504587155963303,158,109,1.4495412844036697,-0.4495412844036697,24,5.410229648694177e-07,15,9,0,0,0,1,23
38,69,0.5507246376811594,100,69,1.4492753623188406,-0.4492753623188406,1186,2.6735551513963724e-05,1197,-11,0,0,10,79,1097
27,49,0.5510204081632653,71,49,1.4489795918367347,-0.44897959183673475,63,1.4201852827822213e-06,49,14,0,0,0,4,59
16,29,0.5517241379310345,42,29,1.4482758620689655,-0.4482758620689655,38620,0.0008705961209690379,38777,-157,4,33,344,3621,34618
58,105,0.5523809523809524,152,105,1.4476190476190476,-0.4476190476190476,38,8.56619694376578e-07,53,-15,0,0,0,0,38
21,38,0.5526315789473685,55,38,1.4473684210526316,-0.4473684210526315,691,1.5576952863531986e-05,728,-37,0,0,1,42,648
68,123,0.5528455284552846,178,123,1.4471544715447155,-0.44715447154471544,7,1.5779836475358016e-07,7,0,0,0,0,0,7
47,85,0.5529411764705883,123,85,1.4470588235294117,-0.44705882352941173,1,2.2542623536225736e-08,0,1,0,0,0,0,1
26,47,0.5531914893617021,68,47,1.446808510638298,-0.44680851063829785,1,2.2542623536225736e-08,2,-1,0,0,0,0,1
88,159,0.5534591194968553,230,159,1.4465408805031446,-0.44654088050314467,1,2.2542623536225736e-08,0,1,0,0,0,0,1
31,56,0.5535714285714286,81,56,1.4464285714285714,-0.4464285714285714,12,2.7051148243470883e-07,11,1,0,0,0,0,12
36,65,0.5538461538461539,94,65,1.4461538461538461,-0.4461538461538461,1625,3.663176324636682e-05,1606,19,0,0,2,111,1512
46,83,0.5542168674698795,120,83,1.4457831325301205,-0.4457831325301205,293,6.604988696114141e-06,306,-13,0,0,1,18,274
66,119,0.5546218487394958,172,119,1.4453781512605042,-0.4453781512605042,13,2.9305410597093455e-07,6,7,0,0,0,1,12
76,137,0.5547445255474452,198,137,1.4452554744525548,-0.44525547445255476,1,2.2542623536225736e-08,1,0,0,0,0,0,1
5,9,0.5555555555555556,13,9,1.4444444444444444,-0.4444444444444444,142014,0.003201368138873562,141339,675,20,162,1553,14030,126249
74,133,0.556390977443609,192,133,1.443609022556391,-0.443609022556391,2,4.508524707245147e-08,2,0,0,0,0,0,2
54,97,0.5567010309278351,140,97,1.443298969072165,-0.44329896907216493,101,2.2768049771587993e-06,95,6,0,0,0,3,98
44,79,0.5569620253164557,114,79,1.4430379746835442,-0.44303797468354433,329,7.416523143418267e-06,327,2,0,0,3,16,310
39,70,0.5571428571428572,101,70,1.4428571428571428,-0.44285714285714284,1,2.2542623536225736e-08,1,0,0,0,0,0,1
29,52,0.5576923076923077,75,52,1.4423076923076923,-0.4423076923076923,40,9.017049414490294e-07,39,1,0,0,0,1,39
24,43,0.5581395348837209,62,43,1.441860465116279,-0.4418604651162791,7338,0.00016541777150882447,7570,-232,0,5,52,601,6680
62,111,0.5585585585585585,160,111,1.4414414414414414,-0.4414414414414415,13,2.9305410597093455e-07,13,0,0,0,0,0,13
90,161,0.5590062111801242,232,161,1.4409937888198758,-0.44099378881987583,1,2.2542623536225736e-08,0,1,0,0,0,0,1
52,93,0.5591397849462365,134,93,1.4408602150537635,-0.4408602150537635,74,1.6681541416807044e-06,85,-11,0,0,1,3,70
33,59,0.559322033898305,85,59,1.4406779661016949,-0.44067796610169496,12,2.7051148243470883e-07,7,5,0,0,0,0,12
14,25,0.56,36,25,1.44,-0.43999999999999995,76021,0.0017137127838474167,75973,48,6,70,750,7276,67919
37,66,0.5606060606060606,95,66,1.4393939393939394,-0.43939393939393945,5,1.1271311768112868e-07,2,3,0,0,0,0,5
60,107,0.5607476635514018,154,107,1.439252336448598,-0.4392523364485982,33,7.439065766954493e-07,58,-25,0,0,0,1,32
78,139,0.5611510791366906,200,139,1.4388489208633093,-0.4388489208633094,1,2.2542623536225736e-08,1,0,0,0,0,0,1
32,57,0.5614035087719298,82,57,1.4385964912280702,-0.4385964912280702,2086,4.7023912696566884e-05,2022,64,1,3,12,125,1945
41,73,0.5616438356164384,105,73,1.4383561643835616,-0.4383561643835616,2,4.508524707245147e-08,1,1,0,0,0,0,2
68,121,0.5619834710743802,174,121,1.43801652892562,-0.4380165289256198,3,6.762787060867721e-08,7,-4,0,0,0,0,3
9,16,0.5625,23,16,1.4375,-0.4375,22686,0.000511401957542817,22941,-255,2,11,203,2139,20331
76,135,0.562962962962963,194,135,1.4370370370370371,-0.437037037037037,2,4.508524707245147e-08,2,0,0,0,0,0,2
40,71,0.5633802816901409,102,71,1.4366197183098592,-0.43661971830985913,949,2.1392949735878224e-05,966,-17,0,0,2,56,891
22,39,0.5641025641025641,56,39,1.435897435897436,-0.4358974358974359,17209,0.0003879360084349087,17192,17,2,8,144,1488,15567
48,85,0.5647058823529412,122,85,1.4352941176470588,-0.43529411764705883,222,5.004462425042113e-06,254,-32,0,0,0,13,209
13,23,0.5652173913043478,33,23,1.434782608695652,-0.4347826086956522,7213,0.00016259994356679624,7155,58,0,4,53,568,6588
56,99,0.5656565656565656,142,99,1.4343434343434343,-0.43434343434343436,68,1.5328984004633502e-06,33,35,0,0,0,5,63
30,53,0.5660377358490566,76,53,1.4339622641509433,-0.4339622641509434,4873,0.00010985020449202802,4776,97,0,4,32,357,4480
64,113,0.5663716814159292,162,113,1.4336283185840708,-0.4336283185840708,12,2.7051148243470883e-07,8,4,0,0,0,0,12
17,30,0.5666666666666667,43,30,1.4333333333333333,-0.43333333333333335,2534,5.712300804079602e-05,2586,-52,0,1,16,167,2350
72,127,0.5669291338582677,182,127,1.4330708661417322,-0.4330708661417323,8,1.803409882898059e-07,4,4,0,0,0,0,8
38,67,0.5671641791044776,96,67,1.4328358208955223,-0.4328358208955224,844,1.902597426457452e-05,881,-37,0,0,0,52,792
21,37,0.5675675675675675,53,37,1.4324324324324325,-0.43243243243243246,651,1.4675247922082955e-05,582,69,0,0,7,37,607
46,81,0.5679012345679012,116,81,1.4320987654320987,-0.4320987654320988,229,5.162260789795694e-06,229,0,0,0,0,15,214
25,44,0.5681818181818182,63,44,1.4318181818181819,-0.43181818181818177,256,5.770911625273788e-06,221,35,0,0,1,9,246
54,95,0.5684210526315789,136,95,1.431578947368421,-0.43157894736842106,93,2.0964639888689935e-06,92,1,0,0,0,2,91
29,51,0.5686274509803921,73,51,1.4313725490196079,-0.43137254901960786,37,8.340770708403522e-07,42,-5,0,0,0,3,34
62,109,0.5688073394495413,156,109,1.4311926605504588,-0.4311926605504587,15,3.3813935304338605e-07,22,-7,0,0,0,0,15
33,58,0.5689655172413793,83,58,1.4310344827586208,-0.43103448275862066,7,1.5779836475358016e-07,10,-3,0,0,0,0,7
70,123,0.5691056910569106,176,123,1.4308943089430894,-0.43089430894308944,16,3.606819765796118e-07,12,4,0,0,0,0,16
37,65,0.5692307692307692,93,65,1.4307692307692308,-0.4307692307692308,3,6.762787060867721e-08,4,-1,0,0,0,0,3
78,137,0.5693430656934306,196,137,1.4306569343065694,-0.43065693430656937,1,2.2542623536225736e-08,1,0,0,0,0,0,1
45,79,0.569620253164557,113,79,1.4303797468354431,-0.430379746835443,1,2.2542623536225736e-08,0,1,0,0,0,0,1
4,7,0.5714285714285714,10,7,1.4285714285714286,-0.4285714285714286,222521,0.005016207131904487,222877,-356,32,232,2348,21876,198033
39,68,0.5735294117647058,97,68,1.4264705882352942,-0.42647058823529416,1,2.2542623536225736e-08,1,0,0,0,0,0,1
74,129,0.5736434108527132,184,129,1.426356589147287,-0.4263565891472868,1,2.2542623536225736e-08,2,-1,0,0,0,0,1
35,61,0.5737704918032787,87,61,1.4262295081967213,-0.42622950819672134,8,1.803409882898059e-07,9,-1,0,0,0,0,8
66,115,0.5739130434782609,164,115,1.4260869565217391,-0.4260869565217391,18,4.0576722365206327e-07,14,4,0,0,0,1,17
31,54,0.5740740740740741,77,54,1.4259259259259258,-0.42592592592592593,22,4.959377177969662e-07,23,-1,0,0,1,3,18
58,101,0.5742574257425742,144,101,1.4257425742574257,-0.4257425742574258,32,7.213639531592235e-07,39,-7,0,0,0,3,29
27,47,0.574468085106383,67,47,1.425531914893617,-0.42553191489361697,54,1.2173016709561898e-06,75,-21,0,0,0,6,48
50,87,0.5747126436781609,124,87,1.4252873563218391,-0.4252873563218391,195,4.395811589564019e-06,226,-31,0,0,0,9,186
23,40,0.575,57,40,1.425,-0.42500000000000004,360,8.115344473041266e-06,395,-35,0,0,1,21,338
42,73,0.5753424657534246,104,73,1.4246575342465753,-0.4246575342465754,653,1.4720333169155406e-05,621,32,0,1,4,39,609
80,139,0.5755395683453237,198,139,1.4244604316546763,-0.4244604316546763,2,4.508524707245147e-08,0,2,0,0,0,0,2
19,33,0.5757575757575758,47,33,1.4242424242424243,-0.4242424242424242,1042,2.348941372474722e-05,1109,-67,0,0,8,69,965
72,125,0.576,178,125,1.424,-0.42400000000000004,5,1.1271311768112868e-07,6,-1,0,0,0,0,5
34,59,0.576271186440678,84,59,1.423728813559322,-0.423728813559322,2501,5.6379101464100566e-05,2550,-49,0,1,13,158,2329
64,111,0.5765765765765766,158,111,1.4234234234234233,-0.42342342342342343,17,3.8322460011583755e-07,13,4,0,0,0,0,17
15,26,0.5769230769230769,37,26,1.4230769230769231,-0.42307692307692313,5544,0.00012497630488483548,5356,188,0,6,41,422,5075
56,97,0.5773195876288659,138,97,1.422680412371134,-0.4226804123711341,75,1.6906967652169302e-06,58,17,0,0,0,5,70
26,45,0.5777777777777777,64,45,1.4222222222222223,-0.4222222222222223,10066,0.00022691404851564828,9966,100,0,4,55,809,9198
48,83,0.5783132530120482,118,83,1.4216867469879517,-0.42168674698795183,209,4.711408319071179e-06,197,12,0,0,1,4,204
11,19,0.5789473684210527,27,19,1.4210526315789473,-0.42105263157894735,13848,0.000312170250729654,14168,-320,1,10,108,1178,12551
84,145,0.5793103448275863,206,145,1.4206896551724137,-0.42068965517241375,2,4.508524707245147e-08,1,1,0,0,0,0,2
40,69,0.5797101449275363,98,69,1.4202898550724639,-0.42028985507246375,1320,2.975626306781797e-05,1306,14,0,1,8,85,1226
76,131,0.5801526717557252,186,131,1.4198473282442747,-0.41984732824427484,4,9.017049414490294e-08,3,1,0,0,0,0,4
47,81,0.5802469135802469,115,81,1.4197530864197532,-0.41975308641975306,1,2.2542623536225736e-08,0,1,0,0,0,0,1
18,31,0.5806451612903226,44,31,1.4193548387096775,-0.4193548387096774,24387,0.0005497469601779371,24767,-380,4,20,214,2187,21962
43,74,0.581081081081081,105,74,1.4189189189189189,-0.41891891891891897,1,2.2542623536225736e-08,1,0,0,0,0,0,1
68,117,0.5811965811965812,166,117,1.4188034188034189,-0.41880341880341876,7,1.5779836475358016e-07,13,-6,0,0,0,1,6
82,141,0.5815602836879432,200,141,1.4184397163120568,-0.4184397163120568,1,2.2542623536225736e-08,1,0,0,0,0,1,0
