split,experiment,cell_id,cell_key,prefix_g1_count,age_intervals,elapsed_hours,early_interval_hours,current_interval_hours,recent_interval_hours,interval_trend,clock_excess,local_interval_ratio,local_interval_ara,size_fold_prefix,rpl_fold_prefix,x_generation,x_clock,x_size,x_rpl,u_generation,u_clock,u_size,u_rpl,ara_phase_gap,ara_phase_sum,ara_phase_product,disk_generation_clock,disk_clock_size,disk_size_rpl,orient_generation_clock,orient_clock_size,orient_size_rpl,radius4_sq,closure4_residual,remaining_divisions,remaining_hours,slowdown_lead_intervals,in_slowdown_risk_set,slowdown_next2,slowdown_exists,target_generation_unbounded,target_clock_unbounded,target_generation_bounded,target_clock_bounded,pred_pure,pred_relational,pred_fixed_025,pred_size_child,pred_rpl_child,pred_reverse_control
external,Experiment_1,cell_1.1,Experiment_1|cell_1.1,5,4,5.66666666666667,1.33333333333333,1.3333333333333393,1.1666666666666698,-0.1504077396776258,0.0625000000000033,1.000000000000007,1.0000000000000036,1.6294284535353485,,0.7272727272727273,0.3578947368421051,1.2393784294412202,,-0.2727272727272727,-0.642105263157895,0.2393784294412202,,-0.3693779904306222,1.0851674641148323,0.1751196172248804,0.4866793342643257,0.4696012014568148,,0.1751196172248804,-0.1537061494306783,,,,9,12.33333333333333,8.0,True,0.0,1,1.6363636363636365,0.7789473684210516,1.6363636363636365,0.7789473684210516,1.2727272727272727,1.642105263157895,1.392105263157895,1.3322606557975898,,0.9033492822966505
external,Experiment_1,cell_1.1,Experiment_1|cell_1.1,6,5,7.0,1.33333333333333,1.3333333333333304,1.3333333333333348,-0.0810930216216326,0.0500000000000027,1.0000000000000004,1.0000000000000002,1.7765674552243502,,0.9090909090909092,0.4421052631578943,1.2796861476436208,,-0.0909090909090909,-0.5578947368421057,0.2796861476436207,,-0.4669856459330148,1.3511961722488033,0.0507177033492823,0.3195110002060397,0.3894708785798516,,0.0507177033492823,-0.1560354297380201,,,,8,11.0,7.0,True,0.0,1,1.4545454545454546,0.6947368421052624,1.4545454545454546,0.6947368421052624,1.0909090909090908,1.5578947368421057,1.3078947368421057,1.2379731999312005,,0.623923444976076
external,Experiment_1,cell_1.1,Experiment_1|cell_1.1,7,6,8.0,1.33333333333333,1.0,1.1666666666666652,-0.0908015380099411,2.664535259100376e-15,0.7500000000000019,0.8571428571428584,1.673025220513238,,1.0909090909090908,0.5052631578947363,1.2517840891841692,,0.0909090909090908,-0.4947368421052637,0.2517840891841691,,-0.5856459330143545,1.596172248803827,-0.0449760765550239,0.2530290057462059,0.3081597705025903,,-0.0449760765550239,-0.1245668651753259,,,,7,10.0,6.0,True,0.0,1,1.2727272727272727,0.6315789473684204,1.2727272727272727,0.6315789473684204,0.9090909090909092,1.4947368421052638,1.2447368421052638,1.1817908198092213,,0.32344497607655454
external,Experiment_1,cell_1.1,Experiment_1|cell_1.1,8,7,9.33333333333333,1.33333333333333,1.3333333333333304,1.1666666666666652,-0.053717049884867,2.220446049250313e-15,1.0000000000000004,1.0000000000000002,2.0108999908691323,,1.2727272727272727,0.5894736842105255,1.3357467846606634,,0.2727272727272727,-0.4105263157894745,0.3357467846606634,,-0.6832535885167472,1.8622009569377984,-0.1119617224880385,0.2429120212449355,0.2812577593656532,,-0.1119617224880385,-0.1378328905449042,,,,6,8.66666666666667,5.0,True,0.0,1,1.0909090909090908,0.5473684210526312,1.0909090909090908,0.5473684210526312,0.7272727272727273,1.4105263157894745,1.1605263157894745,1.0765896196243085,,0.04401913875598007
external,Experiment_1,cell_1.1,Experiment_1|cell_1.1,9,8,10.3333333333333,1.33333333333333,0.9999999999999698,1.16666666666665,-0.0577622650466646,-0.0312500000000006,0.7499999999999792,0.8571428571428437,2.3433251479805146,,1.4545454545454546,0.6526315789473657,1.401793151585011,,0.4545454545454546,-0.3473684210526343,0.401793151585011,,-0.8019138755980889,2.10717703349282,-0.1578947368421065,0.3272763901925342,0.2821025566052159,,-0.1578947368421065,-0.139570252655847,,,,5,7.6666666666667,4.0,True,0.0,1,0.9090909090909091,0.48421052631579103,0.9090909090909091,0.48421052631579103,0.5454545454545454,1.3473684210526344,1.0973684210526344,0.9969201331563815,,0.0
external,Experiment_1,cell_1.1,Experiment_1|cell_1.1,10,9,11.6666666666667,1.33333333333333,1.3333333333333997,1.1666666666666847,-0.0366204096222685,-0.0277777777777725,1.0000000000000524,1.0000000000000262,1.9673032238912425,,1.6363636363636365,0.7368421052631592,1.3259873194296423,,0.6363636363636365,-0.2631578947368408,0.3259873194296425,,-0.8995215311004773,2.3732057416267955,-0.1674641148325351,0.4742107552482767,0.17551980999125,,-0.1674641148325351,-0.0857861366920107,,,,4,6.3333333333333,3.0,True,0.0,1,0.7272727272727273,0.39999999999999747,0.7272727272727273,0.39999999999999747,0.36363636363636354,1.2631578947368407,1.0131578947368407,0.9316610648794303,,0.0
external,Experiment_1,cell_1.1,Experiment_1|cell_1.1,11,10,13.0,1.33333333333333,1.3333333333333002,1.33333333333335,-0.0238598063359108,-0.0249999999999975,0.9999999999999776,0.9999999999999888,1.741145108113228,,1.818181818181818,0.8210526315789465,1.2703779183085164,,0.8181818181818181,-0.1789473684210535,0.2703779183085164,,-0.9971291866028716,2.6392344497607647,-0.1464114832535892,0.7014436482681259,0.105126379373667,,-0.1464114832535892,-0.0483834169604716,,,,3,5.0,2.0,True,1.0,1,0.5454545454545454,0.3157894736842102,0.5454545454545454,0.3157894736842102,0.1818181818181821,1.1789473684210536,0.9289473684210536,0.8613528888439246,,0.0
external,Experiment_1,cell_1.1,Experiment_1|cell_1.1,12,11,14.0,1.33333333333333,1.0,1.16666666666665,-0.0288913984577086,-0.0454545454545429,0.7500000000000019,0.8571428571428584,1.738420301490972,,2.0,0.8842105263157886,1.269651923442478,,1.0,-0.1157894736842114,0.2696519234424781,,-1.115789473684211,2.8842105263157887,-0.1157894736842114,1.0134072022160667,0.0861193620322947,,-0.1157894736842114,-0.0312228542933398,,,,2,4.0,1.0,True,1.0,1,0.36363636363636365,0.25263157894736815,0.36363636363636365,0.25263157894736815,0.0,1.115789473684211,0.8657894736842111,0.7983764928235917,,0.0
external,Experiment_1,cell_1.1,Experiment_1|cell_1.1,13,12,16.0,1.33333333333333,2.0,1.5,-0.0040235254888361,2.664535259100376e-15,1.5000000000000038,1.2000000000000013,1.6212540336685812,,2.0,1.0105263157894726,1.2370064197093875,,1.0,0.0105263157894726,0.2370064197093877,,-0.9894736842105274,3.0105263157894724,0.0105263157894726,1.0001108033240995,0.0562828463075621,,0.0105263157894726,0.0024948044179933,,,,1,2.0,0.0,False,,1,0.18181818181818182,0.12631578947368408,0.18181818181818182,0.12631578947368408,0.0,0.9894736842105274,0.7394736842105274,0.6802220792831806,,0.0
external,Experiment_1,cell_1.10,Experiment_1|cell_1.10,5,4,5.0,1.33333333333333,1.33333333333333,1.333333333333335,0.0287682072451785,-0.0624999999999975,1.0,1.0,1.467005073185054,,0.7272727272727273,0.3157894736842102,1.189300410550888,,-0.2727272727272727,-0.6842105263157898,0.1893004105508879,,-0.4114832535885171,1.0430622009569377,0.1866028708133972,0.5425242096105863,0.5039786897560649,,0.1866028708133972,-0.1295213335348181,,,,10,15.0,,True,0.0,0,1.8181818181818181,0.9473684210526306,1.8181818181818181,0.9473684210526306,1.2727272727272727,1.6842105263157898,1.4342105263157898,1.3868854236780679,,0.8612440191387556
